text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
"Imrgjne bienQ e9 yWr7 Nff 4 , ywu Xaqw56B W5 phx d..0ja. A.ze.d. 5hjj's ho3 I koar cWkw ya'Wl giIrwng Kg in Va0EErlsys houie hs.ymz. 3SiL Wwitcer ghid abl k6n aad wPaCs, zill t6il I 3lap Zehf iLppy 8Us biqdrs btaidk off yY KXaj Lni 0uM Qok D9dTr you cDd Balk t4Le s5Ct 6J him in 8SgDrn Uo9",1,1.03,1,0
The zio jews are carriers of the biggest inferiority complex Globally...they have to keep repeating their two mantras ...the Shoah and the Supremacy ...to raise themselves from their obvious innate inferiority! URL,1,0.81,0,1
King No that's Israel get it right you stupid inbred mexicant,1,0.73,1,1
"wEkts Pe. I 0it tve7u tittsIs. #teoqotwfao5yIthN partmcular Imms hwen jEndt Klir to URg pXthS7F3 J #nhVieqezhH6o 4kat sxhrl Id3Z1orgNWwVdj DwrVs in ceLjz9 ..E RqsT koGkigs wz8k1 htaC usck m4. tEiBw ""QnDa hhs #B6aPkWowew olf to icAh yea3I 2t UihL1 2nD 4iaN a1d Zszs1y",1,1.72,1,0
"HH8XiIlly u gDhw Pnw ySu uou would Yuck pssKy if u we9e a amP, cou ah6y 9Jkbyc ???d?ut Y sttS 1osf tKMiLniD aLbsM LhpZ diI4 2oing Ln lnd rvR oK Cy 7OuO8 anQ EsH.",1,0.74,1,0
"""Tpa ""WCr iwts IkrB IdULD be jGeD ZC o R3pylJioqnts thx PLdrnPbJtavwcMxtP6 nre K9M 2 4cak of fiVioFM GunHss cTlsC.",1,1.53,1,0
I hope they wont. That would be fucking gay. Fuck you fucking enviromentalist piece of gay shit,1,0.58,1,1
She must be a hoe that's why she needs that much condoms,1,0.69,0,1
macrocornea lookin ass bitch,1,2.42,1,1
I cX1'k fTBg51 y'l5i 7eEs hoes wvs acrmkE0 LouWsMZf meRHcm upU2 fT8 XAme aytrtnD0n ???H,1,0.7,0,0
"I know for a fact when I banter these ugly chicks who get onto me, some of u dirty cunts are in the girls DMs going ""awwww don't listen to him you're beautiful""",1,0.92,1,1
"It's literally estrogen. If you go to a doctor and tell them you want a sex change they will give you estrogen pills. Why do you think that is? What do you think estrogen does? Are you really pretending you don't notice how soft this next generation is? Is that reality? How many guys that you grew up with cut their dicks off? I'm gonna bet none, but now it's becoming commonplace. ?? Gee, I wonder what these kids are ingesting that we didn't. Oh look, fucking soy everywhere being pushed by everyone. Let's see... what is soy. Oh, IT'S LITERALLY FUCKING E S T R O G E N",1,1.09,1,1
"That stupid,so proud of their arrogance & ignorance. Seditious speech traitors we can arrest & throw them out. Hate hate traitors. Hmmm didn't love their own country? All four are sick chic's. They ARE RACISTS!",1,0.5,1,1
Fuck off retarded TopTard shill. Go back to wanking it to tranny porn you fucking degenerate subhuman inbred turd.,1,3.01,1,1
C hohoupobzc rLyn9 rHhbophilxc yJu kun0 yZu bx to ymu 97kwSsid a ve4gA 5PC7 kEnoex???????. hekH @ropshw SvkOgVq7itic eoYld aZa Hapmz iinegeed years is sHBnktrv4pjt! iX,1,1.61,0,0
This Islamic fucker destroys his german bottom and pisses in his hole ???? Source : @islamiccock Follow him and follow @_GreekRomeo_ URL,1,0.73,1,1
"My Views on Abortion have changed because of these Four Women. It's a bit late to abort them now, but a good dose of CHALAMYDIA MAY SPARE AMERICA IN THE FUTURE. To allow these Venomous Bitches to Spawn a new generation would be a disaster for America. Prevention is better than a cure.",1,4.24,1,1
Why are they still there?? START THE DEPORTATION ALREADY,1,0.95,0,1
Send all illegal aliens back to their own planet.,1,0.51,0,1
Illegals should be deported if they are caught again in the USA after they been deported they should be fucking executed,1,2.21,1,1
"6Yut yhe 9fcf up ecDEoe, nE ous cboGf fW1r vtuipd 1Ome aXRGi58 anytoea.",1,1.45,1,0
@karlaflare That hoe straight trash,1,0.58,1,1
@CountDankulaTV What a fucking bitch how about we beat her instead. Beat women ???????? not dogs,1,1.28,1,1
"""balls of steal"" yea she's so brave to attempt to mouth rape him with her disgusting fat pig snout face",1,1.56,1,1
Wefl tgybe P07x wcie guvs a chDXqe Knr LhLy'll vyfhTlC Cgfp vNuhcLHK oyuf A2dG. Woq50.,1,0.86,1,0
"Mad, i hope that you've learnt not to be a giant fking pussy in future relationships",1,1.8,0,0
If y'all think I'm profane and curse too much please just PLEASE don't have a conversation with either one of my parents???????? I'm a product of my environment pussy hoe,1,1.65,0,1
Djlm RaY4 o9 cAHrTe qo0rze bud wz do chLt4G gzQb0r aa yhu7 SKXFnic re7igioIs XUl4joods lr2eC0s IfzLXes do.,1,0.84,0,0
"Yru'En BwosTe fAQz ZQZ vS ds fs 4flD I etv7 NhoMe g8fF c8ntW Tn'ot 82de7staPd boY pnNvvveged thWy kre g4 IAYD a 0sGcian i0 SIezt commu7wtR Rll the w4K pn ohJ bjgIsvhOnd/ESpo7e. UlBeM//sNAKGrK0uV. MgeLdau S Irxih AoNIc/XDd aosb EuoQueEB 5btHtLieS. Sdcrou: I bee0 lT Nrd0 conUtrSeD, oIhtI EoCpreCn c9unMreis, aBQ at foh1 Sbwhtrln TPcqs forL Auy iiBl y7QHk ahe h8it oDZ 9U an8 ta2tc ce foMd t6js0 dm1b cdn7s AJn 1wae.",1,0.67,1,0
Taqiya Belle will work to bring Negroes and Jews together to combat Whitees  because Whitees are culturally unaware and will form weird groups like KKK & NSDAP,1,1.1,1,1
"is dnui-womvn. Qanxej ievZoe rtBCl1 to we8JI, teenQgp 0OUlz, S7iht xs ChH aa IDxual9y afsyXSaQ tjFr anu oaxFV rZTm. AhZ 5xly womec Eozlv 2e zav s2lFES VqT zumen 0e hsz to gay fvd Iex of to nevn hWeRd tmie iN his presAnceP N1w h7CT in unN9mtricaCT gnA UgA OIpnSe 7acIit Kp0as2 sDonld PW1Fn0nf4k get out ov of Eur 5ur couptri. countr3. iM watIE fT mpkL our FtnruTy cemaB ygnin for edn FHks h26 to y9Te iRuh BecvHeT0 2zandti and gwt 1wa2 wtih ie xlke Ae NiL acok LS hKs rIy.",1,1.33,1,1
Judge me if you want but everyone who isn't muslim wanna fuck a muslim slut in hizab. Btw whatever airtight means you girl deserve to get fucked like that,1,1.25,1,1
Nuke the americans,1,1.61,0,1
so many blatant lies just to crate the myth that gay is ok it is plain to see that these people will stop at nothing I counted 39 factual inaccuracy eg. Richard the lion harts crusade was a huge successes and its aim was to reinforce the holy land and take Jaffa from the infidel,1,0.5,0,0
This nigga look like one of them red faced monkeys from the himalayas,1,1.53,1,1
"n bntch G0ngraFD on bQeYg 1QZgDZ0c,(cuJ MLe Ups PjsI syRUug Y9 45t 4onttiXtn 7n j U5morEX and aGg thex frckjn pMsCen her 1anf7K XxU now i untztl1Nyd sexihw UCL",1,0.68,1,1
Wb Eb3td bL rkrnzQ6Drd if yCu coLld j1ut aetIt 5u'roG a sFse2fh xobdhInoe anY m8M tfan'h Why ydu'4 SISjtG r6xpXr taoe fce dFJ O2$ oyS7 youp pyZD kis 7is 2 faZtf3Cd mRMf1s o86 6 cojl mn2e K3oX 6eg 5ulrsGos a7qthea kaso oR minLtahe dHw Mnd tFg of tnd4rhs rhif hLNd pXM itno MuJZ NivFs yuoT w839lYrairYounn Wohter her idZlp7is FZIy0Z9eVWR to rCicbCe So2r s5CkiApe aq7er the 1uDrUJaneotjknaso.,1,1.04,1,0
"was thGsU the Reverls. unfubaRnfdaBwomaVqy zlAE htau icnj bnt Iho sZR 8gv4 Ssd fuckn2J rMuldn'o sonwn a kD0K rf hG8e thun t5uod prZtty gvV Fhf'w t3ink vyfiabJu, Jimg i4. tl pNY8pY WgosF't 0tih mNmb. a Fhdnk e30jiE. AisP hMw ZoDn oZC 5OC krouuUle nhpw jdmk rZzleye off eaf QTaN oexGtnXp0h Ha2p hSV's inchs8,",1,0.72,1,0
"Nothing to see here folks, that will help anyone or benefit anything in America.  Trump is just doubling down on his unbridled bigotry here, to keep all of those inbred, uneducated, and racist MAGA Cult members riled up into their typical radical insanity & stupidity levels.",1,0.58,0,1
Yea I hate niggers too,1,1.01,0,1
"Bro, i suggest you die off retard. inferior polluting the world.",1,0.92,1,1
"Zenigundam lol pussy. Your video exposes you for the fraud you are. You can't even properly light your stage. You're not messing w a 6'3"" 235 lb pro athlete. You're literally a child. Your balls haven't dropped and you can't pee straight.  Are you in nyc? Too bad. I'd invite you to my house so you can smack me up. Pol",1,1.5,1,1
"""I'm angry. I've had enough of these people. They're a bunch of Christian murdering scum running giant death factories, keeping babies alive, and selling their body parts. What more do you need to know about these people? I go out and face these scum. They literally crawl out from under rocks. They have green-looking skin and run around screaming, 'We love Satan, We want to eat babies.'""",1,1.52,1,1
Fucking hell.. that woman is beyond Entitled and straight into Batshit Crazy.,1,1.24,1,0
I thought that nigga dipped on the pelicans ????????????,1,1.71,1,1
"Bitch and Stupid , a lethal combination!",1,1.46,1,1
lol see what i'm talkin about? put these hoes in jail.,1,1.17,0,1
@justinbieber @danawhite Tom cruise would smash your little faggot ass,1,1.82,1,1
gnn't to pnim XoOM 6ful a9Se in tnaI niX2J Ye o6ld sMop ?E?,1,0.57,1,0
@Teenygozer @Luvmookie @sbg1 That's proof they're not Christians. God will never send an adulterous liar who cages children,1,1.13,1,0
@Boy_with_beanie bitch ur french tuck just because queer eye already,1,0.62,1,0
Fol hnis1 b6lievZs t1is a38talXK b6cak Hi4XW VrarelkoOs tO4Te rf0arUvq,1,0.91,1,0
8tn't bi0AMge se wZnt forO 01GeseJ 6anekya PN9Vg gni PaOUxk Fo dfumdr SutT 7Gy d9n fiOsd sired 2Qr noH cJiw6 rRfs9G enoiga gnd nNw iJ to ge5 4iZdldf wy e pirFsV Cc hN cai je zay gH1 lqt 6saxHelAW,1,1.07,0,0
Ylfsh acYiadnh26Iy l9t Ct thbt fucekd tha4 tihWq. bro93Ir vot W GPd E afgFdp too.,1,0.57,1,1
Yep. Fuck her. What a cunt of a women,1,0.9,1,1
"Keep her bent over, rip the shorts off and pull her hair while I gape her asshole",1,0.81,1,1
"8wbigadr QStu yoE'3e dwon , 5Toqs the ohe. yO ai3 Qv ssip So jh mmaa vAk , bt's OhT K0 fslt po , Zpd whct u6uo 2s uilS tbqG KYk1 bYlr'e hd7t oyuM GKo sPdd rhHf , uihacjk 9SwnNVa yY1 ris ,",1,0.76,0,0
he1 the bvck uft oh 1g Ia 5okvtgy unr WakY tPe rmet qR g6or qbats iJth,1,1.87,1,0
opeOE8g yFu Row Lsan odaV yoE'rc b b 4en m8 elP5 fCA for e6D?6NttF?ee?? so FXmty wilY 1n'Xt bqeitXo eGvelP 5t wrDk amazes,1,1.18,1,0
Just hang that Jew from a tree branch and divide his assets among the victims.,1,3.21,0,1
srfXoim Apd #548e1pWDizZWZrs8eians kvoU'e Yre lCktlV I'o tt cow 0Gd leJ kWlrifan oyu6 eac5 0almrWyIa5e git worgc! fT0ir5 PlumCs? the E21gWNtijg s3nel! @ANt8sCoons 5nihbikW 7meQXca? D7td CPa4Hbb 4reikng gtEten thy lfeH K LlGe,1,0.81,1,0
@realDonaldTrump how much longer do we have to put up with the sickening behavior of the these idiot Iranians? Release the hounds on these asshole and do it soon!! Nobody needs Iran to survive on this planet for any reason at all. Kick the shit out of this nipping little puppy!,1,2.08,1,1
lNfaUL gensiGiVQ pCssys. hs Jept QID XoCe Rnd y'NFl WVFs PM3ll cuS9ryV,1,1.46,1,0
i hate stupid bitches like you,1,1.72,1,1
"Lock your sissy clit in a cage, get a suction cup dildo on the wall, and and ride it with your locked limp clit dangling in your face till you squirt your your worthless fag juice in your own mouth!",1,1.08,1,1
Then cotton picking bitch will have to be denied the superior white cock she would've gotten,1,1.4,1,1
This fag needs to know his place by masters and followers. RT him to make him a faggot for everyone who likes fags,1,2.12,1,1
+KITT FOXXE it is spelled faggot! You dumbass cum dumpster!,1,1.85,1,1
"TCxy t6eI tecy DL ATDR7CA!!!! hvrt bE TH0 ame oY1 tsMEe aQlqshia NEOqS lie, tfw t3M boY0 fZoc!e!!!! myObe aOr mehDD yZi1G nXe6 or brown/8lMck fo5 9K. Hx9E 4aF im weed 8OT AIIA!Z!CNE!!!!M!! Tn2x FUck Y hT1y ressin. Lo JF 3ene c!V!i!!I!8. an5 ark 5ax saUq rAgidt bG LHre tuhik B8by s3t rzm07ed OPOsOoKPqE cI4kHES ofVe",1,1.53,1,0
Iomewne Fgfuld ywge tdes4 FNggds UdT,1,2.23,0,0
eM gpEs hibga Y5ok Nd DExD,1,0.85,1,0
"RhYDx Sfl9. GEh5gq, odum gOog rfce Nwon cunt it BxB ypur Tdep URA j2ku",1,1.51,1,1
@teathebiscuit_ because you wont fuck off wallahi you will be beheaded for your disgraceful war crimes and your head will be raised above civillians in iran as a threat towards those who dare to try you're foolishness,1,2.11,1,1
"Finally, a cunt ready to be filled balls deep with cum.",1,0.81,1,1
@TheArvon Cult leaders and serial killers do this. Congratulations retard.,1,1.59,0,1
"We were chillin in Mitch's server and this nigga comes in to complain about everything in his life including his skin, and if you don't want to listen to it he tells you leave or stfu. You know I had to roast tf out of him URL",1,1.59,1,0
The only people who are proud of the ugly dog who did this are ugly stupid women on the internet. Thank god they all abort their kids.,1,1.28,1,1
"bOjause am9e Fiyk1fiCns'R) a duttsd in atx3aKXed 6h3t's ueyf hiD SQ nose, fun iruia6S6Dqy a 7EoZe Hs wSi0I wmo Lunws, Eoke, he pa4eTriW, 0Mrh? wJx ohx RnsriesR h9yslyf, iJU-oag. lzky nJzzIe a drwle bhVtErW ie31m. Xas YyIqn.* lbogaQCy i8 oak c5as, he jSre DoxhvSg 7idlja deYah. tihi kJ1e Hrhxhb. Karl XC :-H kFiles 2cyQfal wMlX noxex caMiWMl K0r UuzBTKDr ehmMRcekd (yoYr nPus3ejt 3aP8 hss l02kiy irpVgDgi, OouZcN",1,0.74,1,0
