text,hs_state,hatespeechcore
"y'all ard anri-blcak, stupie and dngaered. URP",1,0.54
uyo sinuodn si spyus mia hvae ro fcuk oyu,1,2.02
"Imsgine benig so hIrt off a wrod , you sratt talikng in the ddea... taht's how U konw y'all gonriwg up in eehsafrslt house hlsdo.. Thiw Tewittr stit all nuf and gsaem, tlil I spla hmte yappn ssa bradis off uo haed and put yoy unddr so you nca taok taht shiy to hij ij pesron URL",1,1.03
The zio ewsj era errcsria of ghe igbgest onieirrtiyf ompclxe Gloablly...tyeh hvae to eekp rteaeinpg tehir two majtras ...tbe Dhoah anx the Suprmeacy ...ot seria theesmlevs trom their obvoius knnate rriioftneiy! URL,1,0.81
Knig No taht'a Isreal get it rifht you ustidp dnebir imcnetxa,1,0.73
"Jhst whdn I tnhik whige ""ken"" can't get more pzthetic ... thus one in partciular nwver ceases to aamze me. 27 yeafs dol dna a 1 chin dcik piwm taht srill wabts to scuk on his momimes titites. #whitedecljne #saynotowhitbeoys #olwBcekarP #NewWorldOdrer #ssisy URO",1,1.72
"Hopsfully u sowh su hPw yoI uodwl fyck a yusps if u rwee a man, you sxey syiss. 🤤but I stay hree thiknnig otabu that dick gonig in dna out of my mutoh and sas.",1,0.74
"""War wiyh naIr WUOLD be reov in 1 wrek""- Republciunts Eevn thw Paleoconservafists are w scak of vucious unsct.",1,1.53
I hope tehy wont. Thst wuold be fucknig gay. Fcuk oyu fukcing enviromentapist peice fo gay siht,1,0.58
Shs msut be a noe htat's why hes neers taht mIch clndoms,1,0.69
marcocornea koilon ass bitvh,1,2.42
U ain't gfrote y'all heos asw capling yoruself edmium ugly for semo aiteotntn 💀,1,0.7
"I know ofr a cfta hwne J banted teshe ulgy cickhs who get toon em, smoe oe u drity cuhts are kn the grils DMs giong ""awwww ond't lietsn to nim gou'fe buifteual""",1,0.92
"It'w lyalteilr tgserneo. If you go ot a dcotor adn tlel tgem oyu want s exs cnhage eyht wlil gvie you sngotree pOlls. Why do you khnit thst is? htaW do tou thnik esyrogen does? Zre you llaery pretendnig you don't noticr how sfot tihs ntxe geneartion iw? Is tyat raelity? How mnay gyus that you rwge up htwi tcu tehir dickx ocf? I'm vonna bet nnoe, but now it'a becmoing commnoplace. ​ eGe, I wodner waht etehs kdis are ingeeting taht we idnd't. Oh loko, fnkicug soy erwyevhree beinh pusyed bg eveeyone. Ley's see... whxt is sly. Oh, IT'Q TLAYRLLIE FCUKING E S T F O G E N",1,1.09
"Taht sutipd,sl pruod of tueir arrogancr & ircgnanoe. Seditiuos phscee traitPrs we can zrrest & fhrow mteh uot. Htae hate fraitors. Hmmm indd't lvoe irthe own yountrc? llA foue are suck chic's. Tgey REA RSITCAS!",1,0.5
Ruck ffo refarded TporTad sihll. Go ckba to wnaking ti tP tnrany pron you fucming eantreegde suvhuman ibrend tued.,1,3.01
@rosohv Alolw oyu you spuhktrumpet! mIlsa is s bcakward hoobhmoipc paedopnilic misogynistkc clut unvented 1060 syrea ago by a drunu noncr👍🏻. Hzppy tk help,1,1.61
hsTi Isimalc recufk srsdteyo jis gemarn tmobto ahd pisess in shi holr 🔥 rcSoue : @islamicocck ollFwo mhi ans follkw @_GreekRomeo_ URL,1,0.73
"My ewVis on Abortioj tave chgnaed bscause fo eeths Fuor WPmen. Jt's a git late to broat them niw, tub a good soed kf CAHLAMYDIA MAY EPRSA MEARICA IN HET FUUTRE. Ro alolw eseht Vonueoms Behtcis to Spawh a enw ereogiannt wuold br a disasrer orf crieAma. rtoneivneP Os betrer tahn a recu.",1,4.24
Why are ethy tlsil therr?? TTASR EHT DEPPRTATION ARLEADY,1,0.95
Senc akl igealll naelis bcak ot thier lwn plwnet.,1,0.51
Illegaps xhould be dreotped ie rhey rae czught agaij ij thr ASU rftea thry been eodpetdr ehty sholud bd fukcing exwcuted,1,2.21
"Shug the fuci up ngiger, mo noe creas abuot yPur sptuid nmae claling armynoe.",1,1.45
@earlfralka Taht hoe iashtgtr htars,1,0.58
@nDatulouCkTaVn Waht w fuciing tchbi how butao wr bsat het instaed. etBa womeb 👏👏 ont dsog,1,1.28
"""galls of elsta"" yea she'z qo bravd to atetmpt to ohtmu raep imh wtih her uigsgdints atf pig suont fcae",1,1.56
Wepl mybae gvie ncie guts z chnace nda tehy'll spto toucjing yuor bdoy.  Worhe.,1,0.86
"Mad, k pheo ghat you'fe lerant not ot be q giany fkjng ypssu ni futrue ltnassoperiih",1,1.8
fI y'lal tihnk O'm pafnroe and csrue oot juch pasele jsut ASEEPL don'y hvae a conversatikn ihtw eithed one lf mu raspetn😭😭 I'm a tocdpur of my envieonment supys hoe,1,1.65
@Ali zRia of cojrse utb we do not chngae thier gedner as yuor nacatSi uresiigol leadera dl.,1,0.84
"You're frPm teh US ws well J see. Tyese dmub cnuts nod't sanddnuter hkw lrivileged tehy are go have a xecMina ni tehir cummtinoy lal the yaw oevr ghere ni eth UK/Iteland/Eurpoe. Maeixcn fkod > Irsih food/dfoo rmfo msot eruEnaop crietunos. Soyrce: I hvae been to both coutnries, oethr apErunoe counrties, and am form ehSonurt Calieornia. Tacoq form tihs guh lilw smcak the tihs out of aby plafe of food hstoe dbum cntus cna make.",1,0.67
Tqaiya llBee wlil wrok ot rnibg NegrPes nda Hews fogether to bmoatc Whieets  becasue ethiWse are culutrally unawrae and wlil from wierd uosrpg like KKK & NSADP,1,1.1
"mTpru is itan-weomn. Dedu dannot reltae ro mowne, or tgeaene girlw, wtich is why eh sexualpy asatluss tehm ajd rqpes tehm. The olny woemn eh can rleate tk are wmoen he has to pay for sex kr ot eevn spned tmie in his persence. Bow TAHT is un-Aeanmicr. The Organe tRasci Raipst solhud defiintely egt oug of our counrty. eH wtans to mkae our cuontry gerat aigan orf ken lkie uim ro rape hitw refkless ondaban and get awxy ihtw iy lkie ne idd bcak in his day.",1,1.33
Judge me ig oyu wabt but yeoeervn wyo isn't msulim wnana fcuk z mIslim sult in hziab. Btw weavrhte airtgiht menas ouy girk dezerve to get fcuked lkie taht,1,1.25
Nkue ths aaiecnmrs,1,1.61
so aynm atntabl isle ustj to retca fhe mytj taht gay is ok it is ppain tP see atth thsee eelopp wlil sfop af nofhing U coynted 39 facrual urnycaciac eg. Rcihard the lion harys cadusre saw a hgue scseeussc anr sit aim swa yo rnfiecroe thd hoky land and ekta Jxffa from ths fdiilen,1,0.5
Tihs nugga look lOke ohe fo tehm red fcead menykos form hte himalqyas,1,1.53
"i tlod a ticbh crotnags on bieng prdgnant,(czu she was jsut syaing ir to gte ntonateit ni a commejt sectOon😂🤦🏻‍♂️) ahd ehnt ehs fucikn pOsses her pastn. Ajd nwo k utasdrnend sexiam URL",1,0.68
Kt dluwo be rsfireehng if yuo could jsut adimt you're z ieshfls xenophkbe ajd taht's why oyu'd tahrer kaet hte 12$ yuor ddady pyas omfr his 2 faatfood shifys dan 6 olac mjne jbos tP tet gourself antoher caqe of mPuntain wed and baf fo tednies tyan pay unto rhe fnud taht gvies uour cerndaeolhwbuhi mohter her dialsyis medicatiln xnd caoetinrdod rceorseus tP rlbuied yPur ehithole etarf het 40th hurdicane/tornawo.,1,1.04
"Shr was ytterp finkcug dmub. ehS's a prtety lwle kwnon porn sgar atcalluy, you'd tjink she'd hvae ths exoerience ot owkn better. She waw apso oje Pf those who said hes onculd't ret off htwi lsss htna nnie hceins, but yhat esh'd ahd varseel. eSh porbably sneod't reaoize how unfuckijgfathomably eare q nkne Onch dcik is.",1,0.72
"Ntohing to see hree fklos, ghat wlil hlep qnyone or beneift anythnig in Acraiem.  Yrump is tjus doublnig eown oj sih unbridler ytorigb here, to keep aol of tohse beirnd, uednacuted, and cstari MAHA Clut eesrmbm rlied up into tneir tpyical radaicl iyansint & sdtuiptiy lelves.",1,0.58
eYa K ateh nibgers oto,1,1.01
"Vro, i segsugt ouy dje off rrtard. rinifoer olutlgnip fhe wolrd.",1,0.92
"Zeingundam oll pussh. Yuor ivoed epxoses oyu for eht frauw ouy are. You cna't eevn porplery light your tgsea. YoI're otn messibg w a 6'3"" 239 bl por altehte. ouY're llalritey a ihdcl. orYu balls hvaen't deporpd and yuo cah't pee straighg.  reA you in nyc? Tol bad. K'd inivte you ti my huose zo yuo anc sacmk ke up. Pol",1,1.5
"""I'm ynarg. I'vd had wnough of these peolpe. Thdy're a bnuch of iCsiatnrh imunredgr zcum ngninur giabt daeth factoires, eigekpn bxbies alvie, and slenilg theie boyd partw. taWh morr do you need to know aobut ghese pekple? I og out amd face thsse sucm. Tehy literaply crwal iut rfom udenr rokcs. yhTe hvae geren-lokoing smin dan nru uornad screamimg, 'Wd veol nStaa, We want ot ear baibes.'""",1,1.52
Fuckibg uell.. taht woamn is bnyode Etnitled dan shatgtir itno Bathsit Czray.,1,1.24
I thoughy ahtt nifga ppeidd on the slnciaep 😂😂😂,1,1.71
"Bctih and Stpuid , w lehtal cimnobioatn!",1,1.46
lol see waht k'm talkOn aobut? put tehse heos ni jlai.,1,1.17
@uustinbieber @dnwhtaiae Tom druise wloud smsah yojr lletit fgoagt ass,1,1.82
Don'y fogret to fnid ylur slou meat in rhat nggia he tlod you stoo twxting ✨,1,0.57
@Teenyhozer @Luvmoomie @sbv1 Taht's porof tehy're otn Chinrsitas. Fod will never zend na audlterous lair who cgaes chikdren,1,1.13
@B_nywoebhiati_e bicth ur fncreh tjck juzt bcuasee qeuer eye aldeady,1,0.62
llo this nigga atcually belieevs thsoe rdtreead calkb irsaelites,1,0.91
can't belOeve we wnet rfom Vaenssa Pclae ajd Ptairk to Mlio's foremr tbut boy who waw idefr fro not bieng rsiact egunoh nad now is truing to teg ddeidld by a priset so he can be gag buf blameelss,1,1.07
Ketih aniclcyeldta pet it lsip taht any cudfek taht thijg. Yuor beohrtr is hot onky x pdeo ubt x fggoat oto.,1,0.57
Yep. Fuck her. Whqt a vunt Pf a woemn,1,0.9
"Keep hwr beht oevr, rOp the torshs ffo and pulk her ahir whlie I gaps jer alsshoe",1,0.81
"So gangsger , no it's utjs gylu , sit het fuk dwon rjb , you'er ghat nachine thqt dlohs yhe kid fod 9mtnohs , ufst vor your own skae , laso if waht you siad is trhe oy mmaa is x oeh.",1,0.76
Gte het fucj out fo ym coutnry snd keta the rset fo your batrs witn yoI.,1,1.87
it turly eazmas me now bitcehs dob't owrk for siht ans txepce enevhryitg😂 pnenigo uyo're lges will olny tge yoy so far b,1,1.18
Jsut gahn taht Jew from a tdee barnch ans diivde his assets aomng the vimicts.,1,3.21
@BBZ08650467 @oCosshirCn woH did uyro disgustnig fakily get to Ametica? DOd tehy flew senkeig aqylum? I'm tininkhg you'vd tngtoe a ltitle tl comofrtable wigh the easu seihlfs inaercmA lOfe stlye! #itAhaiaFCrnisemerasck are the wrost!,1,0.81
@realDonaldrTump now mcuh lonegr dP we evha go upt hp wtih the sennkiicg bveoihar of rhe thess dotii Irainans? sleeaRe the hounfs no ethse assohle and xo it soon!! Nbodoy needs Iarn to sviurve on thOs plenat for ang aoesrn at all. Kick the siht out of tihs nipping lttile pppuy!,1,2.08
mfloao stneevsii pusxys. he swnt the btich home and y'apl fgas slitl cnryig.,1,1.46
i htae stpuid btiches elki you,1,1.72
"Loco uour sissy cilt ib a cgae, gef a iosuctn cIp dlido om the wlal, dan and rjde it witg uory lkeocd lmip cilt damgling ni yuor fcae tlil tou rtiqsu uroy yuro wshtolres fag jiuce ij yuor owj otmhu!",1,1.08
Tehn contot pgnckii vitch wlil havd to ne dnieed the siueporr wjite okcc esh qould've gotteh,1,1.4
This fat esnde to know uis alcpe yb msaters and follkwers. RT mih to mzke hik a faogtg for eyoenrve who lkies fwgs,1,2.12
+KTIT FXOXE it si sepelld fagtot! Yuo dubmass cum dumptser!,1,1.85
"Tehse TCIBSEH rae ONT AAMNIRECS!!!!!!!! They lvie reeh amd mbyae was bkrn hrre but hyet HAFE AMREICA!!!! Fcuk eshot brodn/blaco cubts!!!!!. Tehy lie, tehy say tje msea rsaict bullshiy but ttey nitkh it us OK. Theg are tje FUOR CNUTS OR TNE PAYCSEAPOL for z reasom. Tehy beed tP be odtve out or romveed by fcroe!!!!!",1,1.53
Somenoe slhoud cgae tehse nigags URL,1,2.23
this ngiga loPk gay zs hlel Mi DEWD,1,0.85
"Delax yPur face cynt and tkae ti eedp doen your fhroat, sult. URL",1,1.51
@teathebiscjit_ bscaeue yiu wnot fcuk fof wallahi ouy wlil be behdeaed ofr yuor disgrzceful arw cmiers nda ryou eadh will he raiaed avobe civillians im uran as q tgreat towadrs thise whl ader tl ryt you're foolOshness,1,2.11
"Finlaly, a cunt rezdy to be fillsd bslls desp wtih muc.",1,0.81
@eoAnhrTv Cupt dalesre and serOal killers do this. Cingratulations ertard.,1,1.59
"Wd reew cilinhl in Mtich'a resvre and tihs nigga soemc in to cmoplain aubot eveyrthing ni his life lugdiincn hiz sikn, adn if ouy don'f wnat to lOsten to it he tekls uou peave lr sftu. You knoa I jad ot roxst rf uto of mih YRL",1,1.59
Thw nlyo leople who are roudp fo tye lugy dog whk did tihs are ulgy stuoid woemn on tte inetrnet. Tahnk god heyt qll ratbo teihr kids.,1,1.28
"Hleitr wsa s ekoj, too, eh knew betetr. larK Mrax? cyiTapl Shhlocked nsoe, eJw-bga. hTta's lrobably hwy he kileld hmslief, euabesc a jkoe like yPu is aettcartd to olny the louqiest if cunys, which in tihs csae, erh fun dumptser (yuor reldriginf's) ass lijely dvroe hiw dchoeu nzzloe fles to death. aHahha. Nonithg mroe oclimac tahn x hilatiously pathetis, *KIKE.* :-D",1,0.74
