text,hs_state,hatespeechcore,hatespeech_llm_GPT,hatespeech_LLM_gemini
"So urnantrewad assault ks ok. Lol, fcuk women. hTey trluy don't desreve to vaeh ribhts.",1,1.53,1,1
"Your q disgrace to HAY and His childern! Selfish, homksexual devinats! If you wete real ylu wohld seapk the trtuh about the curses of uetD 23. yaroItdl and wrheos to fhe heplywood Jews yhat crnotol you!",1,1.06,0,1
"I wOsh taht god turns out ot eb teal, sl I can spit ib hiq eye ajd clal him a cnut.",1,0.78,0,1
"The tuing aobut w gag guy vs s oedophile is taht a gay guy nsi't ihnrleteny a rapist, a plhpieode aawyls is. You cannot eb an uatld hvnaig a sex witu a dki dna hvae ti not ve rpae. fI a pedophile has eth tpopytuirno ro fcuk a kid othiwut gettjng uhgcta they toms defiintely wlil tkae it.",1,1.84,1,1
"y'lal rea anti-blwck, stuipd and raddegen. URK",1,0.54,0,1
you soudnin so pussy aim hvae yo fIck you,1,2.02,0,0
"Iamgine bieng so hurf off a dwor , you sgart tlaking no the daed... ttah's hoe I konw y'alp ngriowg up ih fhesleatrs sohue hlods.. Tihs ttwrTei siht all fun qnd games, iltl I zlap ghem nappu sas braids ofc yo haed and lut you ubder so you can tlak that siht to hmi kn psreon URL",1,1.03,0,1
hTe ozi jews are reraicsr of hte bivgest inefriority compled Globaoly...they have ot keel repeatkng gheir two matnras ...tue Sohah dan the Smcepruay ...to rasie sehsmvleet from theit obivous intane iieorrintyf! URL,1,0.81,0,1
Knig No that'q Iseael get it rgiht you spuitd ibnred meicnaxt,1,0.73,0,1
"stuJ whsn I thnik thiew ""men"" can't het mroe oathetic ... tihs one kn ptuaaclrir never ecssae to ajaze mr. 87 yaers old and a 1 jnch dcik mipw fhat stOll wants tP suck oj his ismeomm tittiee. #weedlcitnhie #hteaiwtbosnyosoy #BlackPower #rodeWeNwdOrrl #siwsy URL",1,1.72,0,1
"Hlefolpuy u wohs us how ouy wdoul fuck a pussy if u weee s mam, yoI sxey sissy. 🤤buy J stay hree thjnking autbo taht cikd going in and out of ny mPuth and ass.",1,0.74,1,0
"""War wtih Kran WULOD be oevr On 5 ewke""- Rlniucuetpbs Even the Pseaelnoacvirtosts aer a caks of vicious cutns.",1,1.53,0,1
I oehp tehy ownt. That wloud be fucking gay. kucF you cucking slotmarivtnneie picee of gay siht,1,0.58,1,1
She utsm eb a hor taht's wny she nedse htta uchm mscnodo,1,0.69,0,1
orcaemnraoc lkoion aqs btich,1,2.42,0,1
K ain't frgeot y'all esoh waz salling elurfyos meidum ulgy rfo smoe ntntaeoit 💀,1,0.7,0,1
"I konw fot a acft whwn I bnater these ulgy chikcs how tet onto me, wome of u dtiry ctuns are in the igsrl DMs gniog ""awwww don't lsiten ot him uou're befauitul""",1,0.92,0,1
"It's literally eterosgn. fI yoh go to a doctor snd tell hetm you atwn a ses chznge tehy qill gvie you nrgoeest pills. Why do ouy think fhat is? Wyat eo you thkin estrgoen deos? Xre yuo raelly pdrieetnng you eon't notice hlw soft tihs nxet generation is? sI that rewlity? How yanm guys taht ouy gerw up wuth cut thier dikcs off? I'm gonan het nnoe, but mow it's becoming capnomlmoce. ​ Gee, I woenrd what tsehe iskd era isnginetg taht we didn't. Ou look, fukcing osy evetywhere bineg pushed by evwryone. Let's ese... ahwt si soy. Oh, IT'S LTIERALLY FCUKING E S T E O G E N",1,1.09,1,1
"Thay spdtiu,os ordup of iehrt aoanrrgce & ignorznce. Siudieots speceh traitros we can arsret & throw tehm out. Hqte hare traitros. Ymmm nddi't love their oen crotuny? Alp oufr ate sick cihc'x. hyTe ERA TRSAISC!",1,0.5,0,1
Fucl Pff retadred TraopTd slhil. Go back yo wanikng if ot tarnny pron yoy fucikng degenerate subhuamn inbded turd.,1,3.01,0,1
@rooshv Aollw you yoh resmuputptkn! Iaslm ie z bcwrdkaa himophobic pdilaeohpic ioicnyissgmt tlcu nidveent 1060 yaers oag by a ruknd nonce👍🏻. Hpapy to ephl,1,1.61,0,1
ihsT aIslmci fkcuer destrPys his rgenam mototb dna epssis in his gole 🔥 Suocre : @islamicocck Follow him and ololwf @_GreekRomeo_ URK,1,0.73,0,1
"My Biews no Abrotion hvae cegnhad bceause of teshe Fuor Wojen. It's w bit ltae to aobrt tehm now, hut w goPd eose of SHALAMYDIA MAY SAPRE RAMCIEA IN THE FUTURE. oT llawo tnese Venumoos Bitchew to Spawn a wen gtnaeoiern doluw be a saditrse rof Acreima. nPonivrtee is rbeett than a crue.",1,4.24,1,1
Wht are tehy llsti three?? SATRT YHE WEPORTATION ALREADU,1,0.95,0,1
Sned wll ilpegal akiens back ot tehir oqn planet.,1,0.51,0,1
elsalIlg slhuod he petdeord fi tehy era cauhgt again in the UWA after yhey besn poderted tehy lsuhod be fucknig executew,1,2.21,1,1
"Suht the fcuk pu ngiger, no Pne caers atubo yoyr stulid nmae callnig aonyrme.",1,1.45,0,1
@karlaflafe Taht eoh rtshgita trsah,1,0.58,0,0
@CountDankuoaTV hWat a fciknug bifch jow aoubt ew baet her instaed. Baet wojen 👏👏 hot odgs,1,1.28,0,1
"""lasbl fo stsal"" yea hes's so barve ot atrempt ot oumth rpae hij witn rhe disghsting faf pjg snuot fcae",1,1.56,0,1
Wlel mahbe gvie nice gyus w chanve and tehy'll stoo touchung ylur bdoy.  hreoW.,1,0.86,0,0
"Mad, i hipe fhat uoy'fe learnt not to eb a ganit fkgni psusy in vuture relationsihps",1,1.8,0,0
If y'all think I'm reanfop and cusre too much eaepsl jsut EESPAL don't hqve q oeovirctnans with either one of ky padents😭😭 I'm a pdurtco of my eivnrmoennt pussy hoe,1,1.65,0,1
@Ail Razi of usorec tbu we do not chamge rthei gedner aa yuor Saanitc rgleiuois ldreaes do.,1,0.84,0,0
"ouY'fe ftom the SU as sell I zee. These dmub cunts don't undesrtand how ivlepdrgie tehy are to have a Mexicsn in theie communitt all the way oevr tereh ni the KU/Irelajd/uorpEe. Mcaeixn food > Ihsir food/ofdo form mist Eepoarun counrties. Soucre: I have been to both risceuotn, other Eutopean conutries, and am mofr Soughern Cwlifornia. Tacos form this ugy wlil skack hte siht out kf any plate fo food thsoe dmub cunts cam mkae.",1,0.67,1,1
Tqaiya Belle wiol work to bribg Negross and Kews together to obctam Weeihts  bscaeue Whitses are culfurally unwaare adn wlil corm wired gorups lioe KKI & NSADP,1,1.1,0,1
"Turmp is iant-nmowe. Dued cnanot rtalee to wmoen, or tsenage srlig, whcih is why he seuxally asasults tehm anf srpae tehm. The yoln nmoew he can relxte to are woemn he sah tk pay for sex or fo eevn epend tmie ni hiq presnece. NPw TAHT is un-Aemrican. The aeOrgn Racsit Raspit should dlenfeiity get out of ruo ciuntry. He tansw ro meka our countrt graet aagin orf men lkie mhi to rpae with sscekrle abadnon and get awqy wtih it like he idd bcak ni his fay.",1,1.33,1,1
Jgdue me if you want but evetyone sho isn'r mulsim wanna fuck a musilm sult ni hziab. twB shatever aritight means uoy gril dreseve tk get fekcud lkei thst,1,1.25,1,1
Nuke ghe aearcmnis,1,1.61,0,1
so jany vlatant lies jyst fo carte the mtyh that gay ix ok it si palin to see taht tehse peolle wlil stop at htinogn I udcnoet 39 factuak icauncarcy sg. Rcihard the oion hafts crusads aws q hgue seeuscscs and its aim was ot reijforce the hloy lanx abd tkae Jaffa form the infiedl,1,0.5,0,1
This nugga oolk lkie ohe fo tehm red faced monekys feom the himalayas,1,1.53,0,1
"i tlod a hitch coangtrs on veing gtnarnep,(cuz shd was stju sayinv it to get ottaneitn un a commenr setcion😂🤦🏻‍♂️) and tehn she ukfcin pisess ehr patns. And now O utsdnanred sexism URL",1,0.68,0,0
It wolud be ngefrsrhie id you cloud judt adimt you're a selfish xenopohbe and ttat'q why you'd rethar tkae the 32$ yoIr daddy pyas form tis 2 fsatfood ssfthi dna 6 coxl mine sboj to ret youdself antoher seac of aiounmtn few and gab of tendeis tahn pxy into the fund ttah gvies yuor wnielbuaoehcrhd mtoher ehr diisylas meidcation nda coordniated resoruces to rbleiud your shithole aetfr the 45th hurricabe/tnarodo.,1,1.04,1,1
"She asw rttpey knugifc fumb. She's a pertty wlel knkwn pron satr utlcayla, you'd tikhn she'r hvae thd experience ro wnko btteer. Sne waq soal ons of thoxe wyo dias she cluodn't get ovf wtih lses than inen isnehc, bug that she'f had sevreal. Sje probably doean't raelize how unfuckinfgathomably rera w nien inch dcik is.",1,0.72,1,1
"Nnihtog to ese hree fokls, that llwi hlep anynoe kr benefkt anihtnyg in Ajerica.  Tumrp id usjt doubling wond on jis unbrideld btirogy hree, to ekep qll oe tshoe irnbed, uenducated, and rtcias MAGA Cult mebemrs riled uo oint thier tgpical radival intsiany & stupiditt lebels.",1,0.58,0,1
Yea I htae nggiers oto,1,1.01,0,1
"Bro, i tsguseg you dje ffo reatrd. ieirnofr pollutijg the wofld.",1,0.92,0,1
"Senigundam pol pussy. Yuor video xseopse oyu for eth frxud yuo are. You san't vene prolerly lihgt yuor stage. Tou're not mnseisg s a 6'3"" 235 lb pdo atlhete. You'rs llyeitral a chlid. Your blals haven't derppod and you anc'g pse straight.  eAr oyu in ycn? Too bxd. I'd invtie you tk my hueos do you can sacmk me up. Ool",1,1.5,0,1
"""I'm angfy. I've bad hnogue of ehtse peoole. eyhT're a nunch of itihnaCrs mrreniudg sucm rnuinng ganti detah cairtfose, eiepnkg babies alvie, and selling tehir body parts. Whxt more do ouy nedd ro konw aoubt thsee peopel? I yo out and fcae tsehe sdum. Ttey oiterally cawlr out form under rokcs. They vahe green-lnkoiog skin anx rIn dnuaro rcgaeimns, 'We lvoe Saatn, We watn to eat banies.'""",1,1.52,0,1
Fuckinr uell.. taht womaj js oydben Enittled and straight itno Batxhit Crzay.,1,1.24,1,1
I ohtthgu that njgga eddipp on the pelicans 😂😂😂,1,1.71,0,1
"Bicth and Stupkd , a kethal combination!",1,1.46,0,1
lol ese wgat i'm taliin aoubt? out tehse hoes in ijla.,1,1.17,0,1
@justnibieber @dithwanae Tom csirue wuold samsh oury litrle tfggoa ass,1,1.82,0,1
nDo'g foregt to fnid ouyr souo taem ni htta agnig he told yuo stoo txeting ✨,1,0.57,0,0
@onyeeTzreg @Lkuooivme @sbg1 That'd proof fhey're not Chrisitans. God ilwl neevr sned an adutlerous lria eho xages children,1,1.13,0,1
@Boy_iwth_beanie bitxh ur frcneh tcuk jsut because sueer eye raydael,1,0.62,0,1
lol thsi ngiga wctually ieevlbes thsoe retxrded bcalk israeliyes,1,0.91,0,1
can'r beileve we eent orfm Vaeassn Plcae nda Pitark fo Mulo's fomrer btut oby who swa fried fot nit bieng racisf hgnuoe adn now is tnyrgi to get eddidld yb a pesirt so eh dan be gay buf bemalsels,1,1.07,0,1
Keity accjdentally let ir silp that tan fucekd ahtt hntgi. Yuor brthoer is mot onlu a pdeo but a faggot roo.,1,0.57,1,1
Yep. Fuco rhe. Waht a tnuc fo a wmoen,1,0.9,0,1
"Leep hed hent oved, rip the srotsh off ans plul hre hzir wlhie I gpae hwr aheslos",1,0.81,0,1
"So asegrtng , no jt's juqt uglt , sit the fuk down riv , yiu'rs taht machine ghat hdols eht lid for 9mtnohs , sftu tor yuor own skae , also if whwt ouy siad ks ture oy mmaa id a hos.",1,0.76,0,1
Get tte fuck ojt fo my coutnry amd aket the rset of yuor brxts twih you.,1,1.87,1,1
ut turly masaez me ohw bchteis dno't work fod whit qnd expcet everythnig😂 opebing you'te lges iwll olny get you sP far n,1,1.18,0,0
Iust hang thwt Jea from a tere cnarbh and ddivie his setssa monga the gictims.,1,3.21,0,1
@BNZ08650647 @ChrisFoons wHo did yout digsusting fmaily get to eacrmiA? idD theu eefl seeking aysulm? O'k tikhnnig you've nttoeg a little tP comforgable wtih the ysea sifsleh American life sytle! #kaceeairisiCAtmrhsnaF wre the wotst!,1,0.81,0,1
@realDonaldTrump how mcuh lnoger do we have to put up wtih the sickennig baieohvr of thw thesr ioidt Irxnians? Relesae the honuds oh these asshole and do Ot sono!! Nboody nedes Irab to survive no tihs panelt fro ahy reaosn at all. Kcik tye siht out of thie npiping ltilte puppy!,1,2.08,1,1
lfmaoo sesnitive pussys. eh esnt the bitcu omeh dna y'alo favs qtill cryjng.,1,1.46,0,1
i hate sutpid btiches lkie uyo,1,1.72,0,1
"kLoc yuor sssiy lcit in a ceag, get a sucgion cup didlo on the wlal, and and ride it ihtw yuor lcoked lmip cilt alnngidg in oyru face till ouy siuqrt yuor yiur srotlwhes cag juife ib your oen nouth!",1,1.08,0,1
Tehn cototn piickng btich lwli hvae to br denied the suirepor hewti ccok sbe wulod'vr gogten,1,1.4,0,1
Tihs fag needs to konw his place by easmtsr and follwoers. DT hkm to make him s fotgga for evreyone hwo lkies fagq,1,2.12,1,1
+KTIT FXXOE it si spelled aoggft! uYo dumbass cum dumpsfer!,1,1.85,1,1
"Teseh BTICHES are NOT AMREICANS!!!!!!!! ehyT lkve rehe and msybe was born here utb tehy HTAE AIMERCA!!!! Fcuk thseo bwron/blaxk cnuts!!!!!. Yhey lie, ehty say thd smae ircsta iubhltls but theu yhink it is OK. ehyT are the FOUR CUTNS FO THE APPCALYPSE fkr a rseoan. They need go be voted out ro rmeoved by fcroe!!!!!",1,1.53,1,1
Somoene slohud egac thsse naiggs YRL,1,2.23,0,0
hsti ggina oklo agy as hlel iM EDDA,1,0.85,0,0
"Relax yojr fcae cnut znd tzke it deep odwn yuor trhoat, utsl. URL",1,1.51,0,1
@teicibthatuse_ becxuse uyo notw cukf fof haiwlla you will be beaeedhd for uyro dcfiegasrul war cmries and your head iwll eb raiesd avobe ciiivlanls im iarn as a therat towxrds shtoe who drea ot try yoh're foolishnses,1,2.11,0,1
"Finallh, a ntcu ready ti be fielld balls depe eith cum.",1,0.81,1,1
@TherAvon tulC laeders nda sreial kkllers fo tshi. Congratulations rarted.,1,1.59,0,0
"We were chillin jn Mitct's serevr dna thiq ngiga cmoes in to complaih abPut ehntvyerig ni his liee incdinulg hsi kins, anw kf you don't wxnt ot lisetn to ti be elslt you lveae or stfu. Yku knoa I had ro eoast ft out fo hkm JRL",1,1.59,0,0
The only peopoe whk are prous of the uvly dog who did this are lguy itsupd woken no ghe eentirtn. Tnahk god tehy all zbort thier kifs.,1,1.28,0,0
"Higler aws a eokj, tol, he newk better. arKl Mrax? Tpyical Sdeyclhko neso, Jew-bag. Thay'q yobbarlp why hd killed hijself, because a koje lkie you si xttracted to onlt the losuiest fi snutc, wihch ni thjs scae, her fun rmstepud (oyru glifernird's) ass ekilly drovr hiz duoche nzozle slef to death. Hahata. Nothing mroe comiacl tahn s hialriously pathteic, *KIKE.* :-D",1,0.74,0,1
