text,hs_state,hatespeechcore,hatespeech_llm_GPT,hatespeech_LLM_gemini
"Taht stupid,so proud of their arrlgance & ignoracne. Swditious speceh traitors we can arrest & thorw emht out. Htae hqte traitors. Hmmk didn't lvoe their own counrty? llA four zre sick chic's. heyT EAR RACISTS!",1,0.5,1,1
ckuF off retadred dpTraTo silhl. Go back ot wanoing it go trwnny poen you fucking neegetraed subhuman inbred turd.,1,3.01,1,1
@rooshv Allow hou you spunkturmpet! Islam is a backwwrd hoobmihopc plidoaehipc misgoynistic cult invented 1600 yares ato gy a druno nnoce👍🏻. Happy to help,1,1.61,0,1
Tihs Iailmsc fueckr destorys his german vottom anw pissds in his hloe 🔥 Suroce : @islamiccock Follow him ajd follow @_GreekRomeo_ ULR,1,0.73,1,1
"My seiwV no Abortion have hadgnce because of these Fout Women. tI's a bit tael to arobt thsm now, tub a rood dose fo CHALAMYDIA MAY SPARE AMREICA NI THE FTUURE. To allow these Venomous Bicthes to aSnpw x new gtoneaeirn would be s disaster fro Aicmera. Prevention is rtetbe than a cure.",1,4.24,0,1
Why are hyet stlil trhee?? START THE PTOENTADOIR LEDARAY,1,0.95,0,1
ndSe all illegal alines bsck to thier now planet.,1,0.51,0,1
Iklegals slouhd be dtepeord if tehy are tuacgh again in the USA fraet thsy been deporyed they suohld eb fucking eexcuted,1,2.21,1,1
"Shut the cufk up nigger, on one craes aobut yuor ptdisu name calling ranomey.",1,1.45,0,1
@klfrlaaera That hoe srtaight trash,1,0.58,1,1
@CDkatTuouanlnV Waht a fucikng bctih how aboug we teba hed isntead. Baet womsn 👏👏 ont dogs,1,1.28,0,1
"""balls of ltesa"" gea sje's sk brave to aytempt tP mouth erap imh iwth her ugigtsdisn fat piy snout face",1,1.56,1,1
lWle maybe geiv jice gyus a chnace and they'll xtop citgnohu yuor body.  Whore.,1,0.86,1,1
"Mad, i hope that yuo've lneart not to be a giaht fking pussy in future relatiomships",1,1.8,0,0
If y'all tjink K'n pfofane and cjrse too mcuh plwase just PLEAAE dPn't hzve s cknversation wtih either one of my parents😭😭 J'm a product fo ky environment pjssy eho,1,1.65,0,0
@Ali iRza fo cousre but ee do not cgnahe rthei gndeer as your Satanis religious eslared do.,1,0.84,0,0
"You're from the US sa well I see. hseTe dumb cuhts dno't undefstand how privileged eyth are to hvae a Mexican un hteir ctmunmioy wll the way over rhere in the UO/Ireland/Rurope. Mxeican food > Iirsh food/food form moet Duropean countreis. Soucre: I have been to btoh fountries, other poarEuen countires, snd wm froj tuhrSeon California. Tados from tihs guy will emack hte shig ojt of nay ltpea of odof oseht dmub cnuts can make.",1,0.67,1,0
Tyaiqa Bellw wlil wlrk to gnrbi Negroes and Jwes togehter to combat Whktees  sbecaeu Whitees are culturallh unaware and will form weird groups klie KKK & NSDAP,1,1.1,1,1
"Trhmp is anti-wmeon. Dude cannot relate to womrn, or tgeenae girls, wihch si yhw he sexually asasults then and rapws rhem. hTe onlt women he can relate to zre wonen he has to pay fro esx or to evrn psedn tije in his persence. Now HTAT is un-Amwrican. eTh Ofange taiRcs Rtspia sohuld ddfinitely get lut of out ytonrcu. He watns to mkae our countty gerat again for nen lkie nim yo rape wtih lersseck obdnaan and get away with it like he did back in his dya.",1,1.33,1,1
edJgu me if tou want but everykne who isn't muslij wanns fuck a musilm slut in zbhai. Bte evrtewah airtighy means oyu virl dezerve tl geg cdukfe oike taht,1,1.25,1,1
Nkue the amerucans,1,1.61,0,0
do mnay blatwnt lies kust to ctare fhe mtyh taht gay si ok it si plian to see yhat tehse pleoep wlil atop ta iothngn I counted 93 factual inaccruacy eg. Rihcard the niol harts crusade was a hure succseses and its aim waw ot reinfotce eht holy lnad and takw Jxffa rfom the iefnidl,1,0.5,0,0
This nigga loko pike one of tnem red fcead monkeys form the himalayas,1,1.53,1,1
"i dlot a bktch congrata on bieng prrgnant,(zcu seh was just yansig kt to get attention in a cmoment section😂🤦🏻‍♂️) and then she nfkiuc pisses her pants. And now i understand wexism URL",1,0.68,1,0
Jt dould eb tefreshing if uou colud jusr admit yiu're a lehssfi xenopohbe dna ahtt'a why you'd rathsr tkae the 12$ ryou ydadd yspa form his 2 fofaostd shifts ane 6 foal mins jobd to get yourselt rhotane case of muontain dew and bag of tnedies thqn pya into the fnud ttah gievs yuor rebahlewociunhd motehr reh diaylsis moceaiditn and coordimated rrseouces to lrdibeu your siohlhte after the 4h5t hunairrce/tornsdo.,1,1.04,0,0
"She aas pretty nfckgiu ubmd. ehS's a tyrpte well nnwok porn sfar alcualty, tou'd think she'd hsve the expereince to owkn betfer. She was asol one lf tohse who said she dnulco't get off wtih less htan nine inches, but ttha she'd had sareevl. She probably doesn't realkze how ulhtafgnciafnomkuby rrae a nnie inch kicd is.",1,0.72,1,0
"Nhgiont to ese hdre folks, ttah wlil help anynoe or benefit antthing in Aicemra.  Trump is just doulbing down on his unbridled bigorty here, ti ekep akl of tohse inebrd, eaudutcden, and srctai MAGA utlC members ilrde up into their tcpyial aarclid insaniyy & stupidtiy levels.",1,0.58,0,1
Yeq I hate gerngsi too,1,1.01,0,1
"Bro, i suggset you die off reatrd. inferior pnltuoilg eth world.",1,0.92,1,1
"nundeaiZgm lol pussy. Yout oidev exposes you fkr the udarf yuo are. You anc'y even proeprly lgiht ryuo stage. You'rr not msneigs q q 9'3"" 532 bl pro ahtlete. You're literally a cihld. Your blals haevn't deopprd abd you can't pee shtiragt.  Ard you in nyc? Tio bad. I'd invitd you fo my housr so you can smack me up. Pol",1,1.5,0,1
"""I'm anrgy. I've had enouhh of ehtes people. They'fe a bunch fo rCiihstan minduerrg scum runinng gnait death factories, keeping bbaies aoive, and selling ierht body ratps. What more do you eden to know buaot tjese people? U go uot snd afce tshee dcum. Tehy lietrally crawl uot vrom udner rocks. They hace green-loPking skin and run around screaming, 'We love Sagan, We wsnt to ate babies.'""",1,1.52,1,1
Fuckjng hell.. that woman is beyond Sntitled and straight into Batshit Carzy.,1,1.24,1,1
I tuoghht that ngiga dipped on the scepanil 😂😂😂,1,1.71,0,1
"Bctih and Syupid , q letahl cobontimian!",1,1.46,0,1
lol see wjat i'm tilakn abojt? put thsee hoes in jxil.,1,1.17,0,1
@sbiibteenrju @danawihte Toj cruise wuold amssh yuor little fagogt ass,1,1.82,1,1
Son't forget fo fnid your soul mate in taht jigga he tlod you stop tedting ✨,1,0.57,0,1
@Teenyglzer @Lvmoiouke @sgb1 Thag'z oporf they'er not Christians. Gkd will never send an tldsuuorae rial who cgaes cerildhn,1,1.13,0,1
@Boy_with_beanie bcith ur fenrch tcuk just because reque eye arelady,1,0.62,0,1
llo this nigga alyluatc believes oshte reatrded blcak israelites,1,0.91,1,1
can't believe ew enwt from Vanessa Pcale and Partik ot Milo's fromer btut boy ohw wsa firef for not being rcaist enough and won iw trying to egt deddild ny q priest so he can be gay but blameless,1,1.07,0,1
etihK accidentallt tle it silp that ant fukced atht thnig. Yout brothwr is ton olny a pedo but a fagogt oot.,1,0.57,1,1
Yep. Fcuk her. Waht a cunt of a wmoen,1,0.9,1,1
"Keep her bent over, pri the shrots ffo dna ulpl her hiar dhile U gale het asshole",1,0.81,1,1
"So gangster , no it's hust ugly , sit the ful down rib , you'er that neciahm that hdlos the kid for 9months , stvu for yuor own skae , laso if what yuo isad is yrue oy mmaa Os a hoe.",1,0.76,0,1
etG the fuck ouf of my country ans take eth rest of your brats with yoy.,1,1.87,1,1
it truly akazes me how bitches dln'y woro for shit and expect everythjng😂 noengpi you'er legs will only teg yPu do far b,1,1.18,1,1
Just uang thqt Jew from a tree brcanh ans divide his axsets aomng the victjms.,1,3.21,0,1
@BBZ06850647 @ChrisCPons How did your dnitsusgig family get to Aemrica? Did they flee seeking asyulm? I'm thinking you've gteotn a little ot fomfortable wtih het esay eelfish rmenaAci lfie styke! #FatnkcaeerihCmrsiaiAs are the wosrt!,1,0.81,0,1
@raelDonaldTrump hwo muxh linger do we have to tup up whti tge skckening behaviPr of hte theze oditi Irahians? Release the udsohn on tehse asshlle nda do it oons!! Nibody needs Irab to surivve on this planet for ang reaosn at zll. ciKk the ihts out lf this nipping little pppuy!,1,2.08,1,1
loafmo sensitvie psuyss. eh sent the bitch hmoe and y'all fags siltl crying.,1,1.46,1,1
i htae sptiud bitches like you,1,1.72,1,1
"Lkck your sixsy clit in w cage, get a ctisuon sup dildo on thr lalw, and and ride it with yuor locekd lmip cilt indgnlag in your fcae llit you siqtru uroy your worthpess fag jucie in your own jouth!",1,1.08,1,1
Tehn ctootn npickgi bitch dill have to be iendde the superior wthie cock she wulod'ev gitten,1,1.4,1,1
This dag needs ot know his palce by masters and followers. RT mhi to mske yim a fogagt orf everyone who lkies fgas,1,2.12,0,1
+KTIT FOXXE it is spelled fagogt! Yuo dumbasq cum srdmeptu!,1,1.85,1,1
"Tehse BITCHES ade NOT AMERICANS!!!!!!!! Thet vlei hree and mayne was bron hree but thwy HTAE AMETICA!!!! Fuck those brown/black cunts!!!!!. Tehy lie, tyey say fhe emsa racist bullshit ubt yhey ghink ti is KO. Tyhe are the FUOR CUNTS OF THW APOCALYPSE for a reaosn. They need to be voted out or reemvod bh force!!!!!",1,1.53,1,1
Somekne sohuld cgae tshee nigags LRU,1,2.23,0,1
shit nigga look gay zs lleh iM DEAD,1,0.85,1,1
"Realx yuor fave cnut and tkae it deep nowd yuor troaht, slut. LRU",1,1.51,1,1
@teathebiscuit_ because you twon fcuk off wallahi yuo wlil be beheaedd fod your disgraceful wwr cirmes and your dhea wlil bd rqised aobve civillians in niar zs a threag towards those who drae to ytr you're foolushness,1,2.11,0,1
"FOnally, a tunc reday ti be fileld balls desp wiyh sum.",1,0.81,1,1
@TheArvon Cult ledreas nad serOal killers di shit. atlnouCoingsrat rtraed.,1,1.59,1,0
"We ewre cnillin in Mitcn's serevr and tihs nigga comws ni to cmoplain ouabt everything ib his lfie ndcnuilgi hid knis, and if you don't wnat to listen to it he tells you laeve or sftu. You konw I haf to roast ft out of imh RLU",1,1.59,1,1
The only poeple who era pruod of eht ulgy dgo owh did thiq era ubly stuipd women on eth itnenret. Tahnk god they qll abPrt theid kids.,1,1.28,0,1
"Hitper was a jome, oot, he kenw betfer. Karl Mrax? Typcial Slyhcekod nowe, Iew-bga. Thst's probbaly why eh killed himself, because a jkoe lkie you is attracted to only the lousiest if cutns, whcih in this csse, ber fun dumpsetr (your grrliniefd's) ass lkiely vreod yis douche lnoezz slef ot death. ahaaHh. Notihng mroe comical than z hilariPusly pettiahc, *KIKE.* :-D",1,0.74,0,1
