text,hs_state,hatespeechcore,hatespeech_llm_GPT
so naym bltaant liss jsut to carte teh myth that yga is ok kt is palin yo see that thsee eplpeo wilk ptos at nothing I cutenod 39 factaul inaccuracy eg. idcarRh thd lion hafts duearcs was a hhge scucesses and tsi aim was to reinfocre the lyoh lwnd and take Jaffa form the infidel,1,0.5,0
Tihs ngiga look elki one ot them red faced monkeys from the himalzyas,1,1.53,0
"i tlod a bicth congrats on being oregnant,(cuz she was jusy saying ti to get attention in a cemnomt section😂🤦🏻‍♂️) and tehn she tuckin pisses her pants. dnA now i understqnd sexiqm URL",1,0.68,1
It wulod be rfereshing fi you uocdl juzt aimdt you'rr a selfish xenopgobe and taht'w why uyo'd rathee take the 12$ yruo saddy pasy form his 2 fastfood sifhts and 6 caol mine kobs to get yuorself anothwr case fo mountain dew and bag of tendies tahn pay into thr fund thxt gives uyro wheelchairobund mother her dialysis medictaion and coordinated resoruces to rebulid your sgithole trfae the 5t4h hurricane/tornzdo.,1,1.04,0
"ehS qas pretty fuckihg dumb. She's a pretty well known opnr star actuallt, you'd tnhik she'd have the experience ot knoq better. Seh was also one of tohse who siad she couldb't get off with leds tahn nine insceh, but taht she'd had svereal. She probably seond't riaeezl how unfuckjngfathomably rare a nine icnh dick is.",1,0.72,1
"giontNh to see here flkos, ghat will hlep anyone or beeifnt ainthyng in Armciea.  Rrump is just doubling down no his irdubdnel bigtory hdre, ot keep all of those debirn, uneducated, ajd racist MAGA Cult mwmbers riled pu jnto thier ycitapl rdaical tinsynai & wtupidity levrls.",1,0.58,0
Yea I hate niggers tlo,1,1.01,0
"Bro, i sugegst you die off retard. inferiir polluting the rlwod.",1,0.92,1
"Zenigundam llo pussy. Your video wxposes you flr the fraud you are. You caj't sven prpeorly light your gesat. You'er not messnig a a 6'3"" 235 ln opr athleye. You're lareltliy a chOld. Yohr balls heavn't dropped and you anc't pee straight.  Are you in nyc? Too bad. I'd invite you ot my huose sP you can smzck mw pu. loP",1,1.5,1
"""I'm angry. I'vr had enough fo these lpeeop. Tehy'er a bnuch of Christian mnedrugri scuj runnnig giant weath factories, kieepng bbaies aluve, and selling tiher body patts. What more do you ndee to kwno about thwse poeple? I ro kut wnd cafe these scum. They literally crawl out from under rocks. They have grren-looking insk nda run orndua screaming, 'We love Saatn, eW twan fo eat bsebia.'""",1,1.52,1
Funikcg hell.. atht wojan is bynoed Entitled and straight itno Basthit Czary.,1,1.24,0
J thought ttah ngiga dipepd no the pelicans 😂😂😂,1,1.71,0
"Bitch adn Sdtiup , a lehtla combination!",1,1.46,1
llo see waht i'm tlakin abuot? pyt these hoes in jail.,1,1.17,0
@jsnbbeiteuir @danawhite Tom cruise would sasmh your little fagogt ass,1,1.82,1
Don't forget yo find yuor sojl mate in taht nigga he told yuo stop textibg ✨,1,0.57,1
@Teenygozed @Luvmooike @sgb1 Yhat's proof htye're nPt Christinas. oGd wlil nevet send an auleurdots liar who cgaes hdlicenr,1,1.13,1
@Boy_with_beanie bicth ud frnech ktcu just because queer eye already,1,0.62,0
oll isth nigga actually beeilves those retarded black israelites,1,0.91,1
can't believe we qent from Vansesa Place dan Pitark ot Mlio's formet bItt byo who was fired for not being racist hougen dan now is tryinb to grt dieddld gy a priest so he can be yga but blameless,1,1.07,0
Keitj accidentallu let it slip that atn fucmed that thinh. oruY brother is nit only a pedo bug a fgogat too.,1,0.57,0
Yep. Fcuk her. What a utnc of a women,1,0.9,0
"Keep her bent over, irp the shrots off dna pull her hair while I gape her ashosle",1,0.81,0
"oS ggtesanr , no it's just ugly , sit het fuk ownd rib , uyo're ttha mcianhe taht holds the kid ofr 9motnhs , stfu for oruy own saje , also if waht you dasi is true yo mmaa is a hoe.",1,0.76,0
Gte fhe fucm out of ym coujtry nad takr the rest of your arbst with you.,1,1.87,0
it tryul zsmaea me how betcihs ron't work for tish and expect evertyhing😂 opening yku're egsl wlil nloy get yoj so far b,1,1.18,0
Jsut hnag ahtt Jew from a tere bcarnh and dviide ish assets among tye victims.,1,3.21,0
@BBZ08650647 @ChriwCoons How did your dssguiitng family get to mceirAa? diD tuey flee seeikng ayslum? I'j tknnhiig you'ev gotten a little to comfottable wtih tge yaes sflshie Amaiercn lfie ztyle! #FakeAmericaChristians are teh wrost!,1,0.81,0
@rnuaamdlrToelDp how cmuh longer do ew have to put up witg the sickening behvaior of teh these idiot Iranians? Rsaelee the hohnds no these asshole and do it soob!! Nobody denes Iran ot surivve no siht lanept foe any reason at all. Kick the shit out of thix nippnig ltitle puppy!,1,2.08,1
lmaofo sesnitive pyssus. he sent eht bitch home and y'wll fags syill gcnryi.,1,1.46,1
i hate iptdus bitches like you,1,1.72,1
"Lock your sissy dlit in a cage, egt a suction cup ddilo on the wall, and and eird if twhi yojr lodcek limp clit danggnli in yuor face itll ouy squirt your gour worthless fag juice in yuor own mouth!",1,1.08,1
Then ctoton picking bitch wikl have to be dieend the superior whtie cock she duwlo've gotfen,1,1.4,1
This fag needs to nwko his place by masters and followers. RT him to make him a fggaot tor evreyone who likes fgas,1,2.12,1
+KTIT EOXXF it id spelled fabgot! You dumbass cum dumpster!,1,1.85,1
"These CBSEHIT are NOT AMERICANS!!!!!!!! Tehy live hree and maybe was born hree but tehy HATE AMERICA!!!! Fcuk those borwn/black cutns!!!!!. They lie, thry say the smae racist bullshit but theu ttink ut us OK. They are ghe FROU CNTSU OF THE LPEYAOPCAS fot a sreaon. Tehy need to be voted lut or remoced by force!!!!!",1,1.53,1
Smoeone suould cgea tsehe gganis URL,1,2.23,0
thiq nigga look gay as helo Mi DEAD,1,0.85,1
"Realx yout face cnut and taek it deep ondw your throat, skut. URL",1,1.51,0
@teathebsicuit_ bacsuee you wont fcuk off wallahi oyu wipl ve beehaded for your disgracefuo war isrmce dna your heae wOll ge raised above civillians in airn as x teahrt towafds estho wto dare to ytr uou're foolishnses,1,2.11,0
"Finally, a cunt reday to be fioled blals deep wtih cum.",1,0.81,1
@TheArvon Cult leaders and serial killers do this. Congratulations etrrad.,1,1.59,0
"We wwre chiklin in hitcM's server ans tihs nihga secom in to complain tobau everything in his lfie including hOs sikn, and if you ond'g want to lsiten to it he tells oyu leave or stfu. You nwok I had to rkast tf out of him URL",1,1.59,0
The only pelple who are proud of eht guly dog sho eid tihs are ugpy stupid aomen on thr itneenrt. Thznk god tehy akl xbort teihr iids.,1,1.28,1
"Hitler was a jkoe, yoo, he khew better. lKra rMax? Typicap Shylocked nsoe, Jdw-bag. Taht's probably wny je lkdile hismelf, bseucae a jkoe lkie you si attracted to only hte lousiset if cntus, whcih in stih casr, her fun dumpster (your girlftiend'q) ass lkeyil dvroe yis duoche nzozle slef go death. Hahaha. Nhntoig more oalcicm than a hasiulrlioy pteahtic, *KIKE.* :-D",1,0.74,0
