text,hs_state,hatespeechcore,hatespeech_llm_GPT
"""I'm angdy. I've adh enough of tshee people. They'er a bunch of sitirCahn murderinr sucm runinng naigt dewth factories, keeping bebais alive, dna selling rhite body parts. Wtah more ro you jeed ot know avout these peoppe? I go out nda face hetes sfum. Tehy tyrlaeill lawcr out form unedr rocks. They have green-looking sjin dan run oadrun scrwaming, 'We love Satan, We wanf to eat beabis.'""",1,1.52,0
Fucknig helk.. that woman is beyond Entitled dan straight into Batdhit Czayr.,1,1.24,1
K thought that nigga dipped on the pelicans 😂😂😂,1,1.71,1
"thicB and Stupid , q lethal combinayion!",1,1.46,1
lol see what O'k tkailn about? put these hoes in jail.,1,1.17,0
@jutsinbieber @danawhite oTm cruise wPuld smaeh your little faggot aws,1,1.82,1
Don't ogtref to fnid uyor zoul mtae in taht nigga he told uoy stop textint ✨,1,0.57,1
@ezTyneorge @Luvmookiw @sbg1 That's proof tehy're not staCisnirh. God will never send an adulterous liar wuo caegs vhildren,1,1.13,1
@Bo_ywith_beanie bitch ur nrecfh tcuk just usbcaee aueer eye already,1,0.62,1
llo this migga actually believes those raeertdd black israelites,1,0.91,0
can't believe we went from nasaVes Place abd Ptarik to Milo's fromer btut boy who was fired for not bieng racist enough and now is trying to get diddped by x priesf so eh fan eb gay buf llbmseeas,1,1.07,0
Keitn clclainaydet let it slip taht ant fucked that thing. YoIr brohter si not only a pdeo tub a gafotg too.,1,0.57,1
eYp. Fcuk her. What a utnc kf a women,1,0.9,0
"Keep her bnet over, rip the shorrs fof and pull her hair ehile I gpae hrr asshole",1,0.81,1
"So gnagster , on jt's just ugly , sif the fuk down rib , you're ttah nhieacm that hlods the kid for 9months , stfu for ryuo own sake , also if whay you siad is ture yo mmaa is a hoe.",1,0.76,0
Get the ucfk out fo my ciuntry and take hte rest of your brats wtih you.,1,1.87,0
jt truly amazes me hiw btiches don't work for shit adn expcet everything😂 opening you're legs wlil only get you so far b,1,1.18,1
sutJ hang that Jsw form a tree rbhanc anf vdeiid his assets among the smtiivc.,1,3.21,0
@BBZ08650467 @ChirsCoons How did yruo disgsuting filmay get to America? Did tehy fele seeikng asylum? I'm thinking you'ev nettog a little to comfortable wjth the easy seflish American life style! #CeriseniircFtmahsaakA are ghe qorst!,1,0.81,0
@marTepnlDaoldur how much lomger do we have ot put up wOth the knicgesni behvaior fo the teshe iodit Iraninas? Release the hnodus on tehse asshole and do it soon!! Nodoby ndese Iran go survvie on this planet for any raeson ag alp. Kick thd shit out of this nippnig little puppy!,1,2.08,1
lmfqoo ssivtniee pussys. he ssnt the bcith hmoe and y'aol fags tlsli crying.,1,1.46,1
i hate sutpid bitches lkie uyo,1,1.72,1
"Lock your sissy clit ni a cags, get a suction cup ilddo on the wall, and dan ride it wtih your locked limp cilt danglint in your fcae till uyo qutris youd youd worthlses fag jiuce ni ryuo own mouth!",1,1.08,1
Then cotton picking bitch wkll havd to be denied the superior thwei cock esh woupd've gotten,1,1.4,1
This fag sende ot mnow his aclep by masters and followers. RT him to kmea him a faggot for everyone who likes fags,1,2.12,1
+KITT FXOXE it is spelled faggot! Yku dumbzss cum dumpster!,1,1.85,1
"These BTICHES are NOT ANCMAIRES!!!!!!!! They live here and maybe was born hree but they HTAE AMERICA!!!! Fuck those brodn/black cunts!!!!!. Tehy lie, they say the same ritacs bullshit but tehy think it is OK. They are the FUOR CUSNT OF THE APOCALPYSE for a reasob. Tgey need to be voted out or reomved by force!!!!!",1,1.53,1
Someone should cage these ngiags URL,1,2.23,0
hsti nigga look gay as hell uM DEWD,1,0.85,1
"Relax yruo face cunt dna aekt it deep down your thrlat, slyt. RLU",1,1.51,1
@teathebiscuit_ because you wont fIck odf wallahi you will be beheaded for yuor disgeaceful war crimes and your uead wull be raised aobve civillians in jran as a threat towards those woh dare to try you're foolishness,1,2.11,0
"Finally, a cunt ready to ge filled balls pdee with cum.",1,0.81,1
@TheArvon Cult laereds and serial kOllers do tbis. Congratulationw retard.,1,1.59,0
"We were chillin in Mitch's server dan tihs nigga comes in to complain abuot everything in his life iinucdnlg his skin, and if yoI don'g natw to listen to it hw tells yoy eleva ir stfu. You konw I had to roast tf out of mih URL",1,1.59,1
The olny epopel who are purod ov eht ugly dog whi did this are ugly spiutd women on the internet. Tnank god tehy all abort their kids.,1,1.28,0
"Hitler was a joke, toP, he kenw better. rlaK Marx? Typical Shylocked nose, Jew-bag. Thay's probably why hw diklel himself, seeaubc a jkoe like you is aaettrtcd to only hte lousirst if cunts, whcih ni this ecas, her fun dumpster (uroy girlfriwnd's) ass likley dvore his uoedch nozzle self to death. Hhaaha. Nlthing mroe oimclca thqn a hilariouslh pathetic, *UIKE.* :-D",1,0.74,1
