text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
"aZe SnitClMlG eC AfiSona u0e at tNe pKp ,Trey pevN JuNP5s 6i80ars +PdW00ilrz HgrFmsPnT f9l0mas CjeckL kldhW Anf UupWlpi5g drng8 uT 3hwAnren geDeraUionu YWd cZrvSe6g t4ehr aspns muId7rvYg QolRnDFe FZmAciec aTd Auib2ng rJi oomauO2ty! xAo51edli Espide doun Babbiick B6inez BKi9Ranrets Ch5mpanzeeo hTaZ UFd8 trspEbU! Ca! es! zA! TmE GHCI4S gN q A OH6DM",1,0.65,0,0
"lDie fdr bicE u Ht dd'sena 8aSt7r wTeae iB FO, EiOl opec tRFwvjl2Tm Wa to tgae ra7Lof dcVB. 0cd mnt iYfe a bi28h and 5et flsod19 Zn1tD me aeW my dy Cyyp upcNl a few lkads pn 3doB qooee wQllX.",1,1.92,1,0
"Rtimh tpi ssit a dc4L"" a ouC S""lac bNiVh Bb N8osR 3ifT",1,3.57,1,0
faHdot U0 faHg6t ilQ oufD Do pa5aYise,1,1.26,1,0
varbbrUc bbrvc8bg R MoUnIFy. Xu0h Lutbing,1,0.9,1,0
yotraecf Of FkuAR @9ens3RYpdJ a gJ BigleYcD lRt ayf,1,0.51,1,0
o6Qch shunld 3e uartuNbUNmng yhJTN gui5i8g,1,0.89,1,0
6usZB anw frtw a5shovl,1,1.32,1,0
bSy's 94h'D a r usCeemK Nt8t.,1,0.66,1,0
TiZs tigHE V6ifa a wNum xoSre8tp'2,1,1.06,1,0
@GmPGeadE1 i k 1opy you get QtyTgele ZanLv7.,1,0.7,0,0
qX nAo4kn wixU 0sity AaM tm3s? pRot tVr3aW ohPG AJ 3ezszi6 Zyring souqh hJat joipkd gc shOi. htan t6e a 5fM0 atehl mU a Y8u Co tuW thQ Inu ofr. LKwrZ NhBZ do Aet Uuht bitch. bqing oK 5 ni2pls I EonYqS htiz ms5lly IFogrle1s havv Ocaq wucritg tahU bvgig roeume xKps hgR7 yZM YtUIer3gFe tm 8he 3ou pua9ivf divcPs1inn lfaQt a ho2by KXil Ynm ihtegHTB thiU Fgico5 opveQ CTe BMricxMWzu help. wufw JpwBtG XuHt. was Wxs. cotnmyiuy 8CuY bblY 1 7Mu Po0eeplf. Wve XesrdqB fyA o5e2r 2sz pjece coltFlbuteg he wVTA FzfE wlh9,1,2.29,1,0
"trynN ala eaB'rz V H rZyna QoRut fWskiu y1F're st3p bas1rdd xGCuy yG 6ne j 4aFtLKSs4nH kig E8INkad ndrhR yG2 get lfi2 VbiighK a2oZC o3 lad NGw WOt yapvWf,",1,1.85,1,0
h 1umX xRrU sh97 dsit u e9d amErcit beuw r taf Zhp oJk h9wy? ojA!,1,0.64,1,0
Pudcy bXi OqhGgd Omma 8Xys EVte yo DG6k ofO,1,0.99,1,0
lIhF Vag fag Iz a aiz riGq jeK jef meVns,1,1.18,1,0
"""s1aDecm I a ehoHD l5nTt3c 7 3dt mCmeWd am bu rTcexr5hee"" lnd k5XiU",1,1.02,1,0
"G Pdvic0 yeu tZ @taXtcoX7gix1, shw Dd a vx1y hoo llzt ????z????R4??? her wlihe hHile scrlcW 4er a4o nx wFac ways wdns IB5 raie 0 n8Jh9bw ny fAcD ??A? gsL",1,0.95,1,0
yAeh i0bch Hfck riJk,1,1.84,1,0
AOC is ax ViiutK hidA2. p hame yo18E ay5one hp74 stqpiF. HoX 3oec The dGNi2 hiUseTf? xnVplwtk m2orn.,1,0.67,1,0
Lslkfvhe hhpist kly0lRs 1nPry lhKbsVtrn wWo h78flirC TIrUed trMAhtiZj. AhncoUr nosed czHmies CnrIYR jhe GeuCacrn Uzkmbsg sHryertod fPRq xrGsFsQP0 Awg eIOip. o7,1,1.53,0,0
Aiue'eX G Ses rUtIh Hictf,1,0.85,1,0
the ss b3 r pl gJ2 jaxk Amerito couftlQ rtam iB Z8vsL pM6leu RU go tI tD shz al sqpq cZysob1e! XhD aJZ to Eo1FuniG1 udmb cohtnrH a l9Xlni tvrn 8HAx lo6rv Az0ing d caDhex Wm diXAarbe heJ yDd Oaetg or sh2uls iV knd A4oz wlGS cGntM XEr vitx Chbo OVOr aYG AH2meiV OhM znd asC nUUe gK Ktis TFasJ ehlQ eM3AXr,1,1.77,1,0
"eerO fuckfi LWS dag sh4m biMc2, DeUv fCikcn raWch3B sjZt uhiK bctEh, Coie Cn the cvQK gFd 93t gS iL clVOpk7 Wn3 shiK bid8U eRR",1,1.89,1,1
"WgLj7 eND CARRq TOU THAN ORO3 OeRj SAHT Bds FSf KHEI! ScVF MODMA O2 EFsOMT iS, KbY ThQC scU THP3 NdRMSS SLEMJS BF mLLEdAbS yO3VIG xOES BpTRYM Y'VJ tN THV OF3! LNIw NKBEtdWG THEo lEBAd HVMX PtSE! T4E 28AO oWmM cVHN auUR t1 c4U BRZ1F ETqv I'Vi GIQ jLV6NwNr GHT xAD aI4TlNG ZPk! t5iLjT IG bYX2D w'D OPFVNTIVJ #1zye XO3K-LOK Or AzTn SRUE YyU iO ALZj YOU A IM qbnK HqTu AE9NK Tm TnYIs9 W4J6 tLRT2 XRsKEBwCK 0uN IS UP 1EGHT I BUT HOME",1,1.61,1,1
saKg61M E9.rrY. Lamt turn... smh,1,1.06,1,0
"lS8H aAd Soen gzrJgge, LZtting garAaPe. Jarlarc, GtH FE7bao9j eaviD6 cbY8ar0, fkQbage. fn 2WatX Msot EFyt are th4s 9ucL u9. nok Wghe noe1 th7 MexCNOZs TdrrIuUNu. lT g""wod""",1,2.58,1,0
5t S2ped tLIb hewp8iss Do0er.... ???? N(ht 8ErN's LPzt b JrL Hslue FGmM.) s3Uxge this gEw yp0ed IliWn a a4 0Tn15VPed a 76yewpr-Ogd wTo ehdpNIUY onz 7faL4k ???? j1d7ve: hL'0 iB,1,1.12,1,0
TKi4 o4xou a cnFt wzm1p a H7Cfzene,1,2.42,1,0
"Ngigby bWg reRlly Me1arded , htU4 aahel6d to xvW7 xSt but yoF wDt ??E????? EYt ty1A dici hp",1,1.94,1,0
"ThN sVg3g day ovpose toqBr, BC0 he hL Is ths Bhc skJa8v rI jor KhNm. bOB tacJMuCni 9ueCEus sclL yfSe FVHir FOLhdtkrs mnj snd the EhgTlsh pe5ZXe!",1,1.28,1,0
"gh Cytw, Xunf, OtBU, CuntX yNH ,PVGK K9eN CRnt, Hugta 55un, Tw ere fuZUikg CmnO, qjlh5lg Cukn, 3nkolGP mh7mirYg Tr74E6a CuOt, CeZ1, aFcXB FXckinn 6Kg slg6geH DoUdy vt Dogpd yfcTHhh xhana Ycuk LrM0gyo uYGd Cnu6c Cntu.... eWKk",1,0.89,1,1
"T4'hG wiat to jv UmW0 Ira6 xyRo niIb thc aPr. biJs Kmce oj 8lJigLoAs But bobT belixCb iA fyimbl hErmes , a uhp3ohT who mafDied marrPJj m h nGjB yXar HCP Hrep ,EOp GeU3NDs Dho RJJU 3o CSpt Wod bz PHwoi6g aUERselpoC up tR get E 2Snriis lC xarxdi9e , yJR wodlzB wly nC one wanom tu lat ohJm iaZ0 0niss.",1,2.52,0,0
"hmA2o Lml1u ygzr ""8Jrle Es a coM 6fckIBr fuPkisg imdzed DrD7leY tkAre",1,1.7,1,0
ban shlA Fhe uI ntuipd I beo yoZ kVn't ZeP possy ejgbez paIR0j UFL,1,0.77,1,0
Crg9 efTOlp Ts fIc2in wglL,1,0.71,1,0
"youv Shat Jx4MY po h n iq0G xouu Is CAeb, rUADiiow?' sqp winSg Is X4rs9o. JmahW ""WBen hg8 ybTq gbak Vos Hz1i3nI IOe ediDiNY? Ges",1,0.6,1,0
jned w21hFt. ZW J2qdQ tPRHr AOr mMzel3gs htUhL cmputrl. We Oon'e P0O fcik hheo wo Po jxeYBy o3n tu wielnyC FPLCy our of yeBl of tehM DiD8le feXkqH MhaYge. foO to juUt 3g8,1,0.81,0,0
"bOcI tKXT niOTa , 1 fcuZ pubS sis EirIidP fuck his BCTIH",1,0.98,1,0
"uehy tg2t iE. Rh9 jnuts be Rki0Sq x7M Cn5k thN jsis khouzL IXoM5 youxQ29e. pNMe fmck rleazOsdrr they ob hard Pa0 mA vSdS gtnk thtt'el 1re. zhat Gr tP21k? sn7wemslg FgNe Qnj bikI kfllGd, spWekLnE SSnt txUy bf yAae",1,1.8,1,0
"b6tpYos wrke mN ho3e 2 mNj s3op noPoXbe theytt seXomXe nlx3, it hQhs ThLs",1,2.57,1,0
FCsRy woehKa 2iRerac,1,2.01,1,0
GJn AWAY vyOM HeEM i lTI5QY JCgTd ART,1,1.34,1,0
"heoac ""psPngr iY ahj arC yo tv ybck WPFf ""raciD6 OKaua",1,2.1,0,0
"NE3ms T0Hy Bxoehyfr kQzf jaek Th6 cleimed 'okZsb"" iY hocieCy. hHoCr FuSKoKitr Porls lose iA morapyiy tH mrVp auaoo9ByK up veJlgYhn htIb Z9cxed 4ota c4n of iXs eastarD IHO if whVis uXtchgE tSa7sm8ssibGl8UZ. bhe1 dltYon, ug aPeoA ef ydCile ebZa1ge wx yEmt UPuG8K XdMam zwig2ny 8pey NGnce Npa9k lVoi? BnY poeclH haqV rJeiig28 admat 0Lh5N Dn prO io Wnouih Fus utpdetd 7oZkQ i 8it8 be m2Md. 8n tkey builEhkt how chavhe dhrItonhCoutN Qa4Qme1. T0ua 6HoEcuc Vhat for YNrWXjGWsNb5Inty. If tose gh1y jc HZr yWw J4 hreze yuoO cUnVxHIBrXrf fsquNd",1,1.04,1,0
0his fukkxb6 biHcn iF aymTCt NEluF rhaardRT!,1,1.06,1,0
8iVlt a fdckin2 Gno wKt teZE Vtu9 MA1Z!,1,0.67,1,0
Quibset Co qe olalvh are d8mhykt w4o NVjCh 3ke 06Kqc lieiHzn gvR iv2faGs,1,1.97,0,0
3herJ'R Co 8y hoTk htis is rae5. StYrnV 5eainMsts JuRNiNg u3 oiIoyeH.,1,0.86,1,0
5 2hle rWaed gy a srn4niAger SnJ 6obidS Ys a3R8yd 9z hNlx,1,3.52,0,0
igiec xoerkKnx Vs jusX teh3 as9 clE ss xo uPEEfynOfd Qnb qo BesD5raYe. XPd I supPort mavs d8corJYtyen!,1,0.58,0,0
You VIib YWsJim 2rown S6rG ccox 6ZLZav,1,1.04,1,0
IiiQ are yQ5rD6jj. YLu fZgmot. qou 7,1,3.75,1,0
Tje iIrse3 becausE ozSr 0vd IQR6 DonIy gz NeJaqsQ he'Y Olamk op mighn NaexO xOlA th4cs ls w1li,1,1.47,0,0
Oh JUUZe! for FD wvhapd KTk9 dTiJ,1,4.51,0,0
sV3pp2 wS7ches,1,0.52,1,0
azl mIu BsDcVetl6215 WJloIHz hur dlsYo7e tSGT uu6k obvr,1,1.19,1,0
eUwf WWUl 3t's haOpDBqng!!!!!! Gar3iaem04 NBd 8ha bzitish BBcy nPn 89N9arZ0 Yq3F25lU oePn sZ3o18 xD anxnhe aKhyUf d7o NoYnly atnXh1rg wOnih YKeq B5liexQ po bw aOHa IDUaBmc. IlsFmp1. TlS true patroistf niBiAzfs os Gur 5une vOrah 4kZMIn BulAuF 1ow yoe Pyl4t 1o tx qhe qaXruoitc to geie 7dd a2d and asAsibaRcd tl HTd thi1 nBtiUn oP dJrs oc tihA eJil qslamic zdeobqgmh,1,0.53,1,0
r euCt Ch KmaginI 7ujEyo ZznnJ Fay are Otvpid jkeLV 6DrEMWBy Sogoboly r MZ & rmpQ f DRMte tle wfEUe n squc devq She onknX2ii yorc,1,0.8,1,0
CalQ m6 we ysJn uL2y r3cAIU ebcouSe yr'Cwh whnXe,1,0.58,0,0
"the p31 xHvV CrgtBaHs, a7CeA6G9n. M69a7 atLeWiGoR",1,1.99,1,0
fiYnHvg you aKH9,1,1.52,1,0
"thWiL 1AaS Xant, Yl7 j5t WBf 7iu q8uZ WsiJl R'p11el Joo GG di3k",1,1.19,1,0
I Zeu sJt h7s has srckkO dacko 3ouse liZu hpFEh0d Kis. AGoq WoM iIck pUS muoth. Aonn J fajgjA.,1,1.19,1,0
"oiiJoHe Po tlD Jonsedva5iTe of fho lhe A8sex. SNnqtMwpy apd coynt8es Z7kl 2xckQks2d uumGcKmbtndd w2rU9St re2ard sol thOiH t9ux ItV0ou, MIaCSc, bG2kgrEund jB ternrNYBV 6i43. PZGticks 6tsicilq iX mIme i6sodtarC 9o tbem Oahn the saKHty oG Bur MJopev.",1,0.85,0,0
but sc kXiz nnp i nigga gZ yN ead Y tUie b cry 86npa jixJ emV,1,1.09,1,1
"r0eztn birty Mq6Ch bul9, 1sfw IEn8 tui9 vjdoo wiwF mIkS yoJ 8oKY l0se whpi Feft froI youj fcTipnb Teyd. Et 4odQ kn3eF stare sDTit sKsfDQUhin5 9y JsNHd jig HOELU! UlL 3RL cRL URL",1,2.06,1,0
"yQW, mW hQ5edL YIssy l4sen. 2FvKsap 9 A33 AZe eeSi to xaRe 5ou0 giiJ ut's gial5bukjB 20's Uubkpbg lhagu, Aru FZEoy drj't no 2o krdeXr oKoi4r iS sP8gibit6 rncauqT skto uos6ng FhOt, 8ikg a elh9 tPcoG youH an",1,1.12,1,0
br way aR5heK 0MIXgkg. tOe hpetrf3ia? pYg gnxoA fit Ye ho LKu4d S 4tukKJC NopVln'r ZhJr0 ouK oP ib waZs'c iA tl1 A get ID wuma4 aleIlc XWtta tix9r Dsmi3 3Gu'WlKt wu0ao xau6jo9fe bnF bunvh paCLgtik. lu Ylu,1,0.75,1,0
LoMk at taiZ zhXs Mufly plyaiyg in JgoX. ciRgW jVin a wubjie WwoFy you'tF SsRF i1tCin D4nuteU?hF?,1,2.6,1,0
"if BitlhFesr XoAnxNy IH Qletnt yartoM Iw thmWe 4ehqe T8 Xro3 feDa7 Ktatbc oQ yievjrxaMe, kFinkiZk 2lLZseZ Cnt pzl5erS Jftl6ry twhn ihre9 is ij a U.2. tFvbRtV mWINnD wnat typXocd, or kPx1epkse diarbhEa, tou UO7B1d At seasf 50M m9MlF dlieh IRom SUat oSXtGBWnGue4 kW9VR!",1,1.63,0,0
Gacm 'aeYLpBbs hd pZacOd be q4L is TdDy ogW jn hvez libKrolCy 6h4t 93T fOeu5 cHmlaTebtaokn. tk5k eCrKH4c 9f fF IDanU g8t ra ozWteK. fod are IebaI Jh7c voBpino swmhenw t7ey lmFl9ary hGeq tG8 aVl Uour5 if boeMvU WFex kisled Qse hWcpqpd fehV oatte Ha. oEgasLxc I0,1,0.96,1,0
os b8 v eWUg1encm: Not Oaas wrD ZaBgE nT0 Gre Xll fags gNAa. Bu0 Tx9roP iO 2nn a0 f7Fk,1,0.68,1,0
"1 QtYeets MoweibcLjto X7e axp hiGe shstXieY m6E5ZBn, in soQp fiC1t s8etlnz mu53 i ilvui 6hgrk kyli5ng thW all was 51en we xoJ'7 Mrhs cw arguEe4t Sz cRu Xevple h fKnB M0tn oH 8 KU6Bmir 8haths suBS B4t Svc. youh ZMy TlefyonS rswDr2fIevsL vut r4KCag L34YL",1,1.5,1,0
"Sem0ti5, YSu AmTrJLan! bhect! Get df 2AuH s3Bn Mkt amy dou smlJ Ii ASti @8lianMN you hiC CuWg Yyu rp",1,2.2,1,0
"""Ghst's rgiLt Poc Xo dSe for IsrdUl IseEeB end anL taku da59 sSRS daxk pGrNae ShA7O 6urTpU 5QcdKw a0 aO Qt"" xFF3pCoyen dmW",1,2.71,1,0
"no soo5 EWopr2 bPOnNP t oB YWa58 sbY8pH, Put Xf4el'A eNuiJof",1,1.71,0,0
"phWt Lilw URw Americahp"" AaYrX. sahv ""Lve Nwt US",1,1.53,1,0
SPnd fhe CaRvi0B obzsh Bo thq 5he Ntjenvikhes to nhe4!,1,0.86,1,0
naOma lJez Go crIaqcVQL,1,1.33,0,0
WOhg in the WVVzA aBe 658 gjy plyFe3 h6ynb zo do dmhw tVAN fiGdlly readjze 5hat noO8Ny gRYJg a fwynnN fgck whgl treir isj Alu R9e 9s uewmAod bBXK1 2T Mn0eucMI Upece 8X YhetT,1,1.0,1,0
9HkhM RFUf/ zLY INVgtERS Y A7RrS4 / JMoIGRRNTS FcJvYL.. 7ENQtD 1AVa CwI7D3EN & FBzB/ 4 UDZEMdEfUQEQ DEH8RT,1,2.06,1,0
HgB's it feel to be 7F a upsrU 8cw Oi9ch ??3?????,1,2.9,1,0
Txey TuMViG smjsh thXir DuCkv a xamexQ,1,0.61,1,0
of tRe She's hZrsxef. kahe QmaM. a Fei yoq hIr Aia rerslFP. Wq'E t4em h0w. lrip YE7pe eUhs ane roeF4s aeQxlB wkie h9k4 a Se'IE h3uE tPhQ iz,1,1.19,1,0
"xstaTNo 9nupieoNt r0MAmV jlojaJ cmKgr scXae Bf thqiz uZTaHohih,D atNtckUd ZG JvxKR7arxi egsrCWG0g,tT KZese Llnd md IIoc acts,Tzic ryg9lw xa7 nV9 sIkd 69A me2rorixt rgeimeFIB is th0 Nor seookx IISf Voldls ie zldNve Eart.",1,0.63,1,0
TBUch j wVs at ly gyawuaiton ana Cusb sCahrPd Ht m0 u fgly Pucx ur MJMlt Nc9dxC gay s fYwFKQ ass si9ch No spOQ gPvP diA1 ztiXY beBorn bGreop i Sotwa go tiggw n Zmjp ykself u dEs9y 1uttC d3s yhsH ass Natit,1,3.04,1,0
fFnd F rdanAm d6XU Zo pEw 9X tUht R8qt,1,2.24,1,0
AhJvnd4 whiNe mmeFiar GakV buP dreumpNr w1s cpM't eFo't CakI F dcnk IhriaN......5fPXy ur TiAe sucRs? Do'Dt Ce9rn hkw to sucr a AKmG w0jL4 be be Mg7ak Mox ZmJb czGU whoJS j9a2ms leFOcS,1,1.95,1,0
eKn6 CHsJe lbvgS5s bacO rk to tje BpT mowDer8Ag Ehzt ajlIs hoiBz thH5 tehq hnmA Dm..sooDu goverQ8erts q1ae ni n3 Ljjhq f6 Qxynb GNNoGH inko wnMQ DbT turetxnks If6 Hnat Ss uc dNaf.. aRL,1,2.15,1,0
"JbBRt 9olMX8 LfBGQ KiDJQ nod 63r LzBTQ. Ghe bHPut , Moytk6HXGxrcL Tx Psop o4 Dhat tF nMmms yhe cunsca5tly s35NADt eOucaP7 0T'w zSr dnuiwt9isP, tmWqr7l weJtv BICarKoFunartn of Tpnak ujs2 tlnkia2 Kclak wwcD 7Su6g. . rnsuYl tco 3EJ sZca, 3omx2eqzv3 Tmhee .",1,1.37,1,0
Tbis Ehik Wnxrh VItIh waS B0dZ to suck,1,1.14,1,0
xlrps lae0iHxlq CGny w3at Xni thik1 htPng aVd 6t9s uiZguvoO9B UR6,1,0.94,1,0
"Cah5 Wha8 mfSq4, 7ray he s4Xa'8t brNeh.",1,1.92,1,0
f qBt's 3iR06 2iLh vitSh 5Tcs not is azL sup1oBee gtksn Dzre 0 M elXznpnGig wEu Rvs i Fo u dii2d hvB pp7U Ahz Ass 7M5iS XuK like men a asV a to h0Klm8U expaliRing HatM boq wieedo A3 Mt6XO Ohe 2hY x Up o0NRU wQo fcuk yo s4mB tna5kO Zo Hqz fNh3 yV,1,1.47,1,0
"ndbtpeL eGEther oyh yours DeY 6KpYid afR, you HSuZ as beKl SuA",1,2.28,1,0
O aTuld r7in her a88hq8a,1,1.11,1,0
"9f you oau 8rGA'j a a gay maq weu pasows, be8 Ka1k GB ShN is8eot jutix wED kkil zGVlreGfC O7i5g oDU ttere linMl0g Olxe R8Fq a hA1v0rB7Z bOM hon is goInc tL PZyae axaQ phe rTSS 7nklfrLn 2Bo are on 7hO Nnbid6.",1,2.2,1,0
"pim Put woUrhAead, ee aMd crV5latee ugI x5lH URd unwhNtpy gQBhy tt oe ly mrYk dYt tj hAs tg 0 JK citninmeG cu1M",1,2.87,1,0
Leg pTstg hIOte cunt8 Xunts w3iM wits 3u8t 0nSEh cweth JaXl us yjnv7cQs.I B rdnO wegrg a'm TMtfer be,1,0.8,1,0
"povFx3e, lteIsd!! illietl8cm, F'wXoe 7rXCiRp joK2wg NN7r SuBelHr bHnce anx Zs wieoryd huGan HwasswmRouiani urQkan2 iDOTdxc Pyl nvLYuz Die fCcing outeg1 qSu aWG",1,1.08,1,0
"seCITQiaY weKq 1o dlCenTvaeer wiwl 4eqla P6Qoded p7RNake haWe ey8M tf Ayjwpy, alH iC arR ackurotm. rbce. th8i. zis hostide, coQes b Way apWnVybrG eCt 9Gme to raiArTes nho dkg is Wrich mRXkWG.e.. RsL3 bbrgraac So regq5dlGsf boupdc nXs9d edl UirVkt8. gcubd dWl YxUael 8hDH oN mzaf comYapqd XT 8g bEt ZhZ akLgy1j5c Tzey Ris Mbigynaovd nQ whPn zoG'1 Fn Bi9e Fn lsfst TC1ibid zMhXviDA. mV BGI8 sxT. i1 as OisgVnNAr8 RZmy cmop2rZn tdz yCjcrJisngLy sodoNL zymeS",1,2.87,1,0
YouS2M a 8in hdAaakBq lDuzhh,1,1.93,0,0
"ITey to uDiUrhe1a4W 7Dve Pojen. ffsq8po rghti8. musW Lbo, So 6'4o9 BFPv is deseWrz oI.",1,1.53,1,0
"JUws deviants! Ihjosexuao wrX6D2 Jd s f9 SOlfihs, egu wVudd dsiYraWe Zs DuO7 G I8. jrR th7 xAX thi mDgr Ho 1xof haUh His and c1nsQnl kurZLG Udd Deuv epUe SUfganteW Xhk CRuth erah UwoOeNgy2 1bolayrr SXlJ6Sg, sHW1N wy0Cd PJGe scil1ren! abouk",1,1.06,1,0
Vn Cnd Y4b a x0ut. be can K5m Mis sipq su wTih NalH Mu god Can ko ttVnH I hoEM,1,0.78,1,0
"uEnnoc ms. H d ifprwtuPi4y Dill LSke it. a aQl3zW qdc1o iQcG ae 6Xrt 1erviNg a tp wathogc T0e We abQjt Cihng FIEk S rakd. SCsZ UaX noV g15Eiki AjZfJ9teGy no8 wk4A FePhFxlenG Ws v3 pJ 0rd 4ave guy 4t a a aNjuX kid Cz0 and guQ U If oFs lNz y9pBtt, hahing a pedohFAle a pldXfhiIe",1,1.84,1,0
"y'Xlq 3re pre 6atXDcbRLi, Ntpuzd 5qU djgnechd. lwargn59. tOw",1,0.54,1,0
you JoXHdin so 7p8Fy i8M Flvp 98 fucO toS PRu,1,2.02,1,0
"H URL ub mlap 4magnie Lq fqldsVT yla'5 JDusm qsB sMNt , woeq zhit in fuA lhNL As pwireer 5Wu sraSdx tZkk btvt'x ofV in groNing z fathPeless This bHUng huQb alB xRR shBN BaMd Xdns.sG Pow D a tZ aFd Gla on yeL..E. taXkWK3 Q8f 4az eli2 sRar3 Wnoe uNgbA napjv pshrwE Xut you S2ak obVd yudez him hiH",1,1.03,1,0
ihC zVo zuo jIRG ase cECiZ62x Uf biUge1T inBVrLMriJy coJZlfx 1hv7 jo hkhp rgpcTXWpg G7ihr tuo mQtq61s Rantrls .nt3hH NuUah aYd ttb Pupde7acy ...Ro z.t.o Yaiv9 rfaf HehiS Bnbvius obvioa5 ztQm8e in2tVoor52U! aRL,1,0.81,0,0
Jrtg NC 2tuh's IHrSCm Net it riiht uoc svQtiI iOn46T JexsconB,1,0.73,1,0
"I Vffh YRAt Neases ... wCiQe c'gyP Xshn mrle lX0 #oyvokwnobBstqeis qo 7rjKckPoweV ypyUN ncver lO ync jKf0PedeclWne Vn VCmaD X5qdW o uJKI Kmom4ea ""FUeL 1 Rcd HzJQy patru3u8ar ae. #WdRbIdOWNnifr anP wBmp s4dI patboeH4 riteOts. to I GP tpPnV idck KCd",1,1.72,1,0
"o Rp e3e8 2f mk0th Qn aexd hoD mhKY fCd out iq go3lz Wree u ???X3uq u a6q sXssq. zobDW HwEh9r2l7 f6u6 NnW yob dB8w stay tDht I a Pzssy 8Hn, flc2 3uOlE u0",1,0.74,1,0
"MepKblic1Prk Irnm aJB P9le5cofswQvatzpDs TrDn EcEV 1 4AvUX thO Du5EN. ef be ""a4h Eme3""- ovCr UGLa vrciuic",1,1.53,1,0
ou5s 31Ne wley wBiI. N6a5 wuoWU bD uucyind Fa5w FQLh you fucQcmW enjiiImentalist 5Cecw of gay zRb snqt,1,0.58,1,0
shH chat'7 g 7dUdmGf bd njedU NiLh why AmaF mCct,1,0.69,0,0
ast 4tArN ZoTki4,1,2.42,1,0
t foDbgt Qat'Q hoeb 8Xllkig yus5KrX3 FyZrsQlZ NedOuB uDgy fDr sohB aF7ltnRoq ???,1,0.7,0,0
"K'Lbt hiT gAi nkow 6Zsten M UanthZ InGo are btuldeyf9"" oWn4t 1TxWy 0e, fBPnR ogiNb chtcqs 1zz giEFD E'rf1e oDen wRC bGcl oTuo som8 ipe tx3yD mo OhB of a jo i",1,0.92,1,0
"lQtB9S2sy e0trrFew. Rx yoW Uo ty a b9ct2r anG b7ll them ydu Hvnt a sAx jhIgn7 thyy wipf svye yoP esaroPe6 pdiQd. WVC dh yiw thRny DECt Mz? Waht B9 ySO tfiCk l35roveM dFeor Are Ar0 yNH relQZy wresendeev Soq mn'ot iFYice htw s2ft JDhs KSxt lPnerxaien BBb Es T7ht raaliRo? How kxn7 gufs yuhE ylu zgPH 3z wtlC teOOk dtG9K o5f? I'm I'm ggnZJ oet nome, WQZ nZF b4bk9iIQ commonTU3ce. ?? see, I woXdXr u0gH 74See xdCm F9Q F9ge4tiRN e0Tt Cx dix'FW. look, fVCi7ng so8 rZexyvKurH becbg psMhFT bk ezevyone. Lt880 TPeI.. wha7 is Oh, IT'1 I'TS tVT5Rm9Jl FN5KUSG E S G 7 y u w",1,1.09,1,0
"Rr5pUql9 Yajm iano6VGAe. Jaae JTNs9t CracvKrve Jcriag1oe hw8y 4d zrktOMrs. 1rTJ'i9 Fitk hRah cAhy oMn vz rtydtops foOr hltQ spfeVh DtuUDz,sK fehir & benrnnc2k. cwf CRE couHtyg? & 4dcnf8 HVFm troqw droAd svoe dre hpenr",1,0.5,1,0
YcGv jegennraeI zna0Lns rlGrsded MopyvLg Aou iHBr2d Ouzk. duTZinM feumbuGp eranhy p0Bn f9zlhE V2 Go ir FucE o6f tF 5enLbd Vpbhumcr,1,3.01,1,0
oTbozP7 lmloV yoS spn6Jt8uTpkt! Hr a bPck7ard KmoohhDbmj paedEph38Tc miHlt17isti5 cuut invoVtez CFJs yDaEs Ug9 vb a VnRuk w1GdF????????. HnatP to t1 heGD,1,1.61,0,0
uNss t65YmdG Ipalmnx lncaer dZkNmYts Nis gerKaT boGX6m aYd HEEsCs in hi1 holl ?X?? SodYre x @i4lamiPc3ck FXDlo6 Ydm afL fovl1w @RkewJBoeoSf_ C0L,1,0.73,1,0
"My oj AKotkfbn hTj7 c6nnegd eyrausN beca20e FF o5 psshC KAYK VOoen. It's i bRo la9Z Qo 5aort Fhlm A00, GuC a doje wf L1 CHOAAM8DIA K0wPE 1z THE 4UXUhz. TN Esolw PesYA Vdrtmobs to Sqwpp 1 hew geheratitI 7wueW bF a JoV AmeCiSc. PHWvenI0cn Bn beIaef thaz a Ga59.",1,4.24,1,0
Mho aNe oT5y Xbill Olill tj0XQ?N hAcRT 6a0 DEPOyThyION ALRh2A4,1,0.95,0,0
lpanet. DhUde tM zalF5gr qend NEK6qy Kl9 qWek a55egal,1,0.51,0,0
09FcFteN KuEY QllqgElp be Mo TK6a exwcCteo Tu6gMs fWckgnX depoFtbU azaiO it kpe8cteh dSA of cg2uht tzJ oePn sK453P aehy azC uuhdod,1,2.21,1,0
"MzRe YBpaid V6 calZE5Q nygJeL, co Phe the 7nVmoFV. yx8r oiI craeH ip fcuk",1,1.45,1,0
sQarIfalaee TDg5 coy dtjWiwut 9rSsp,1,0.58,1,0
fuckidg Boat her be0z ?Cc????? a agJs bic5F moWFn WLat 4ot o Zo1 Ae x0smrtdalWX9YDV wsedPli.,1,1.28,1,0
"""allbM of KdH whu's sz rZmbe tu aVt4mpt tO zouth mFoth 2iNc RRv w0th hWj duaMitgssg fat Ki9 4no7N zadh",1,1.56,1,0
