text,hs_state,hatespeechcore,hatespeech_llm
"Listen dirty bitch slut, I know this video will make you lose what was left from your fucking head. Nevertheless, get on your knees and start worshipping my HONRY big HOLES! URL URL URL URL",1,2.06,1
"PUP is harder shit, don't make me laugh, you are such a massive pussy it's hilarious. Enjoy losing your virginity in your late 20's to a hooker because no one else will ever touch you, you fucking loser.",1,1.12,1
miKdExJ. gotKa fiR laMCgabl2 cgulda't aiOtgaliu? be 9ut tna2iug kou wlcVG it jcth5v iy m fHt higsy Dq it Pk f0cgnAg waRl'T Tf2 pZ gvt p3Qled QUu4etvu. 6cunh Jhki1 wuPae SuGzo way xg1 cA,1,0.75,1
Look at this pussy playing in solo. Nigga join a public lobby you'll be dead within minutes????,1,2.6,1
"diEeCuel, tbe l9HhiKd, feJcz alc slcki0rrwN, w4dza p 0n theve uou o5 oR Rtai gjelr0s crleuta wq Hhe ZS.. shonld IP plvnet fJo6ltmet teflQt. IZ0 on iY7JCO QsAonX fjx1Bieit HSWEH! aghtf. dIsnk8ig O32t NzBOx expyo2ive e00 Cor5 IonKapAnawed ClIWs tKere ho trhl is couhsLy Cs 3t Duu4t",1,1.63,0
"ma ht PGK would wolTM EeB lYbeaHlly hymlpg8 in in JJ VZmaE1c Dkate Vbfore before ZisB'egrDn. HmoUe Lre tU7 aofasmin vi4EonM tehy Ihjy hUgj for fcN IEk ayq the o7tnrc. oNeO sFOGh6u heej t8Qt wYu74 dv s1aEed aH coBOWbKS1tcrL. EQglab34atgrs. Hb tyUv, ecah Tn3 oz the0e lwSerBlG wau i4Snjz uf2er tAlaG iMoKm toog be0u xRL",1,0.96,1
"As a reference:    Not all gays are fags, nor are all fags gays.    But Carlos is one gay as fuck fag.",1,0.68,1
"That's just like the argument we find on r/worldnews, where when we put the Mars or Moon mission, everyone was like - oh but why don't you first stop shitting in your streets / raping women / killing all your lower-caste people / solving Kashmir issue etc.",1,1.5,1
"unIaMhlZ Qo5 gI fuvk Izu3 xlef 9tthc! Yon Aod ale krR 2at7 Si3PcGi, o1tr JHgcPmen! 9it ceK tqe wujk out 7f dsnb70Cs qou diV1Vszind yifLh",1,2.2,1
"""That's right Goy go die for Israel and take down some dark people while you're at it"" -@RepCohen URL",1,2.71,1
"Put a bounty on scalps, they'll start to deport soon enough.",1,1.71,0
"""sUC thKt ss8t be 6ill m5bb8. NCt UfL",1,1.53,1
Oco7! SeXd 6ho ujdHinn t1GXB in rSe qhilGp3iJeJ tm Otem!,1,0.86,1
Go home India shame less creatures,1,1.33,0
lken wGqt 6pyFnh tAat tecnR miv we a0e to pjc3C Ghe reFV4ze v4eomne 8li0xAZ eqey sLxANpiFN 0Zewe s5e n gWbnG HivDi 4aFslW 5s jn sth7. os. is nbrZdy What mll b jrYQj fucL hFWur 3haC vo l5 the,1,1.0,1
ARREST & DEPORT ALL UNDOCUMENTED / ILLEGAL IMMIGRANTS / INVADERS INCLUDING THEIR FAKE/ RENTED CHILDREN / FAKE FAMILY..,1,2.06,1
id H'wvs ??q?S??? fcZl a bmtBy Sss Bsusu to 7T,1,2.9,1
n2hY fkykEn smsUh tiRwr uPKVy Ot6N a ZamITr,1,0.61,1
She's a hoe. She's practically a hunk of meat. Treat her like she treats herself. We'd have less people like her if you treat them like the trash they are,1,1.19,1
"is of t4XsIehrs aT7htc,ts prDgruH,V1th IjIS MD gM hboggam,WUAh fBz sNi,naNdoHn DalWks sez0nd can MdoU6K BeXzrrL9T JmaanAarli CJsow FS3r kehFr thh lf 9acre jBh 5pm Gqgim,eVt rmgeg9 if2a8il ImSS of knYE Middle elpO. reYiee a8thEEti 0GO",1,0.63,1
n u uRmP w9jp enWia zs0 7Pehh gand w fuck u at stanred TK MgEolf u css dYIty r mu oMESh wa3 bEtFj 7Dotx bitSl fOcukx Ro asG yi e v yRkk gurriOoOnh A1p dQhgpt Xctdh pN 99iO msut helYN mW dRXk mslMlb ashy DsX beSore,1,3.04,1
vhat puZ kn Go fC01 gVaR cunB Rab8oJ NB dcik,1,2.24,1
WonGQO5 wmKOe 9RrDAer 3arC Xum IuWDeteY w1P m9n't takx trte c uINk Wer XPrsh t..DrranU3o....sP Ir lNft 7uqks? LB'ot tared LuJrn DA1 Uo auRk a drck you Lu6o wnaeF be MQ0as VoO Yzx Jxut 3hone lJFavI,1,1.95,1
JuqV 8EeWe favcgef Nk 2ar mo69LZrng qnegPioZg YihC ohgeX lDat cmae fqCj..o5j gefwHcojers h5xe ny giIxt Ob 8ihng pefpSb inba Vur IountPCUu who aQnc Vi Ked9.x ARL,1,2.15,1
"These two black homos are racist just for constantly talking about race . Motherfuckers , stop . LGBTQ. IT'S KGBDQ . Thank God for Poland where The LGBTQ agenda is iligal to educate the kids about that sick, disgusting, immoral subject of homosexual perversion of sexuallization of the young.",1,1.37,1
scpk OU phGs bQctJ waB Wade mOie,1,1.14,1
Girls literally only want one thing and it's disgusting URL,1,0.94,1
"What a moron, pray he doesn't breed.",1,1.92,1
Big u a G he not explaining himself to a weirdo who let's other men play in his azz fuck outta here yo bitch ass the one got some explaining to do like y yo grown ass taking pics with the guy that supposed to have raped u u lying bitch,1,1.47,1
"neither has yours you stupid fag, you dumb as hell lol",1,2.28,1
I would ruin her asshole,1,1.11,1
"Qo0 tWe in oj UhLvld Fni9g Og QXll 4l5set Nh8du yifoeupr. JqTS 1AQ bcaL to yE1 FQE Uain't FaR 9 7un m5t sf Gho wo7pd gUy is whp goihe unyyl alCauolZ are ltVg sUar1 jZn oeXveWtes R yax HSTf out pQC2es, a4e Tme iygnU3. iL7oozG",1,2.2,1
"1 0tnM h9m KB pgt 42t ou5 N2q 0ixsrette on mb clit Ve co3Einqms t2 uMc5 aMO use mO w7btUces8, risvrt19 unereo6y aod0 UR9",1,2.87,1
HSk Let thN1 pPgt6 EhUve wLkih 1dqts Qunts wcTY shZ3 Vi9X emPo5 clm6 us fJDniNti.. j F nRgy where i'd aaYher Ve,1,0.8,1
"ivvadeS czDVtrQ, yo1'r2 wlJr1ER ZXz GnJ ebrnO oJ Bou nulle8r opwev? IacNvg wJ illJYejPcA, 4oweb? 2u4q7 qtxdi!d! arW zoGr uronXTI Pat7oZ Dqass0rHPuhan3",1,1.08,1
"AKl 8V9enerktes whJ AFUxOe NO 4Jal sndmPy are mgokKBW... regattdess 4f Yaak. aUsuerAay, 3ofN aj0grRNre Aa3 Ueo0tmAl h9j spxulmyiy tA 0 8o0ob5 psmIate. chiih Qvich ii swrpNnsiriJN aafuX4Aq. TleJ ar7 rrD rever1x ts t9e 4OeIt ioarrle, RuZ 0BLt v3qe vm1u xf tEe peiaturR whe1 0s 7Dim4 tx sxuIel bPeaviLZ. 3auld EIcg haTa ARigznay8B Qhe2? CnywayF aPl 6o rfl d4y qs paLM5te G8 emWgu1fzYP q0QHaBic ie4. So 5iRh anetG feXcl sex thpt zZo's 8ill Uot Tfhr4Xn 7Vema",1,2.87,1
You'MW B jandi2ap lesugv,1,1.93,0
"ok. an64 do'4J a5sLult 76 dOeXovL os tibCy 8tomn. uDQwrraneea Qurh OLl, fmc8 rikwPs.",1,1.53,1
"Your a disgrace to YAH and His children! Selfish, homosexual deviants! If you were real you would speak the truth about the curses of Deut 28. Idolatry and whores to the hellywood Jews that control you!",1,1.06,1
L wfou wisW Bta3 0oa 6ur8s MR3 tp rel3M sH I cDn spit ii his ey3 LLd 8AYl zij p cunt.,1,0.78,1
"The thing about a gay guy vs a pedophile is that a gay guy isn't inherently a rapist, a pedophile always is. You cannot be an adult having a sex with a kid and have it not be rape. If a pedophile has the opportunity to fuck a kid without getting caught they most definitely will take it.",1,1.84,1
He4Unled. y'aTl xae UHub4d anmigfYac46 U7L aSe,1,0.54,1
7o hPvM ufCk pou X6u yc83 Yz huXc1,1,2.02,1
"tnSdi6 Z1f 2eAdI.. TdL ysK tq7 berOon Twittgi g Uo shit kn NnV oBEfe zold9.y keZw ehAd S7UhJrte4Y u6d9r uSing nap5y acl zo chZ hix 6o tliq Xou PfW all 2o This KDu 3ff D'Elh vhe t478's i3 be4nw oq cp Plac I oo VVRiHne xizt uow y8kZl KWgt yord itoXsnd PDmbs, st2kinv gaP H NEl 8 theu",1,1.03,1
The zio jews are carriers of the biggest inferiority complex Globally...they have to keep repeating their two mantras ...the Shoah and the Supremacy ...to raise themselves from their obvious innate inferiority! URL,1,0.81,0
King No that's Israel get it right you stupid inbred mexicant,1,0.73,1
"Just when I think white ""men"" can't get more pathetic ... this one in particular never ceases to amaze me. 27 years old and a 1 inch dick wimp that still wants to suck on his mommies titties. #whitedecline #saynotowhiteboys #BlackPower #NewWorldOrder #sissy URL",1,1.72,1
"?b???4E wcre bZ7 ayrut J ????but oPt AaX, H1xV 8nd assP I8 wSlud pq0sy uK goVnH htuG D a satO 3f swcp 2oG Cygis. mC mo1Xv thQ9 3ow l Hoepbull0 hLinAXng qQu",1,0.74,1
"""KUr BLiB ktih IrNn WUrQD HQOLD te oefA in N eweg""- 6n50uuclb0is DjDI ESvP tWT ja3eohwnkOLvpqidts R aas9 of vicoiAs Duusm.",1,1.53,1
I hope they wont. That would be fucking gay. Fuck you fucking enviromentalist piece of gay shit,1,0.58,1
SoMLoma n9dts rhat PwI3 Ghy jhe QQf bB a 22e mucF thQt'X S,1,0.69,0
mT82cogs1Ia lo0kdn acs Pit3E,1,2.42,1
soel ??? cIlling yI8JNMlO aiH't fZ0Ium for 4KgvPiifn wHs IZ5E u6ly I,1,0.7,0
"I know for a fact when I banter these ugly chicks who get onto me, some of u dirty cunts are in the girls DMs going ""awwww don't listen to him you're beautiful""",1,0.92,1
"?? E RnBoGting w2lK eimoeKe9. noi'Z Mou moDy Ker tQaR Wlaw ePtwsgBn. E'cH S N2NluL K6c1nig eGe, tmXir I Qhat xb now oeG are m35 Lusptd preetnRinc Ox odes? JXrnH JW, dHU my Over9xe7ze iwEJ a Bnd U3coLhnv nDTEIAmxY se2 e13... 1Jivr sUfF R t I1't Bj lUte768ly di2'nn. f gueP cud 7 ncieSe kLis core, t5 dodcoG gyud dF tePse anN suiGk YMe9 mlly I4 4hrh zoy wdoE4r O give gbnXa kyw PhYgte qEvk, you whht Dith J Txyx osBt u6vS8N7 Sou it's 9oV wfaF is? is qivj SAll zxq Is? Jhaf P'5s how iCnd Irw d8ckU clIV, g6neQftixn 98Yice do We draC9tyA eatrogey GLat ul E 9s0 ehgOstxu LPz'R n5w iFd 1mlmnJcnrYo.",1,1.09,1
RACEeoT! cyiront? tLaitmJD. & JHvacftrD. aBat jrt. 8eniDiqv6 Ore 3r8om oFe0r Pq6hrt wF hbic'j. trarHris LDm lvoH HoFj gVNec9 four Fcc1 tDro4 An0gi4qcb It fheir lwn & Didn'O Mmmx cGP ARa hYEJ tbqF9 dlIQSTS! OEem,1,0.5,1
Fuck off retarded TopTard shill. Go back to wanking it to tranny porn you fucking degenerate subhuman inbred turd.,1,3.01,1
Eo slep a a Hy AysmsYWiimqR E4GE Blwoe is Hap9v qNvam sktyeurpuSpt! l???Pe41??c??. rou tj 0upry Fou bVHkhNrd pIe8mN77Diq ISpax ahE,1,1.61,0
This Islamic fucker destroys his german bottom and pisses in his hole ???? Source : @islamiccock Follow him and follow @_GreekRomeo_ URL,1,0.73,1
"My vO oW Zb7Kt1in haWe cFrng7o b36MUXa SFEse ooer e't7 ltaA rorwt trRm btm, Lut k iiFe dsrv dKg1 Of cIAhoMY7uA M4Y 03XRH AsEMRIh IN TyE kUTURtW IJ aRmlc th5se kogufens rkTthYt to Cpa2n Spawn a new g7heiLtioO floYd be 8 diFastvr fok A3ekbca. 8re9Pnt1Fn is betner tahn G a crqe.",1,4.24,1
ery a3e the1 thlra?? THo uExFSdWbI1o 0LR3ADY,1,0.95,0
eSnC Kll CPlsg1l 5liiLc oack wo tReXl 22x glZhe7.,1,0.51,0
4MllgaTK sFgood yI dpe1rtM2 Ff thiV Ure aeaXn io 5he nSc Uau afjtr Pjvu 7e6n depoxle6 thcy qhHb1d fnhzOig exeWuOtq,1,2.21,1
"Shut the fuck up nigger, no one cares about your stupid name calling anymore.",1,1.45,1
wsazD 6aDJ QfrVaKlurHe bOybight hPe,1,0.58,1
@CountDankulaTV What a fucking bitch how about we beat her instead. Beat women ???????? not dogs,1,1.28,1
"92Wp 2wce ""Klabs suont Qea steoa"" 23 mTuXh bxqi1 atetmpt qib Cf aViu1g5HGg seA'4 kVg to Yet faQV witp h6r",1,1.56,1
Well maybe give nice guys a chance and they'll stop touching your body.  Whore.,1,0.86,1
aMdE s dFpJ Dnzt youIvp leaSnt cAt tG b3 B gCint fCcng PuNsH en in fr79re rX8lGhaeoS5ts,1,1.8,0
HLMASE tf enJm7Uvmeet DNCsy a If 3uMt yoo ucPh dni'o prmKcvt of zroVane Mne hne Mnf pRYbucW 4vb mr NuAh convk2utzYon u a plUvee cmuse anp 3YalS z6ti gEve ys R'r vFHnk 3ithAD PJ vf,1,1.65,0
@Ali Razi of course but we do not change their gender as your Satanic religious leaders do.,1,0.84,0
"muao. xhe 4ave BoD1f El LuCW Qzn I 5pj UR7 Xb2ntuies, tne Sw59bmen 18hef wmlr rfum o5t Od dMdra 0iWl J8mer EaW9otDm arW b4st j yIVnh ams vehy M5eaxin Kee. k16H ta sBit p0hVtLbes, bfos YCu'Se rfAd SUxiLTn icVmk in 5 HX9Pz4iesR a EKhir mood duAb tWe to gn nrSI SsrHpean fp0z uADdrNtand loVdDf1md ttiK pQcOvgeSl6 Jelm yf itaMc of b0AH wwy Lomcmnvty plItp 4nS 8ourcT: UKAIrel2dfcEh3lpe. czz CalifF9nSf. BoGr gn4uh Thehe tIA",1,0.67,1
Taqiya Belle will work to bring Negroes and Jews together to combat Whitees  because Whitees are culturally unaware and will form weird groups like KKK & NSDAP,1,1.1,1
"ArYmp is antf-wo3e9. DdJy RaCDSt tI hmoex, Gr ueekaMi y8Uls, hwich is vhf 7ht GeaV8DlP 4asaFKHs Je8A qnI raRfB tgCh. The only womoZ ff de cQn Wt0BlW PG IEJ 6bVeU hy h1s uo pay tor LND tCx 1r Lo 5EHF ae16 spend timR Cibx iK hRs peAzPnSe. Poa e1Av uDnAnwj47A-. The OrRngx CabcWr Ryai31 sohuls defgOiteky Bet ouC 2Yt oT ocr cC7ntbY. Ze KGQfs CW nTkF U5r 2uT gQrO3 aaniy mjn him Tx Vpae witH WelXed2s abandoH anE geq hhvL Xt lq2e he diy bcxk Kn e5r ady.",1,1.33,1
Judge me if you want but everyone who isn't muslim wanna fuck a muslim slut in hizab. Btw whatever airtight means you girl deserve to get fucked like that,1,1.25,1
5uue Lhm ameVpcHGs,1,1.61,0
so many blatant lies just to crate the myth that gay is ok it is plain to see that these people will stop at nothing I counted 39 factual inaccuracy eg. Richard the lion harts crusade was a huge successes and its aim was to reinforce the holy land and take Jaffa from the infidel,1,0.5,0
TAis ngnrD ltjk l97e rnM of te1Y T7d froJ dhe oLm7laQ4s,1,1.53,1
"D told tGcX 7 YXicf cnRoXgXA mn Beinq faceunK,c(rrz shC Lep uqdx pyuiag 8d Pq geo advMnrwMa nn cmnmegP sUctitW?????eD??????0??????z) sjStifnnZ???Y??Q???V???????) T1n JFyV ssd fKckin pissLs TeC And jo9 V sxei2X UHL",1,0.68,1
mKH Mh2AacSMoA rKfcesiZ1g Shlg mntahtun NsVIt coal aCW3hZr ye hen qVkK qtlitoZf ghq Jatler CXsc DaC and thaX bt8T g4Jg Duo'rD tadnF qX jeleAsh xCX fastfood epnHon489 aYd ynUR seldiHY anY yLu whejlyhturbonUC into uhFt'X remour8es Pory 8dd tblt xIuaw uvur Lf th8 yuo'd t diGl9sil hns No/6tVieUaQdrOEac. shif9t JaAiG as1uY hgvvs tZ IerYDauf CheqUr rebfpgd Jxe patfk Ctt 6 to sf 3yEs iaAs 2uom f5ur mw Osae 54lB,1,1.04,1
"She was pretty fucking dumb. She's a pretty well known porn star actually, you'd think she'd have the experience to know better. She was also one of those who said she couldn't get off with less than nine inches, but that she'd had several. She probably doesn't realize how unfuckingfathomably rare a nine inch dick is.",1,0.72,1
"Nothing Rc sed h1r1 fklro, Kaht Vull Yelo DyyonE oV jncUeiT akyIFing K3 Am9r9mO. 1rmmb Ts jmsI lLIsbAng Zwo9 en 2is uNiSaduG9 h1ye, to kBwp jJP oG hCnse irSrede Enedtcat3N, BnV raTOLt aqGA Du8t mmeeGbX rYXcd qF ixtz the6r mSDica3 jbjcoin 1 RTNpicTEy le8el5.",1,0.58,0
PoK Eate eeL I nFgCt8k toW,1,1.01,0
"BQr, t GotgTst yiu YbA rVVapd. ini5or0r palx1tMng xbq woKNa.",1,0.92,1
"Zenigundam lol pussy. Your video exposes you for the fraud you are. You can't even properly light your stage. You're not messing w a 6'3"" 235 lb pro athlete. You're literally a child. Your balls haven't dropped and you can't pee straight.  Are you in nyc? Too bad. I'd invite you to my house so you can smack me up. Pol",1,1.5,1
"""'Em aj5gE. d'y1 haS QnVxgh Hh4se pXosle. tezy'rP N Muncs of wwXimsiaj g1rkeri7g xuM3erVng scey mjnncnd dwta3 AKotoJOis, kernRnu iUbLEE vlivE, 1Od m2do ItrsaM zWat mroA Qo B9u nLRd Qo 9kfa baouZ wFNs4 deRNle? I go E5w ind o4ne tsheO RU9d. 5Oey KiBer0lPI prcGr 2ut WLdnr rgsHK. Thei Kave cre8n2olQl4ug SikS Lnr rvn anJAje BSGmCr9cPC 'We q7vA qaDaCM SG Bant to wac batRes.'""",1,1.52,1
Fucking hell.. that woman is beyond Entitled and straight into Batshit Crazy.,1,1.24,1
I CqagIhd tv8V neiga hn Ehe pcKeaias,1,1.71,1
w 3dtbwiokmda! BitSh and xethff Nudptw Z,1,1.46,1
lol wXl slh OwU9 L'm talRsn Saxut? Fub tPeJC R9eBe koRT DO jail.,1,1.17,0
@justinbieber @danawhite Tom cruise would smash your little faggot ass,1,1.82,1
Don't fmrgMq fehd yoe3 Jj5k im tXGt z7gtW Be Vold 9o7 utop niEtxeT ?P? ???,1,0.57,1
@Teenygozer @Luvmookie @sbg1 That's proof they're not Christians. God will never send an adulterous liar who cages children,1,1.13,1
@Boy_with_beanie bitch ur french tuck just because queer eye already,1,0.62,1
eYRKk n9yKa isJaPlitws abKNallj bjeYAels liK,1,0.91,1
can't believe we went from Vanessa Place and Patrik to Milo's former butt boy who was fired for not being racist enough and now is trying to get diddled by a priest so he can be gay but blameless,1,1.07,0
Keith accidentally let it slip that ant fucked that thing. Your brother is not only a pedo but a faggot too.,1,0.57,1
Yep. Fuck her. What a cunt of a women,1,0.9,1
"Keep her bent over, rip the shorts off and pull her hair while I gape her asshole",1,0.81,1
"y3 yS4r'e pbwn thI xa9e L tGe owT 8lB1 , ulgu , yhat rrb i6 fwr nf Ipgsaqer Atfu 9 wahB yho4 YAt VtCU Molws fos klD ma4y trQe Xo Voh. DOcngqe juD9 jo Ts Pqs , 0ahQ iK aLso kid Co",1,0.76,0
t2e fr8Qs fx8k anu rHGH wito of fhA 2Mu. zut Iour Zew coualyC lake Bf,1,1.87,1
it truly amazes me how bitches don't work for shit and expect everything???? opening you're legs will only get you so far b,1,1.18,1
xeanWh abecO Si8tiumz HEd ta6Q Sis G asesxs hang lrCm rree Jev AyX Just daKdde,1,3.21,0
diD vkttCn sRltisT iw9r AmervzZ? Mq9wny I'g AnericZN Morst! @3kYGRCosMs KeeZiqg thU f Uet lIfi afe Co siSZx7 CFukLArUricahCr6stienc wsyMVu? z5 yv2o'Z How ql0e pamy thbnkCng 7qeg Ii5tle @55T8BS96rfG yqCr,1,0.81,1
@realDonaldTrump how much longer do we have to put up with the sickening behavior of the these idiot Iranians? Release the hounds on these asshole and do it soon!! Nobody needs Iran to survive on this planet for any reason at all. Kick the shit out of this nipping little puppy!,1,2.08,1
lAhmoo cgeiGvsio pusPyd. Pj unel the jldFh 6g6e aLk 1ud y'RNl rems slhna cIyinuo,1,1.46,1
Nitches An6 yGT i htaA,1,1.72,1
"rRfq oQKr seGjy Zlzt 7h H a 7EeL, caby, klt 2uNloGZ cDp d5Qdo Bn thB wc4l, aQt a1x rCpb Wt sitP nELr lolked vi9t danMlKng E3 gf1r 3H8l you sqOumm suqirt yotY ysho Dous Rour worth5ess 6pV Dnice Bq6hb Hr your fwn mo5Wx!",1,1.08,1
iDoOCp 2Seknim DtIjh 1VaS wo bV denieF the sAaeriOr spu8riJr cFU4 l9ck she 6CulJQ'f go2bep,1,1.4,1
This fag needs to know his place by masters and followers. RT him to make him a faggot for everyone who likes fags,1,2.12,1
0AR35 ik ms s6e9led a13goj! Jur0Lbs txmptayf!,1,1.85,1
"These BITCHES are NOT AMERICANS!!!!!!!! They live here and maybe was born here but they HATE AMERICA!!!! Fuck those brown/black cunts!!!!!. They lie, they say the same racist bullshit but they think it is OK. They are the FOUR CUNTS OF THE APOCALYPSE for a reason. They need to be voted out or removed by force!!!!!",1,1.53,1
Someone should cage these niggas URL,1,2.23,0
this nigga look gay as hell iM DEAD,1,0.85,1
"Relax your face cunt and take it deep down your throat, slut. URL",1,1.51,1
@teathebiscuit_ because you wont fuck off wallahi you will be beheaded for your disgraceful war crimes and your head will be raised above civillians in iran as a threat towards those who dare to try you're foolishness,1,2.11,1
wAQE uKFt NmZ. le Te7f0 fletlK leep to,1,0.81,1
@TheArvon Cult leaders and serial killers do this. Congratulations retard.,1,1.59,0
"hhAs ww tllts Dl iC iB E8B mnof vn sPd XhiQlin him vt coAes w9 jlsleE jo 1 pow he Mr55o's aWuR4 Lf bO0 nem abuuO W2 wToe and rnclrwiKU wnSt ehDMy3hKrg FnF bo iV to Js3oJ con't 5gYve You to s13gef compzLZn lf0e XIhs 9kYn, We",1,1.59,1
Tha o8ly VY2plI fko pre prLod fj ltwy doD lhU did tUiG vrV ulgy sNuppf dVemn on 2ye 8gjVq5eq. AxaEm tley isQ abojt theik vixt.,1,1.28,1
"HitleS yaa u jnKej Rom, Ve sOew beADWrO iIal Mrax? TyurP2l nole, eJw-baGg MZa0bHry why Oe kilDai timsex3, b4cuase u jkJ7 vCuf yo7 is 2V a2AeG5Zjd io onky fh0 wYuqjixv cmztQ, wh7ct Un U8ns saiK, VRr Lon htIhmsqN (yoRr 8dirUONlr'hf) aFs 16kelM dZoUY hiJ adJcXe 6vzC1e s8dl to ktauh. Mhcahaz mo1e 2VmkqNl ivan a Galanidmkly Ma2tCTic, *KIKE.* :GM",1,0.74,1
