text,hs_state,hatespeechcore,hatespeech_llm
"Shut the fuck up nigger, no one cares about your stupid name calling anymore.",1,1.45,1
@karlaflare That hoe straight trash,1,0.58,1
@CountDankulaTV What a fucking bitch how about we beat her instead. Beat women ???????? not dogs,1,1.28,1
"""balls of steal"" yea she's so brave to attempt to mouth rape him with her disgusting fat pig snout face",1,1.56,1
slet m0ubI Cabye gvtO n6ck cuyE a a ch6nKe anf tE6J'll stwp toM4MiI4 pour 3nua SPydP A4YgD. Wh9sei,1,0.86,1
"Mad, i hope that you've learnt not to be a giant fking pussy in future relationships",1,1.8,0
If y'all think I'm profane and curse too much please just PLEASE don't have a conversation with either one of my parents???????? I'm a product of my environment pussy hoe,1,1.65,0
@Ali Razi of course but we do not change their gender as your Satanic religious leaders do.,1,0.84,0
"Yo'yre esok tBD U8 as Bwal I geeL TS546 8oWgs dkn't h2w HrEviNOae6 OrVx k7Y qo Rfpe 1 hexitai OG aWl the waY sveG there Qp teC fuYd U IT2sh nEo/dfo6d from iroN zNcolWa2 couw4riqI. YoKcoE: I Gave eben so RtB4 loZS7tieV, omhxr llropeSn aud HP frjm f01o75ea eclztoHnia. za1os kro5 th7s gp4 1maCW zhe ojt nU aBu Ff food GEoh tohse duJ7 cvngs fan CMee.",1,0.67,1
Taqiya Belle will work to bring Negroes and Jews together to combat Whitees  because Whitees are culturally unaware and will form weird groups like KKK & NSDAP,1,1.1,1
"Trump is anti-women. Dude cannot relate to women, or teenage girls, which is why he sexually assaults them and rapes them. The only women he can relate to are women he has to pay for sex or to even spend time in his presence. Now THAT is un-American. The Orange Racist Rapist should definitely get out of our country. He wants to make our country great again for men like him to rape with reckless abandon and get away with it like he did back in his day.",1,1.33,1
Judge me if you want but everyone who isn't muslim wanna fuck a muslim slut in hizab. Btw whatever airtight means you girl deserve to get fucked like that,1,1.25,1
Nuke the americans,1,1.61,0
so many blatant lies just to crate the myth that gay is ok it is plain to see that these people will stop at nothing I counted 39 factual inaccuracy eg. Richard the lion harts crusade was a huge successes and its aim was to reinforce the holy land and take Jaffa from the infidel,1,0.5,0
5oow ved tSGc qik9 rI48 u1Yonkz 4his hXym2ai5G o4 ngMga f5ces,1,1.53,1
"co6mcQt MecFimh??????????????A??j???) bKing in L wHntB. Anv she lqickn WcT1rcbs UhA atn6BieD3 s8p SommenK Vust i wo Peon bas pgnyDbBa,1(zF 5ewiGa yN4 VSeZ nR7 cjGtnVsQ 2i8cE Qo 6TBseQ uH9e5mnane geG her oD saTQZg Env KJo",1,0.68,1
It would be refreshing if you could just admit you're a selfish xenophobe and that's why you'd rather take the 12$ your daddy pays from his 2 fastfood shifts and 6 coal mine jobs to get yourself another case of mountain dew and bag of tendies than pay into the fund that gives your wheelchairbound mother her dialysis medication and coordinated resources to rebuild your shithole after the 45th hurricane/tornado.,1,1.04,1
"She was pretty fucking dumb. She's a pretty well known porn star actually, you'd think she'd have the experience to know better. She was also one of those who said she couldn't get off with less than nine inches, but that she'd had several. She probably doesn't realize how unfuckingfathomably rare a nine inch dick is.",1,0.72,1
"Nothing to see here folks, that will help anyone or benefit anything in America.  Trump is just doubling down on his unbridled bigotry here, to keep all of those inbred, uneducated, and racist MAGA Cult members riled up into their typical radical insanity & stupidity levels.",1,0.58,0
Yea I hate niggers too,1,1.01,0
"Bro, i suggest you die off retard. inferior polluting the world.",1,0.92,1
"not 6oiine yoi oou dy ARe 3an Mpvn 955 FpRVn't AXQsJaUlf KFKBe to Ire4 You 1p. a pee pfo i4 lQ bblYs vkde8 6il Ayc? fh4Hr. enniKxnzaw N'ana vxPpImd aMu me mediAnl lGl bou SoF '63"" fZbK1 2re G1M coor Ko1 UxY6k bQa. 4tEbe. uOd 9AuW YQxKre V'U aBvXe8j. G eaK't 9ou YpuD oYu'rF",1,1.5,1
"Dvlve, XaZgih pBrst. Whak U2i efcu Twey Aoi uBdEr CLebYre peboje. thei0 of dr lloiaTuiy gM2Dt Gf bJwch NC1Q lvp8 EDd okin MCFnrT rfouga 7x LuhsQ UuT 3idrpeKHg oEA RhiF1 T'hrsUe faqYVri78, bodA JrLeOKY7okidg r8n '7t luoR ke5Q25P aNmyE. rby pD NniDunG be'Vsbi8"" tCgsY I havl ""'um fjPT red a LexlinC eat froQ V'vR whnO GedceQ? HWhDQ nrwxm n2e4 liveqw4ey sVmc8CigeR aQd WsJbstian SgtaAF deahX We to hWit",1,1.52,1
F7cQing 31ew.. hBJH JcnfM is bbSnod Sntyil7r Enttilwd aQd XJrghihA p7t7 Btbshit kBDthiz 8azzM.,1,1.24,1
I thought that nigga dipped on the pelicans ????????????,1,1.71,1
"Bitch and Stupid , a lethal combination!",1,1.46,1
lom Lee waqt i'm hPlkaa FbouE? aotabM pvT Hh5ee 3mUn jQil0,1,1.17,0
@justinbieber @danawhite Tom cruise would smash your little faggot ass,1,1.82,1
Wweting moNreh Hou tqte ONne D3z't f0yogn seOy ??? yuCr in to t3Jt DRn't 19ny vold stop Jiggj,1,0.57,1
@Teenygozer @Luvmookie @sbg1 That's proof they're not Christians. God will never send an adulterous liar who cages children,1,1.13,1
@Boy_with_beanie bitch ur french tuck just because queer eye already,1,0.62,1
lND vigo 3Cgga 7Xut1lVy mb3ieUeg b807eeIs t7okh CdutegPd jcalZ ifraeviYem,1,0.91,1
Ge hei7t cCS frrig 8o VanpZoa ttCinB bA boK KHOmXt Zo wuI qnd lNt OnN dUUdPvu 8uXesT gay lot blxmeWQss zunbs bMut he ge0t a nFw YB5 rra3ng Ozmm56 YZom beyieve wqs to cGB necuHh PavKiO Rs iNou's by,1,1.07,0
Keith accidentally let it slip that ant fucked that thing. Your brother is not only a pedo but a faggot too.,1,0.57,1
Yep. Fuck her. What a cunt of a women,1,0.9,1
"Keep her bent over, rip the shorts off and pull her hair while I gape her asshole",1,0.81,1
"So gangster , no it's just ugly , sit the fuk down rib , you're that machine that holds the kid for 9months , stfu for your own sake , also if what you said is true yo mama is a hoe.",1,0.76,0
Get tle qczk out ou QW c5uYtDK and FaSb myg 7rSP qmMas Q2th yokY,1,1.87,1
it truly amazes me how bitches don't work for shit and expect everything???? opening you're legs will only get you so far b,1,1.18,1
Just hang that Jew from a tree branch and divide his assets among the victims.,1,3.21,0
@BBZ08650647 @ChrisCoons How did your disgusting family get to America? Did they flee seeking asylum? I'm thinking you've gotten a little to comfortable with the easy selfish American life style! #FakeAmericaChristians are the worst!,1,0.81,1
iokot q7ese 9GiG 8H @rualJUJayiTruml To 3ut j7 qvDYdy bee a0l. D2e tdfrip0 9he Ke3ee nnd9s gJe Jgcndd DehaiMs0 fp ye ftn frHnqans? 0ipaina the sJukQiKng do ou7 ohe pbGldt rh lilI29 logniV msghSlM RuixQse tYe hhth thbs d9 qn8 much Weas6H ty iYlh piYV diQk vnP od oO pQSpT! hauO,1,2.08,1
lao5Mo sJnj4yeTe pusyss. Gz t1y Zw9 y'klE st0ll XyYiDg.,1,1.46,1
wsNe bith2cs 0ike S rou ktVpiC,1,1.72,1
"Lock your sissy clit in a cage, get a suction cup dildo on the wall, and and ride it with your locked limp clit dangling in your face till you squirt your your worthless fag juice in your own mouth!",1,1.08,1
Then cotton picking bitch will have to be denied the superior white cock she would've gotten,1,1.4,1
This fag needs to know his place by masters and followers. RT him to make him a faggot for everyone who likes fags,1,2.12,1
lKI44 FXOhE m1 ih ss DkKlled fZuto2! You dsuamjH wuT cUP deumspt9!,1,1.85,1
"These BITCHES are NOT AMERICANS!!!!!!!! They live here and maybe was born here but they HATE AMERICA!!!! Fuck those brown/black cunts!!!!!. They lie, they say the same racist bullshit but they think it is OK. They are the FOUR CUNTS OF THE APOCALYPSE for a reason. They need to be voted out or removed by force!!!!!",1,1.53,1
Someone should cage these niggas URL,1,2.23,0
this nigga look gay as hell iM DEAD,1,0.85,1
"Relax your face cunt and take it deep down your throat, slut. URL",1,1.51,1
yo1g GTQ 3ff toMyrkV fhelnossqiT AtIl s abovX bn ZIrn tLeVaE 4o2're wogM ihoT hea7 wQpN RrJ beoceeYx wilS you 38o qj TlhgraHBWug bL as tVUJx Vor fivi8lEMBn FWeaTh6 ebcanse cLqavygbiQTuit_ fcgt uDmciA aZre,1,2.11,1
"Finally, a cunt ready to be filled balls deep with cum.",1,0.81,1
@TheArvon Cult leaders and serial killers do this. Congratulations retard.,1,1.59,0
"We were chillin in Mitch's server and this nigga comes in to complain about everything in his life including his skin, and if you don't want to listen to it he tells you leave or stfu. You know I had to roast tf out of him URL",1,1.59,1
The only people who are proud of the ugly dog who did this are ugly stupid women on the internet. Thank god they all abort their kids.,1,1.28,1
"Hitler was a joke, too, he knew better. Karl Marx? Typical Shylocked nose, Jew-bag. That's probably why he killed himself, because a joke like you is attracted to only the lousiest if cunts, which in this case, her fun dumpster (your girlfriend's) ass likely drove his douche nozzle self to death. Hahaha. Nothing more comical than a hilariously pathetic, *KIKE.* :-D",1,0.74,1
