text,hs_state,hatespeechcore,hatespeech_llm_GPT,hatespeech_LLM_gpt_3_5_turbo
"Jtsu dhen I thnik whtie ""mwn"" nca't get emor ciathpte ... tihs one in particular erenv ceessa to amzae me. 37 yeaes old dna a 1 icnh dcik wmip that sitll watsn to scuk on shi mommies tetiits. #whitewecline #eotosawstyoinyhb #BlackPower #NewWorldOrder #syssi URO",1,1.72,0,0
"Hopfeully u wosh us hwo you odwul fuck z psusy fi h wree a anm, you yesx ssisy. 🤤bht I saty here thinkimg uaobt taht dick giong in and ojt of my motuh and ass.",1,0.74,1,0
"""War with Iarn WUDOL be oevr in 1 week""- puecinbsRutl vneE the Pevocortnatesaslis rae a scak of vicious cnuts.",1,1.53,0,0
K gope tehy wont. athT wolud be funckig gya. Fcuk you fucknig elvsmiaintronet piece od gay ahit,1,0.58,1,0
ehS msut be a hoe thar'w why she beeds that mcuh condoms,1,0.69,0,0
macrocornea okoinl aas bitch,1,2.42,1,0
I ain't fegrot y'aol heos was calling yourselg mdeium urly for some ntetinota 💀,1,0.7,0,0
"I knwo fof a fact when I banetr these uhly chciks who get onro je, emos of u durty cutns are in the gilrs DMs giong ""awwws don't litesn to hmi hou'rr ifbueatul""",1,0.92,0,0
"It's lerltlaiy estrogen. If ouy go tP a doctor and tlel rhem yoI want s sex ghanec they will gvie you egortsne pills. Why di you tihnk ttha is? Wath do hou tnhik estroegn deso? Are yuo really prteending you won'g noticr who ofts itsh nxet geeotrnian is? Is that eialyrt? owH many guys that you gerw up with cut their ikdsc off? I'k gnona bet none, buf onw it's icgnbemo cloaopmcnme. ​ eeG, I worned wgat tshee ikds are inegsting taht we sidn't. Oh look, fucking soy everwyhere beimg pusehd yb everyonr. Let's see... shat si soy. Oh, JT'S LITRRALLY FCUKING E E T R I B E N",1,1.09,1,0
"Thxt stjpid,sk proux of thier arrotance & igjorance. uetisoiSd speech traitors we can arster & thorw tnem kut. Hate hate tratiors. mmHm indd't lvoe their own cntyuor? All four are scik chic's. Fhey ARE RCAISTS!",1,0.5,0,0
Fcuk off rearedtd TopTard sihll. Yo back ot wkainng it to tranny oorn you fucking eragedeetn abnuushm innred trud.,1,3.01,1,0
@vrshoo Sllow you you spunktrupmet! Islak is w rcwbdaak bmhoiochop piaeloidhpc imciistngyos cult ibvented 2600 yrars oag by a drnuk nonce👍🏻. Hppay ro hlep,1,1.61,0,0
This liIsacm fckeur ydrsoets his german bottom and pissex in his hloe 🔥 Sourcs : @iimccalcsok Follow him and fPllow @_GreekRomeo_ YRL,1,0.73,1,0
"My Veiws no Sbortion gave aedghnc seauecb of these Fuor Wmoen. It's a bir ltae to otbra them now, ubt a good dsoe of CHLAAMYDIA YAM RAEPS ARCMIEA IN THE FTRUUE. To allow eetsh Venomous ctBseih ti Sapwn a wne generatkon oudlw be a dsiaster vor acremiA. Prevention is btteer than q sure.",1,4.24,0,0
Wyh are thet lsitl trehe?? ATSTR TNE DOPIEAORTTN AALRDEY,1,0.95,0,0
Sehd all elgilal aliens back ot hiert own planet.,1,0.51,0,0
Illgeals should eb depotred fi yhey rae cuaght again in the USA aetfr tney been doeetrpd they shkuld be fcuking exeuetcd,1,2.21,0,0
"Sjut yhe fIck up nihger, no one cares aobut ylur stuipd nxme gcilaln mnreoay.",1,1.45,0,0
@karlaflare That hoe straight satrh,1,0.58,0,0
@CntnakaloDuTuV What a incgukf bitch how abuot we baet her ateinds. Beat mneow 👏👏 jot sdgo,1,1.28,1,0
"""allbs of alste"" yea shr's so bavre tl attepmt to mourh rale hik with her gitusgidns atf pgi snkut fave",1,1.56,0,0
llWe yemba give ncie gyus a chance and thry'll sotp touching royu body.  Whore.,1,0.86,1,0
"Mad, i hpoe that you'ev lenrat not to be z gaint dking psusy in fuutre relationships",1,1.8,0,0
Uf y'all think I'm eafonrp and sceru foo mhuc leapse tsju PESLAE don't hvae a cnoversation wtih either one of my larents😭😭 I'm s pdrucot of jy enivronment pussy hie,1,1.65,0,0
@Ail Riaz of course hut we do not chagne tehir geednr as tour Siaatnc ligoiruse aserled od.,1,0.84,0,0
"You're form hte US as wlel I see. These dmub cnuts don't underdtand hkw privilwged ghey rae ot have a Mezican un thier cmumitony lla fhe way over trehe ni tje KU/Ireland/Euopre. Mecxian food > Irisu food/ofdo from most Europran countrkes. eSucro: I hvae neeb ro btoh countrOes, ohter nuorpeEa onrtiseuc, dan zm from Southdrn iafanrCloi. Tacos form thks guy lliw smxck ths tsih tuo of any alept od food thsoe dumg cuhts can mkae.",1,0.67,0,0
Tiayqa Blele will worl to birng Neegros and Jews hteeortg to comabt Whitees  because Weethis are culturally unaaare dan wilo fomr wried groups likr KKU & NADSP,1,1.1,0,0
"Truml si atni-womem. Dude connat relate ro woemn, or teeange lsigr, hchwi is why he sexually assualts then dna rapes tmeh. The only womsn he can relate ot are wmoen hd sha to pay for sex or to evrn spned tmie in hiz presrnce. Now THAG is nu-Ameriacn. Ghe Oarnge Racist isatpR hsduol defiintely grt out of our coutnry. He watns to make our country greay agsin gor men like him to rpae wtih reckless abandon ahd get aawy whti it lkie ye did kacb in hsi say.",1,1.33,1,0
Jgude me kf uou wnat bjt eeorvnye who isb't mhslim danna fuck a muslim dlut in hixab. Bts whateber riaghtti menas you girl desreve to egt fucked lkie atth,1,1.25,1,0
Nuoe yhe americnas,1,1.61,0,0
so many blarant leis tjus to crate teh mtyh taht bay si kk iy is olain to see ttah these peoole wull stop ay noitnhg I tuenodc 93 atcualf inaccurscy ge. Richard the loin hatrs crusade was x uheg successes and its aim saw ro icfeoerrn tye hopy dlna anx taks Jacfa from the infiwel,1,0.5,0,0
Yhis nggia look like oje of tehm red cedaf monekys mrof the himalxyas,1,1.53,0,0
"j told a bitch ctnargos on benig pergnant,(ucz she was jtsu saying ut ot gte oettntnai in a cmoment ncetois😂🤦🏻‍♂️) and thwn seh fucikn psises her pntas. dnA now i understand seixsm URL",1,0.68,1,0
It would be erhesigrnf if uoy colud jsut adimt you're a selfish xnbophoee ahd tgat's why you'd rather taks tne 62$ your ddday pays from his 2 fastfood shufts and 4 coap mnie jobs ti get yoursepf another case of moutnain dew and bag fo dsnetei tahn pay noit the dufn taht gvies uory wnhlahrceiubeod mother hre dilsiays medicatoin and ctorodnaied srresocue to rebyild yuor otlheish aetfr the h4t5 nuirrehac/tornado.,1,1.04,0,0
"She waq pertty fuckinf dmbu. She's a pretty elwl knwon podn stsr acgually, you'd thknk ehs'd hvae fhe epeexncire to kjow better. She wax alsk one of theso how siad she cuoldn'f get fof wtih lses tahn ninr neschi, but that she'd jad seceral. ehS pbbaroly oesdn't rzeaeli how iafgnmkunftlaboyuhc rrae a nnie icnh cidk is.",1,0.72,1,0
"Nothing ro see reeh folls, that will help anynoe of bneefit ahgynitn in Amecria.  Tmurp is jsut doubling dwon on hjs unbirdled bOgotry here, to keep lal of those ibernd, uneducated, anx racixt MAGA Cult msmebre riled up into theif lyitcap raaidcl intnsiay & tutysdiip levels.",1,0.58,0,0
Yea I hate ngerisg roo,1,1.01,0,0
"Bor, i suggeqt you eid ocf rteard. ieronifr pollutung the wrold.",1,0.92,0,0
"Zenigundam lop pussy. Yuor viedo exspeos you for teh fraud you are. You can't even polrrepy ljght your eagts. You're not meseing w a 6'7"" 235 ob pro qthlete. Yoh're litreally z child. Yuor balls vaneh't dropped nad you can'f pre straight.  erA oyu ij ncy? ToP bad. I'd invitw ouy to my ouseh zo you can smcak me up. lPo",1,1.5,1,0
"""I'm angyr. I've dha enough if thsee leople. yThe'er a bunch fo rnitChsia murdeirng scum running giant dteah factories, ueeping babies iavel, and selilng thier bdoy pzrts. Waht more do yoy need fo konw abuot these epelop? I vo out nda fcae these scuk. Tehy iltrlelya crawl out frlm under docks. They have geren-loonikg nisk and ruj around sacriemng, 'Qe kove Satan, We wqnt tP eat babies.'""",1,1.52,1,0
Fucking help.. taht wmaon is bdyond Entitled and tsaghrit info ttihsBa Crxzy.,1,1.24,1,0
I thoguht that agign dppedi no the pcilneas 😂😂😂,1,1.71,0,0
"Btich and Sutpid , w lethal tanbcmoioin!",1,1.46,0,0
lol see athw i'n talkin abuot? put tsehe heos ni iail.,1,1.17,0,0
@yustinbieber @danawihte Tom curise wolud samsh yuor tltlie faggor asq,1,1.82,1,0
Don't rtegfo ot find ylur suol mate ni thaf migga he fold you stop textijg ✨,1,0.57,0,0
@Teneygozer @Luvmoouie @gs1b That's porof they'te nog itasCihnsr. dGo will venre sned na sduutoreal liar who fages deirnhlc,1,1.13,1,0
@Boy_wifh_beanie bitdh ru fncreh uckt just bcusaee queer dye lareyda,1,0.62,0,0
lol this jigga acutally bleeives etsho retarded balck isrselites,1,0.91,0,0
can't eleiveb we wnet from sVesaan elcaP anw rtPkai ot Mlio's fomerr btut boy who wss firwd tor otn being rsicat enough and wno iw tyring to get dldeidd by a psiert so he nac be gxy ubt bsamelels,1,1.07,0,0
Kieth accudentally let Ot spip tuat any fucked that tnihg. Yuor bhotrer is tno ynlo a edop utb a fwggot tio.,1,0.57,1,0
Yep. Fcuk her. Whzt a cung of a wemon,1,0.9,0,0
"Jeep her beht oevr, rip het shorts iff adn ullp her ahir ihlwe I gpae hsr ashsole",1,0.81,0,0
"So egtnarsg , no if's juat ugly , sit the fui dwon rib , you're taht emhcani htta hldos hte kid flr stm9hno , sftu for yuor own skae , also if what hou asdi is ture yo maam si a hoe.",1,0.76,0,0
Het fhe fusk out of ym crntouy and tkae the rest of yuor brsts wiyh you.,1,1.87,0,0
it rruly amezas me how biyches odn't qork for shit adn expect everything😂 openint yuo're legs wlil olny get you so far b,1,1.18,1,0
Jsut hnag tath Jew from a tree hcarbn and ddivie his assrts among the vcmitis.,1,3.21,0,0
@BBZ08650647 @CnhiossCor Hoe idd yuor dsnsguitig vamily geg ot Amedica? Ddi heyt flew seeking aylsum? I'm thinking hou've goettn a litlte ot cokfortable wtih hte esay selrish Areiamcn efil wtyle! #FakeAmreicaChristians ade the wrost!,1,0.81,0,0
@realDonalcTrump how mcuh longet od we have tk put up wtih the sicekning bevahoir fo hte tshee iidot Irznians? Repease tbe ondhsu on these asshole and fo it soon!! Nobocy nedes Iarn to viuvers no tihs planer for any rsaeon at all. kcKi eth shit ojt of thix nnpiipg litgle puppy!,1,2.08,1,0
lmeaoo sensitive ssypus. he semt the btich eomh and y'aol fgas sitll cyring.,1,1.46,0,0
i htae suiptd bithces lioe you,1,1.72,0,0
"ckLo uoyr sissy cilt ij q cgae, get a suctoin cup dliod on the wlal, and wnd rdie it wtih oryu ekcdol limp ctil gladgnni ib youf fcae till uou squrit yuor yuor wrothless gfa jucie in your own tuohm!",1,1.08,0,0
Tehn votton picknig bctih will have tP be diedne the superjor wthie ccok sge woulc'vw gotten,1,1.4,0,0
Thiq fag nedds to knlw nis palce bt masetrs and flowrloes. RT him ti maek him a faggot for veneyoer woh lekis fags,1,2.12,1,0
+KTIT FOXXE it is dpeesll eaggot! ouY dumgass cuj mdrtuesp!,1,1.85,0,0
"Thsee BICTHES are NOT AMERICANS!!!!!!!! They lige heer and maybe was brno hree but they HAYE AMERICA!!!! Fufk tshoe hrown/blaco ctuns!!!!!. Tyhe lOe, tehy say eht smae raicst uhitlbsl but they hnkit it is OK. Thet ard the FUOR CNTUS OR ETH APOCALYPSE rfo a resaon. Tehy ndee to be voted ouy or reomved by forcd!!!!!",1,1.53,1,0
Someone sohuld egca thesd nigvas HRL,1,2.23,0,0
thsi bigga looj gay aw helk Mi DAED,1,0.85,0,0
"Rleax your cfea cnut and ekat it deep down your trohat, sltu. URL",1,1.51,0,0
@teatehbiscuit_ because you wonr cfuk ffo walahli you will eb behaeded for oyur deagrsucfil war crimes dna your hwad wilk be aisedr anove civillians ib iarn as a rateht towards esoth who drae to try you're hoinoflsses,1,2.11,0,0
"Finally, a tcun rdeay to be flleid bllas edpe with cum.",1,0.81,1,0
@TheArvon Cult leaders and sreial kilrles di tihs. tonogCnraultasi tderra.,1,1.59,0,0
"We were dhillin in Mctih'x sevrer and tihs nigga comes in to somplain about evteyhirng in hjs lfie includinr his sikn, dan if you din'y want to sinetl to it he tlles uou vleae or ufts. You knkw I had ot rosat tf out of him URL",1,1.59,1,0
The olny poeple who are porud of thd ylug dog who idd isht sre gluy sputid woken no the itnernet. Thnak ogd they all abort fheir kids.,1,1.28,0,0
"Hitper was a joke, too, he knwe bteter. Kadl Mrax? Typcial ehSkodcly noze, Jwe-gab. Taht's porbably why he lkdeli himself, bsaeuce q eojk like yiu ks zttracted to only the louziest if cnuts, wihch in ghis caae, reh fub srupemtd (ylur girlfriend's) ass yellki drove hjs doucje bozzle sele go detah. Haahha. Nothing rmoe comicao tahn z hroaliliusy pathetic, *KIKD.* :-D",1,0.74,1,0
