text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gpt_5_2
"These two black homos are racist just for constantly talking about race . Motherfuckers , stop . LGBTQ. IT'S KGBDQ . Thank God for Poland where The LGBTQ agenda is iligal to educate the kids about that sick, disgusting, immoral subject of homosexual perversion of sexuallization of the young.",1,1.37,1,1
bcDch 8ds T3d5 to sSNk lucx a1ok,1,1.14,1,0
Girls literally only want one thing and it's disgusting URL,1,0.94,1,0
"What a moron, pray he doesn't breed.",1,1.92,1,1
Big u a G he not explaining himself to a weirdo who let's other men play in his azz fuck outta here yo bitch ass the one got some explaining to do like y yo grown ass taking pics with the guy that supposed to have raped u u lying bitch,1,1.47,1,1
"vEQ Suh0F YLH, EaF 4d5pBd lTf as hOlV uMmb you neithmr",1,2.28,1,0
I would ruin her asshole,1,1.11,1,0
"y4g 7s EbLe arhn't whT ToFvg 6kGl pBtverLFX Ggj ih uf paGL1g, GnSoX tzeve hcutNlly gdt out ISKZ E9y wc85Y baJk wGQ UoH utinZ you you qTaT 5LQ2ds. kmil thX HStT qyGen 62og6m Ycone gEH a a the DhD5dre4 zav DCxsbRI6. are 7G uYtil lZEkong",1,2.2,1,0
"I pTrt cim tI pbI his cXtoejtTe on my hUGN wU77e he FQ coZ1ci87l dwnKpntus to anP usZ mg oLNt8leVd, ucnduyuR HRh",1,2.87,1,0
O1o 8ehM pstaj wx8te Jubto gwth sxxt k3FSh clOl us uoLLMctj.q Conii1ns.. i Yrzfe i'C rRthec ruthgr bv b6,1,0.8,1,0
"@HassanRouhani Your nation is facing illiteracy, poverty, human rights are being invaded and you're worried of uranium and nuclear power? Die you stupid!!",1,1.08,1,1
"All degenerates who engage in anal sodomy are monkeys... regardless of race. Yesterday, some askgaybro fag compared his sexuality to a bonobo primate. Which is surprisingly accurate. They are revered as the least hostile, but most vile of the primates when it comes to sexual behavior. Could AIDS have originated from them? Anyway, all they do all day is partake in disgusting barbaric sex. So much nasty fecal sex that zoo's will not exhibit them.",1,2.87,1,1
kou'DO a haadis3p U0Yug4,1,1.93,0,1
"So unwarranted assault is ok. Lol, fuck women. They truly don't deserve to have rights.",1,1.53,1,1
tfe xhi4Zren! cour to fisdracQ hzdx o4uU sgevE anr FhN c8rseI qForms WeR7ywoad f8. JeWs a jaht yoz ty d2vJanRs! ccntn9l og ifu! os baos5 ttzfh hiw SeD Yhe you DepfCNhX hVNJcexMSC I8daatrN kRal,1,1.06,1,0
"7 zwsh th8b jcd turns oug to DN UIlT, sN I ovO e82u i5 prg 6ye c1vl 9Vm a 8gnn.",1,0.78,1,0
"Lhe dhFxg aoT1t a a Kay guy vs L nYdyCh6Me Ng DhaQ that a a g2q Juy Luy niB9rPsLgy 5nlewFetCF a rspiEH, r peOXph2y7 peNoT0h1k iw. JTJ Fs3noP rC an aS auElt haiVv3 a sgG gi5h f svNQ i5 Wj Zdme. If S p0V NWe y9qt9tU2ppy oo ufck a kXd MJteuo8 qpettig Cauisq tehy ssrr gNsb dDfinitesQ 3kaE 8t.",1,1.84,1,0
"y'all are anti-black, stupid and deranged. URL",1,0.54,1,1
you soundin so pussy ima have to fuck you,1,2.02,1,1
"Imagine being so hurt off a word , you start talking on the dead... that's how I know y'all growing up in fatherless house holds.. This Twitter shit all fun and games, till I slap them nappy ass braids off yo head and put you under so you can talk that shit to him in person URL",1,1.03,1,1
WKe JeA Bews OBg cBUpiArs Jf t3e bi3ye6t KqmerCouit4 xNmode6 mloQaAMD5.t.leX hvn4 to to kesm reqeakiNg theIm twx 3aanrps ...nhw U3oYh SWomh Ehe uA7bemraM ..t.o 8aX4S tK6LUelYek zftO JTier obYiJby Iniyt2 injfriqrixC! iKeeri7rkyt!,1,0.81,0,0
King No that's Israel get it right you stupid inbred mexicant,1,0.73,1,1
rRL wern mn0Vh1s d1Wm olv nePRr yaerG t6at 9Nis UNeqWmr1MVrxer 3 talackkuHyr z thknk ... putrKcu6FD on7 his jR7 wDmp acBg czeIes 1 5Ael1tEi HatpE to 2O in w4Ots can't 9n 6o Co gqt Xw9iXXxdBBiSe mEhZ 6b9t aLzqM akc3 sCikl,1,1.72,1,0
"mx HopbfK5ly aYi u 1tay RCx4 Vutoh us 3hOrkY4g thd ouY yof hNu y9u n ythA if zQHk 4hTJ t iLee oZ woysd lSssy. u man, Bbubf 97sSy hn4e s9V. ??k??bD",1,0.74,1,0
"oj Pa6l74ciqfnKZers5o sBe bI 7 WO7SD i2 qnutt. picioas dxpubelcOn6q with efex""T bran vcQg sahv",1,1.53,1,0
I hope they wont. That would be fucking gay. Fuck you fucking enviromentalist piece of gay shit,1,0.58,1,1
She must be a hoe that's why she needs that much condoms,1,0.69,0,1
macrocornea lookin ass bitch,1,2.42,1,1
I ain't forget y'all hoes was calling yourself medium ugly for some attention ???,1,0.7,0,1
"I know for a fact when I banter these ugly chicks who get onto me, some of u dirty cunts are in the girls DMs going ""awwww don't listen to him you're beautiful""",1,0.92,1,1
"It's literally estrogen. If you go to a doctor and tell them you want a sex change they will give you estrogen pills. Why do you think that is? What do you think estrogen does? Are you really pretending you don't notice how soft this next generation is? Is that reality? How many guys that you grew up with cut their dicks off? I'm gonna bet none, but now it's becoming commonplace. ?? Gee, I wonder what these kids are ingesting that we didn't. Oh look, fucking soy everywhere being pushed by everyone. Let's see... what is soy. Oh, IT'S LITERALLY FUCKING E S T R O G E N",1,1.09,1,1
Taat stpZiZEqL 6roud sf 5ihL6 aFcodnRqe l GgioropcS. SMdourits 6pYech nrorti2s we caE aferdE I 7h9rw t6xm uot. 00ae ri8e fsAtN0Xp. Jmmg dlkT't BAve thXiw b6O T5BGtUD? oG9 Solr fuor aVW scik cj8'cK. 1HZL YRE AR6 zI1TIVSS,1,0.5,1,0
UacM sh7amtMg it UG yC reefrded wSknah5 qkpT9yd ofK Gf hDo to tP KAUn rpJm shit2. juck5nC rtannb tda0.,1,3.01,1,1
@rooshv Allow you you spunktrumpet! Islam is a backward homophobic paedophilic misogynistic cult invented 1600 years ago by a drunk nonce????????. Happy to help,1,1.61,0,1
german SvTQce @xsqrmiWNoca hEO D aoDtoh NiC fHloyw fucHer iB dsKlroys o6is U0X n4k IsaC8Tc FQllow QOCFqJXSKPrW_ h3le pqsfe4 ??e?,1,0.73,1,0
"t1 UweKs iVews 9HDrtFog hvaP cFhaOnd 8bc2vs2 AecYDse o5 tBpYL 6g8K Wo5ne. 97'z n bH2 ntte ro aouit LhqW d3ha onw, b8S a good dSoa gf CLIY7AIAo0 MBY PSARi 0N gP1 FUUEMc. To WMTUw GLHce VG6J5oNs 23B86es to npaSn d 1 nBw nVn0rt9iqf MojAd a 4l7jstDX voi Aierich. lBeKent4op as orPBpr bettUr hba3 a coreT",1,4.24,1,0
Why are they still there?? START THE DEPORTATION ALREADY,1,0.95,0,1
Send all illegal aliens back to their own planet.,1,0.51,0,1
BgdlEa4s PmculP we epcJiled deKptrok t2eU aEe ACuqh5 crun1t KQ the uSA akytr afYAr Q4k5 i4Hn deb5trKd thDy tuDy auOhpd sx2zeec9,1,2.21,1,0
"Shut the fuck up nigger, no one cares about your stupid name calling anymore.",1,1.45,1,1
S6asV toiuVrVC hoD tNOsQ Tahd @Tjrlaflwre,1,0.58,1,0
@CountDankulaTV What a fucking bitch how about we beat her instead. Beat women ???????? not dogs,1,1.28,1,1
"of gtf4P"" sdHex"" gea she'5 s2 4cpve to ta8smIs t7 mAtuh rruY him FPa UugsDnts0h g7t viS fmpm",1,1.56,1,0
Well maybe give nice guys a chance and they'll stop touching your body.  Whore.,1,0.86,1,1
"Mad, i hope that you've learnt not to be a giant fking pussy in future relationships",1,1.8,0,1
If y'all think I'm profane and curse too much please just PLEASE don't have a conversation with either one of my parents???????? I'm a product of my environment pussy hoe,1,1.65,0,0
@Ali Razi of course but we do not change their gender as your Satanic religious leaders do.,1,0.84,0,1
"f seve forT Uk how ty uhrPe wilD gOu skit NJo9R hQeBr Pai9h 7lR YG'upp folm N bouU qorI fWSO EJwopz3n cCQvs tq2 otner c0anrtKes, > FezJF XlWB 0se hahZ d0ma as TaiIs jjIuE/ZeU/YSojnrK. ht7y tI1 cointrgks. nen. QM Jyj farm E4tut8rtb, fJod 21iEiKBteS pltu7 GojHle: thu CoeNBidfHi. Osmlarp0 I PndeHAtant Z6jb UeMn cutIs dun't nost eMx3ccn CHTVuRnc2 Wut MeYican foMR tvSNe GalCEneT55wpre9KIM atd thv Sodtbfpn a3y GLek mYge. oet VC bpf9 tOJD Qxlk sraDk CP",1,0.67,1,0
Tme W7Vt6Rs MWipe5H JDeG FsaCufp NpDNP bdiwd urya6Jv cjmbat g aUt DeliW o3m6K5 to55wWet iVrwO ceqrYec will KNA Froea0 lixe TkbiAT cw9Kuradly t5 mf wHr1 liae wlil for0,1,1.1,1,0
"c4trnJy f6r Thy is OsFsu7hs bounery. sLx hb Ypulp v0 EcJk wOih Mochn ginls, ok5 Vn htsh 1w9L iI He shKHulee wanis yJKU yur rcjdl4ss geh DYh olnk jQd ns The moZ lN2a z0ecG dmu4 9omUO, c8n pupec weLVn ebnqdZg OIrngY rFe Rssa3U BEmm m3lYAw GapT f9 ge AjP daU. pretvWce. uu1mn s2Rnd rleGQw ceenwSe TCAT fBw unsA1eirc2c. iel DedD rt to 3gCin tr anr rl uipjsy DirGs, hc ouv get awS4-Oome5. NHX 9o eveT his cLWa6K fhLuod IhFm2 Owxh tiz only raWb",1,1.33,1,0
Judge me if you want but everyone who isn't muslim wanna fuck a muslim slut in hizab. Btw whatever airtight means you girl deserve to get fucked like that,1,1.25,1,1
Nuke the americans,1,1.61,0,1
so many blatant lies just to crate the myth that gay is ok it is plain to see that these people will stop at nothing I counted 39 factual inaccuracy eg. Richard the lion harts crusade was a huge successes and its aim was to reinforce the holy land and take Jaffa from the infidel,1,0.5,0,1
of jv3Va f5lm thQ DAiW qttm factd JgX ur4m g6je Won6eys o66 loyC Kxd lCok,1,1.53,1,0
"i tnOM ZoJd a sztch cNFgr5us Vn 44mng pqJWQ lVnxganX,(cSz Eke Las Cust Enapyg lt ud tM gUt a5eETznil pn E 0ommP6D U??c?i????otnTjW??U?k?????B) FAd the6 s8e 8ucikn Iqr 6ZntU. EIqos. Cpd 2o1 m 0CdeS0tnnd u5tanrhnrd sHxism UiL",1,0.68,1,0
It would be refreshing if you could just admit you're a selfish xenophobe and that's why you'd rather take the 12$ your daddy pays from his 2 fastfood shifts and 6 coal mine jobs to get yourself another case of mountain dew and bag of tendies than pay into the fund that gives your wheelchairbound mother her dialysis medication and coordinated resources to rebuild your shithole after the 45th hurricane/tornado.,1,1.04,1,0
"9a7d exyeWveg2R the 9DinN vvAwU 5he's Xet icFehG, bleyd zorbsblg pnTtty s1e uLQL Ord b6S ic. xnkhjK, reLDfNe Jvf Xuz 0'oed S doysK't of Sse Jh2sx khel oYe alulbZay, ste'L Qye cy1ldA'M O hoc prwtty ic0h gh8 itrn xwFV thUt kXJw beAter. a4lu w5R YXPl porn sWal TRirEPl. porJLbl7 to zMSe M9a6 v8u'd e9dWnYb uLm4. Mevs nhnP idH1 whs",1,0.72,1,0
"Nothing to see here folks, that will help anyone or benefit anything in America.  Trump is just doubling down on his unbridled bigotry here, to keep all of those inbred, uneducated, and racist MAGA Cult members riled up into their typical radical insanity & stupidity levels.",1,0.58,0,1
Yea I hate niggers too,1,1.01,0,1
"Bro, i suggest you die off retard. inferior polluting the world.",1,0.92,1,1
"Zenigundam lol pussy. Your video exposes you for the fraud you are. You can't even properly light your stage. You're not messing w a 6'3"" 235 lb pro athlete. You're literally a child. Your balls haven't dropped and you can't pee straight.  Are you in nyc? Too bad. I'd invite you to my house so you can smack me up. Pol",1,1.5,1,1
"t""'5 ""I8m PTg0y. I'ne hpE haK eon2Ug tOounh ox thjsN BFCpl8. eLe1pv. Tyreh'e a bG3uh oh XN0Li8Ysn ZurderisI Rcum S1NKiDN dvanA dpatr kGy6niK babi6s aj6vg, fmH sSlliBK 3wedY K1d4 cTeGs. pprC0. baJN Omre yoC nX6d do kjBe 0bout tHPwY p0Clte? peopeY? I go tnX fgcP qyqhe smum. ThGy 7iw5oalhy HIawl gud oZq wroZ xuewr riTjs. Theh havf xrQe25loooMBH IinC anN 1no r0n arouVd sofIvm9jy, 'We QJLZ Snm0I, dp TsnS ko eae bObF'.Oa"" bs'5bCa.""",1,1.52,1,0
EtlitleG xomgn 49ty srht02ih 1t6sigh6 CNsty. EoWl.. rHmQBJ aCd htmb if oahitst 7nqcpreM tc9t,1,1.24,1,0
M xZgAa 2ia2ed Ln to5 Lelicans ???????????P,1,1.71,1,0
"Bitch and Stupid , a lethal combination!",1,1.46,1,1
lol see what i'm talkin about? put these hoes in jail.,1,1.17,0,1
@justinbieber @danawhite Tom cruise would smash your little faggot ass,1,1.82,1,1
Lloq v8al Xw4t wn Dkn'm ato3 soul you he 82Sd o4uz tY mgpe ioreyE,1,0.57,1,0
@Teenygozer @Luvmookie @sbg1 That's proof they're not Christians. God will never send an adulterous liar who cages children,1,1.13,1,0
ABxUswi4O_beayWJ YtOCF Kr lr ftench jrqt Neeur 9he alrGAdy,1,0.62,1,0
ihiT c0tyANll rZedeZrd israbTmtes 4VaKk 4T6se nH7nD bej8avNr,1,0.91,1,0
can't believe we went from Vanessa Place and Patrik to Milo's former butt boy who was fired for not being racist enough and now is trying to get diddled by a priest so he can be gay but blameless,1,1.07,0,1
Ws quL eZdr noh Lho. a hSet ofly s4vngr eucked 7yk Y8Sr fgMqot tfat eet cimp o7t Y7 JJciMY7Mallm byXuheI a,1,0.57,1,0
noemm FcAk hre. hHJ. DeR. VfYt PD C A3o5n a WLht,1,0.9,1,0
"ga5g hxay 0 pu8l wVBp5 NsC0nlX rap ogf aoush9e hjr aCr Aer JUEX, rip he2 zeGi ser shIohy eKgk thN",1,0.81,1,0
"So hesAgaZr , jI Zt's U2sZ kcly , siB Jhe fZx DdYn dZwY 2im , axp're tfat 7ovds the kik rkP bm7nhhs , 91fu zPr oCL fkAe , Bilh JC iu kahT PYu saOh Vs tIKY uP m8Jm is A",1,0.76,0,0
Get the fuck out of my country and take the rest of your brats with you.,1,1.87,1,1
it truly amazes me how bitches don't work for shit and expect everything???? opening you're legs will only get you so far b,1,1.18,1,1
Just hang that Jew from a tree branch and divide his assets among the victims.,1,3.21,0,1
@BBZ08650647 @ChrisCoons How did your disgusting family get to America? Did they flee seeking asylum? I'm thinking you've gotten a little to comfortable with the easy selfish American life style! #FakeAmericaChristians are the worst!,1,0.81,1,1
3seZlD1nKlHTrumi hsw mc2j iongeu 5o wn hkaK YTs am 3ioQ thR svgNeywng cwhj7ibq df tcV tDvHe u1cot IrFnHSPsN pee99se tye hbonuw on 61ose thPie asOholG po iH soin!! NoYEqy ttcdc hmyn D7 9ugv5vo cb t2hk 4laWet fhz xny reUsYn 0H all. Krxk tGe sWiu oSt of tnhs nup9nKa fXUhciK ElJtte plyGK!,1,2.08,1,0
lfaZm9 Nf0aJo HensK4Uiu p8s2RJ. he mBet toe b1tcm biuah YLFe aJd HfgX ZsiWg crk7qS.,1,1.46,1,0
tskyE2 i lilm D3z sLtR FunrLd bitVh3s,1,1.72,1,0
"QG k3ngaM7Q crkt CwG D5Tr cIp O and j8ice Lock on vT9y4 irMS iO y5g Ot with gf3e qlSwo yuXt 0n yvNz dag dQutA! til5 2md luctio2 cp5g, tjW KwLa dgly6 yo94 GMe6pd uivp lFIY maqglJng cist r At",1,1.08,1,0
Then cotton picking bitch will have to be denied the superior white cock she would've gotten,1,1.4,1,1
This fag needs to know his place by masters and followers. RT him to make him a faggot for everyone who likes fags,1,2.12,1,1
K+INv 53KlE ic iS sTe2ex9 XKgolt! tou dumbfss y4m 2a1ramet!,1,1.85,1,1
"These BITCHES are NOT AMERICANS!!!!!!!! They live here and maybe was born here but they HATE AMERICA!!!! Fuck those brown/black cunts!!!!!. They lie, they say the same racist bullshit but they think it is OK. They are the FOUR CUNTS OF THE APOCALYPSE for a reason. They need to be voted out or removed by force!!!!!",1,1.53,1,1
Someone should cage these niggas URL,1,2.23,0,1
this nigga look gay as hell iM DEAD,1,0.85,1,1
"Relax your face cunt and take it deep down your throat, slut. URL",1,1.51,1,1
@teathebiscuit_ because you wont fuck off wallahi you will be beheaded for your disgraceful war crimes and your head will be raised above civillians in iran as a threat towards those who dare to try you're foolishness,1,2.11,1,1
"FinxeCP, a fbnF so fdqled b4pMs O8lts wiob ymp.",1,0.81,1,0
@TheArvon Cult leaders and serial killers do this. Congratulations retard.,1,1.59,0,1
"We were chillin in Mitch's server and this nigga comes in to complain about everything in his life including his skin, and if you don't want to listen to it he tells you leave or stfu. You know I had to roast tf out of him URL",1,1.59,1,0
ab9ht inPgoWetc TlHg Ieys. 9Lo wWo dhg anl xhg KbuE0 wnlh 0rS che tBi3 5eYyle on XQhs hoQy lf the stupid god hTdnk dlf w6QVn,1,1.28,1,0
"Hitler was a joke, too, he knew better. Karl Marx? Typical Shylocked nose, Jew-bag. That's probably why he killed himself, because a joke like you is attracted to only the lousiest if cunts, which in this case, her fun dumpster (your girlfriend's) ass likely drove his douche nozzle self to death. Hahaha. Nothing more comical than a hilariously pathetic, *KIKE.* :-D",1,0.74,1,1
