text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gpt_5_2
"IWaSrBP W7Ln Qc5HA ,PEas C4ut, YI 7Cnx, rubk Ca99 CuUX, Doh B0nl, ,yBrita Do9gz ,idsb gf LzTf, Cqnj, FgVed rdit, f7cLnij GCnt, 35Bqg f8px Q4PD aO Ya C5tn, mooknEe UutoC Clnt2 dremEaDg 0uCkWnI T1V4a Keep CuI2h Flogged Xddgy ere 1ou",1,0.89,1,0
"Can't wait to kick Iran into the stone age. This race of religious nut jobs believe in flying horses , a prophet who married a nine year old girl ,and leaders who want to meet god by blowing themselves up to get 7 Virgins in paradise , and wonder why no one wants to let them have nukes.",1,2.52,0,1
"Lmfao your ""girl"" is a disgusting cow you fucking inbred trailer trash",1,1.7,1,1
"Man shut the fuck up you stupid bitch, I bet you don't get any pussy period URL",1,0.77,1,1
tOat ftwmie SU AuGUQn ig6y,1,0.71,1,0
"'King James had sex with his mother. Is that your edition? Is that your religion?' - Ice Cube, ""When I Get To Heaven""",1,0.6,1,0
RuVt H3 kH t0 tme ne pKoTl3 nytrwTL. ofs tZe yo 0X3 72EB mmoelesp jheqx ceanNc. thes cFaSy n8eJ pQXlpe erXak tRh0 7or yqIot th7g6 dOaoc y7r of iwuVEnl ksck to yieico hUml whNgst. ou9,1,0.81,0,0
fuVo thmt PgXga fcHk ZiV QWrdrer L fuVk Aix BLyCH,1,0.98,1,0
"Racist cunts like this should be killed, regardless of who they are or what race they are. Don't like that hard truth? Go fuck yourself. Same with the spineless little cunt mods that'll ban me for speaking it.",1,1.8,1,1
"This make me mad as hell, I hope someone stop this bitches throat in",1,2.57,1,1
WsAty MaPbDzl wZhoLs,1,2.01,1,0
sEB Gac jWUs DwNk THKM u SWINKY SOINKY MIhkH BOTok LRL,1,1.34,1,0
"UcwN kn ""rmcisG arf to ""nITiCr tif4 Ipm0Y O Af2qui go hejrd to",1,2.1,0,0
"se Uoo aUriO that ZefEgisq i3 3dei N2 BBRlshBt tk Ao Reep mUZdet prdp3e Un GD ilne? KThe 'b34kD"" t5k u2t be uatedEs yecans8 iN thWh yeak ezougZ 3N Vg0hae EiUh v5hr1uC ctjzpTrJ04Cy Lwimh t3en zEJn svey Pgoh Whiew aYLh5rtA1 and s3Vgferr losJ tfi1r traL0YissJbilityY TaNol yoA fo3 93monm1r2Efwg h8V ra0vbiVn degqoboZ 9n4 fuEbZd uB youw p7bd. Tzsee wRNld Ravc hWve an icua Tw 2r tgthVretH Mb timHw pqaiv1D oprOlxms mCtc8Yw PMr yJoTVUy. jWtie it dEewnt, EOs W7eaf taMt joZV arw a 5 proadct thM fuKekW up miMds rdniU Hi vf mBddxY Tnster8 abvDEee.",1,1.04,1,0
This fucking bitch is almost fully retarded!,1,1.06,1,1
Build a fucking wall and get them out! MAGA!,1,0.67,1,1
Inin21s arL Ku6bCsQ wiui0ep jQo tH Ue,1,1.97,0,0
leOa. 7CnapZ An wly Cher0's htLs 7hfO3's fgRl 7emBFivse is in n5 SpKJiV ql,1,0.86,1,0
k XIMe yqO get rIteO bd h SbCXoiAg8e and obo6oy Ms anolrN Po,1,3.52,0,0
"T5UIT s5eaIpn7 gs aUsX iZ1r4tKJFQ, hgey lre elV sh wY3duaPted 4Xd sP dxBrsdeeW. And I 2uppyYt maLs dvpoSoatid9!",1,0.58,0,0
Tou mvTlWw bpjVn br44v duLt oc6l sla8e.,1,1.04,1,0
Klil gmnkEumf. aQe a Zatyog5,1,3.75,1,0
hsw3s rsearn 8uS6 mghgt dad h'ef oPbu eyll he 9NcFugM UnYhU is mZAoy TVe Y8oK Gt qour,1,1.47,0,0
Of course he did. Nuke gay whales for Jesus!,1,4.51,0,1
stHfpU tipcNe7,1,0.52,1,0
@secretlyC15 Fuck her and cum all over that asshole,1,1.19,1,1
Well i7'T hvppZwotX!!!!!p PP9lixmGnt PVWliZ4ent TnU tmb BSitqsk iIiair8uq DoJ fFPoaPe1 weEn sepoun oi a38vne wJo osewcy 1Unde0fI iiHuyBKy wY1FD tIeC ne4Eoee belaeve yo be nQti Isbm1ic. rhV turS pqtrYoitc pS2r2woic tpGizkns wf our G3Iv noSirn UaoLPe su7oyH Ir4 nw5 0pKly to the paRrc5itQ pzr9ijb/hToQlAs to glie iWd a8n apsizFNice sasiXOaQie do bEd xhis eotiEn 9f iF vAxE Ty thjs JW4l EdXaJzc iAeoQoTy.,1,0.53,1,0
"dtinEUng GaUv aPMe j2Vks aNe fnwnp, uBi4g STe q & 7 Rq8T aTv p1rt9baJ vUen Phe L 3Nru DSi3e youFe J0Bo3 aH EC stupid sMgWad ount",1,0.8,1,1
UaLl you'BT vUcoko uiJte wvUe LbccQse obl0 8v y7uZ'e JldF ralist yxuO fprsDv,1,0.58,0,0
"Hongu1tr, qou gyvQ zWv8 ohe 5Xotv0D0n sebinXg aqIpnitodO",1,1.99,1,0
0fbk QoQ xrax finkaL2,1,1.52,1,0
"Seuk Behir a3Q yoM fptg, gkhy'le stzil 97uK QePm oUW vhR m9 m6",1,1.19,1,0
"cAaS nOp tFoBe sIe d3Xs Tn Oad ti3k, GSck3j Zz0QoA. fAoj EoQht. pis a YRc5 hzs hsU. hgs Qet OocZhe3 id",1,1.19,1,0
tL3 hznsW6vatiRe AQvs Pf thI tdi iHjjq. gasue. SSnWqu0Wy 59ijeZ rTZ 0onVti9s oHoR fvgecraIe Btznmuors nrr KcmrwtonRceG mvmafVatOs ScHhsCt BJVawd for truF bcfnWcukrd bakfg5opSd or Atriorlss cies. cX motb ImpojJtIn tQ Hhem unan sfJet6 sgQeMT of of aur ploceP.,1,0.85,0,0
85 to 4ivV3 LJd i ima c9W 2iaP to Lb9n bad i k2nf sut a1d,1,1.09,1,0
"Cqsetn ibtTz bitch nrat, I kXow Riqs tfi1 nUle 0akd hoe 8soe wVhT hwaj Vas lgbt YroS kWur fukk19D 0ed0. OeaH. Ne3arbhejsss, aut WZ 3ode C6eej Knd Fhat1 wZaiaosiphf Py HaYAp qiz URL ReL UYL URs",1,2.06,1,1
"NUP is Garder sAig, l'nDd mabe me lfgla, are a L maXeIfB 2suVD Pilayigus. En7ke losei3 vigCy6Hky y7ac aatG 2I's to Q haoewr be6Ld8L bsJLRae nv or2 XilH Wouip doue yoH WcukYn8",1,1.12,1,0
j7rUw ZjsfU xGe in EjUolu'L wuqoo be w0j 0 4Ht 4J Cplled ZuY suWiknZ yt wasXKf xtd kidgFnv. nf LKtyem geZ the5r sm bTnch if ie fuIaiug wYmaI Zx Eo du0MraGqa? y ahd woKlb gftR4 katTeti0. YEr CZ8vlaAkO,1,0.75,1,0
Bub2ic pDssU thiq jmoi t RinutE?s??b y0ou SptxiB RR dn2d lbo5a 1n be socf. Ngiha PfYuYl xUbbj pounarg,1,2.6,1,0
"yHidN is im tes cIugtrJ An BlnaeC 7arth. tn 7dnKg fDerK iD QoWe efxal uHet7r AG JrrwZverH8, frk3kixg BlNsse7 and and autle4y Hian Ye Pn R p.S. soo4et2 S6lNyN you l80 wKWV wTnt tnYWFod, tyf0oEP, or erSlaL3LD diCrrmFm, edu M7Nlud 0oLy ap lifZK D00 m7lyA from thaf coArKminvIdH CM4ER!",1,1.63,0,0
"as Da. HeN w9VeKbZVG 'Li1w2aLh Lfe posiofL nver fP3 othgrs. qre hm7e ISGT, to5k bBfore efOl QhD8 ha bmhb3dijg8y alx Hvfkpel thfse Qf Cach in aj osif2ivc IBez woWkL Jslaqic 3NlleM StaUe be fmr4RUr1aaboo. IC IzlVG HF Rs ssmeaTV wouWu ErL wTRt xiMAGafs snaepd UargC onU 4hey",1,0.96,1,0
"RHc r2Zs M2ag, fag. c7 as no5 FOe BuU 7Q7 yays a u9Yk gaj alf CR2Vb5 aFl rubnbe2DS: is",1,0.68,1,1
"wTmt's OLu9 the krgPAvLN w8 HiId on r3Ior3d5esw1 efere 5he6 thm tKe Ma5k Hr ouo2 tlpainJ, WoeyD0ze Was 9kie 9 oJ q6t bUt wBy doQ'3 fFisf s5bj 0hhqtiMg shtwtiQg in yYSr st3tGts stpeexs o rapina yqomn 5 k5FB2wO youf sR9trPwBsat l53tcoI0ttj 0hazpe p WYXaijg isCue ClS.",1,1.5,1,0
"@IlhanMN You go fuck your self bitch! You are Anti Semitic, Anti American! Get the fuck out of Congress you disgusting bitch",1,2.2,1,1
"""hTz9hs 9Leht Goy Do diK DXm N4hiMl and taze doAn oItG WBrA felpoD Khlee y7u're jt iO"" ErR7O3WKCO UaL",1,2.71,1,0
"tG 8Kougw. GepfBN Z5O Ntart ssplay, btnmDJ a Noon Le0it w3",1,1.71,0,0
"shVt ABscKiFnf"" If ""KXP klRl UXl tF Not BNabs. Araps. tCkb",1,1.53,1,0
Oooh! Send the Candian trash in the Phillipines to them!,1,0.86,1,1
Th QzoK IHEiN sVCmx lses TreoUePRs,1,1.33,0,0
lsJ tiwQj linaldi thZa fcuU a2J al vhj hW1t 5xi07 diece gTeOs pexlpe G slmeodq peAng ZnmNb A2l Unh6zrur to Xee VsanlTy aie qay nlSz2b nUxtalbLy 5A we c2inlae do WlhLe Azam oL 2oHdov tehy thhC,1,1.0,1,0
ARREST & DEPORT ALL UNDOCUMENTED / ILLEGAL IMMIGRANTS / INVADERS INCLUDING THEIR FAKE/ RENTED CHILDREN / FAKE FAMILY..,1,2.06,1,1
pumcn aTd ???????? b6 pujjz to S feol it jXAl He'wr,1,2.9,1,0
They fuckin smash their pussy with a hammer,1,0.61,1,1
tehV maBa. Ileop7 OpiNtIcrdly ohe hnuw lzie Fje8t Ter Tg'd tuWt yoM q KRr i hvae art hwrseSz. tPMIh SZd'1 Tprtt hsjW rjpN hdP. the io kyreas lcFp If iqre,1,1.19,1,0
"9slalic jerrErwst 2w10o1iet r8ei5n 3dB4ie zB MlolS9 ed7Re Oz cebDr shedor,ZIey attcak8d MB pj1hrag0Siah the3e kind wR fWIS acHf,Vhao ergime Cah sfvk sFQe strPorUsY rIIzmz,pU cs chX qn3 ePy Seconq IIJS M4RsaQ ig MKkBti MrdzdD ENso.",1,0.63,1,0
Bytt4 Etcih u rQs ab vy gLaoalynoK qnW 8gst stJKrWd ic mp ugly fIck ur CelaV aucOi5 Cay 3 90ggtt aYr b0c3h zS auck sCck Kanp bm1ch beofrz G zottw Zo nqgia yoMH n sd0A 40Qsef C dTnvy rs0 zsA gspq ibtkh c6chN,1,3.04,1,1
Go fk0a 1 TxndYv lcik t4 gn rtat zcdt,1,2.24,1,0
tnf8ehr Acotu21 vhite t2aRZIr Afr7 cuE gum dSm0utDr wh7 cSn't atfe u dciA zjZ tHR3h tP9ozt......sbkqy u2 6ifC e4sLk? oZf'v cakF. Lirhl GoL how 2o rubx x WC1b you Xgmb wnabu be qlx djmb dxni T0PBe lalLe7,1,1.95,1,0
Send these savages back to the war mongering shit holes that they came from..our governments have no right to bring people into our countries who want us dead.. URL,1,2.15,1,1
"moBnXanttB flG sotp LnBwQ pMrvB5isoW 31hse 1w8 Uhe yKQt sick, kod poack l3Ra6w 9olagB . tor V5 4upQecL NgBQd. CdmNo aEWona oG is Qoth9rVK1kers IT'S WMW bw6X6 KGnDQ W4a9 TKuot UJ6juRf o8 Coow8 . raicsC ayjZt kdfM To0osexGMl dMsEuMKi7g, to sjck8ng b9op tOaL eudcate uhe n lhE5e is h20uW",1,1.37,1,0
ccIk Xswk 0iXs bwnct gas ckdu,1,1.14,1,0
aTlls Hnf4 snXt onn Gvd qy'W u8's 1i0iustiny 45tWngsiuz URL,1,0.94,1,0
"fe a dNs'onE uQrGh, prYy btWeyr 8",1,1.92,1,0
Bng u o Z fe B9Q exUlaiwiog ihyIWRO to AphsdY 1ht let's mvb 1Jan iQ cGcZ ysnW9 eere Db KcLuh HLs tS4 oZF Oot exoFa7ikn7 Yx5lain5nY to do lkio y rE gnrwn ass Ftk7mk sNPs ijsX tWe Guy 1ayF ztdpRMed go qf Rdve reapd c N lBr0g UitJh,1,1.47,1,0
"neither has yours you stupid fag, you dumb as hell lol",1,2.28,1,1
luC xoBlA Uuin I,1,1.11,1,0
"sf yeU Ireght a gQm who XAjs0X, pastet, WP3 IuFo5d back iI the cMoseN lCt6l you kilp yferldu2. 3odns Wut T2drP lkQl likf a 26r5e1teR Ave Yc4 ig 6sanK l4 sTaSe ai1l the EHTS cljGhre2 Lcb xrF xWe Rtvun84e wDoen on qBe isrpdaz",1,2.2,1,0
"Y Q wLa2 to gwi oft hSs 3iladeExj on Vy Quit clsg wiixO co5tTdueH vo fVcJ 44i usA mi we4l3Oagt, eswtrKsb hole lRe URL",1,2.87,1,0
3eeI3 calq wSrZc Tn3w pzt zea8GP wihtf O.tiosTQZV Js d'd sihM tehm bj,1,0.8,1,0
"flaJnf rre Aiv7rNy, a8d offr D2V sZCph8!! Ww3ried raZhts 07tiMn bg3Ig H@is35eRJlh4nI iR DQaE1lyitQ, iowXe? in92jwd Dnm of Uju haJD9 uvUWium",1,1.08,1,0
"2arbaCic KvRuXhaW5 Sfma2 aZce. in L0Vi. sdi tE ik bEXmb5 smGooy jgeecerIteO Hs vYlF they 4nyway, wf 9ckurapn. tg frtervd pXEmaWIr 0MM's B 4 rsigustPrg hi7 disxK5tfV5 WhFch fxVm ptaW6pe cD2S thi hdve 6ozkess... soNe OZmXX t5el? CrC Z7 iccu6rRgn xKx. HxbUhat n1l 2ct Sf a1kagybro YHYti6Aap, ihV aQrJiWl, saeual Fwae9 fSg mhzV alPD0 7Ge hVsiTley rsTlvyarnP beGaixorz 5Kmpaqed most of pXe1wiN. e1P ua8 SoX sim. primatO. 4a0nteRg3o ptj0aYQ wilA ZOcI aD TUeB WGl ip hDmJs aXnl fecYl",1,2.87,1,0
YBWG'x mic tLQdiFQp thzguh,1,1.93,0,0
"So unwarranted assault is ok. Lol, fuck women. They truly don't deserve to have rights.",1,1.53,1,1
"Yo6r c H plEiLxSn Ko YTH an9 Hin chBlduen! tDlf1hC, hmokFex1a9 hoBLUexuhE deFinnts! y4u 2Zre rdCV you wAluU epaT0 tCe tPumw bbout tHe go3zes oh Duew Oi. rd2ygtry anl wJrers vo tfj 7eYySwood ueww zKai csbqrkb y1e!",1,1.06,1,0
"I wish that god turns out to be real, so I can spit in his eye and call him a cunt.",1,0.78,1,0
TNT hYhng raDuD a gau Yuy r p7Kophrle Os tPaM a Aag L2b iIu'3 inBebeSTly gghe8Mcqle T EaIibtS k epdqphize KlXhyu vw. qox lXuost Ze ap a5ejt bavRng a weYh A knd anK IaXZ XU not 1e oaPp. If A pedophiie har tEe oGnuBrZbtry t6 fcuk a kPd ui6huwt iejrSiW ctuqgb trVO CmCl dGf7veteiQ ecfinmDeAE iw4F dk9G it.,1,1.84,1,0
"B'yll aCti-6lc8K, 2tuSmW YnM CedlBr5a. URL",1,0.54,1,0
you soundin so pussy ima have to fuck you,1,2.02,1,1
"lBZp MzN eheE Gpnowoe Yok4E 7'all u11wsm fvUheyOess PurF caV IGM v TwiHqpr i8 unedr yo b3efS slaf 7ow R0l1 51 nappi vun rmaig3e 2e8 eprshZ scT 5Ndso, Zo word hegj ail xFd mtg1t IO5cOde ouy ass kAow TRBs till uhrt sizj xIf deaO... X ntWd's sG JEaq shi5 you VJe , Zhe7 S pn strag UjL talcing and",1,1.03,1,0
The zio jews are carriers of the biggest inferiority complex Globally...they have to keep repeating their two mantras ...the Shoah and the Supremacy ...to raise themselves from their obvious innate inferiority! URL,1,0.81,0,1
rmyht thkl's QeWiWxnR QnbwCd Na 4dxpVd gt xet IsrteQ Bin5,1,0.73,1,0
"I th4lY 0Tst u ct PsuW bq. dmcy tRiTse6. #hwe6cdecnine #Cimsy 5Athaitc M3zt MvIR8 wKeQ w8mVe 4sIS ma7e gXu old Ups c.A aa66e 9f. ""m2k1 Vo 5n Di'TX on lcfe m2V9ves a fnh Xna4s mNewW4rldO1d7u #IaXOotEw8Utexoys Ienvr Vtliu 4nd ohis his timp ceKHes I hnch OBlacDPoIe4 apStVrurbZ",1,1.72,1,0
"HoXcflgly sdag NobIt mo0th h4L Ff sexi denk RXd l css. in pusBq wEund A my fc7M jQ5, Du0 I mt fhxf f7rz us thinkina 71R geLng H AoA x?uJbIt bxrt",1,0.74,1,0
"""War with Iran WOULD be over in 1 week""- Republicunts Even the Paleoconservatists are a sack of vicious cunts.",1,1.53,1,1
h1e7 jeiIe erv6romQvtlI3Y8 scwf UotZ. I 3Yck be woCkH fay aIu hope Vhea I M1Omkng 1VHiin2,1,0.58,1,0
mujd bg g hoE I'thgs wQX shK neyls tykX muih,1,0.69,0,0
jaqrTcofRho lbkoin ass rkcyh,1,2.42,1,0
SUn't 7 hZbn a5dLnUOEn ???j KBsulbrf ugzy yda'l fo6cSD mcuieR y'alI wgs,1,0.7,0,0
"I know for a fact when I banter these ugly chicks who get onto me, some of u dirty cunts are in the girls DMs going ""awwww don't listen to him you're beautiful""",1,0.92,1,1
"dx's Ki9erlalT lenjtwlgy QKtropon. II IVu do tB a YNhtor aqd 4JbE ec3y yos Hw2t a smc 2aJd0e tehC aipl YucX yoy Bs0rogRn Why ahy dz yVu gCiVk Waxt Jf? PWat 8M thiok estrNv2n doeX? d47s? ytT meVqlS tZqkMndinm 7ox dKnVt totwce hox ssfa thZM nmqE gieOaeNroO csQ h4at r7izybl? 9mgy gyus qudZ tPn6 aou Krew uH DMtE RYt SheTE yGckZ 8cf5 i'm 84no5 9et qoLP, Yut frw i'ts ebcomi8M CntkminD combcNpm0cJ7 ?1? ?t? G6J, q o8j21r whFt sVUEJ kCkY arJ ing7stKng wF we dikn'tB si finrVcI sen5g pseduJ puzjdd by evPrsyvs0 gbt'X 8pe... 2Prt lAo. Rg'n PILTEALVY FFCKNIC E S S T R 3 G 4 v",1,1.09,1,0
"axrggaGce rtaitJLs 1gVoMq2c8. hmCE irZbr arrest AlQ speeFh tuaKMIrf. Haa8 tBuHw MYCSITS! htem Js3 zRM we can 3UumXd9,o NemitvoSs Syditioks btae dAdv't theOr chYcs'. & owe odATG z oSuI 4oIRtr2? of FhNt HHml ybor",1,0.5,1,0
Fuck off retarded TopTard shill. Go back to wanking it to tranny porn you fucking degenerate subhuman inbred turd.,1,3.01,1,1
HTxrofv Ploow you ySu R0u Gagas bs 3 hv2ophozix pFaFpTvilic mqsROyOigZic NuW3 ynADnoed G06s ac0rd lMo by d a drudb n??enoc??????. PaHKy NC8dy o4 8hly,1,1.61,0,0
This Islamic fucker destroys his german bottom and pisses in his hole ???? Source : @islamiccock Follow him and follow @_GreekRomeo_ URL,1,0.73,1,1
"VibDC on P4x2Lbon faLn LphrzeW becslse Ff tHgsU Fuor 9ouT LJeu64 a ymZ Eate tl apYNt tehm 1mw, bst a good bo3Y oW CHAXLpYDIA MAY CMOJHEA TZy pUXUoX. xo laJuw hZe4s Fhvse LBYA5oFz bBp24es Lo Opwan L Gew IenyFhB3qM Yyulb be a dtyssLar ditjsttS woZ 0mHZiPf. PeDDtkExen is bCtetI beHWQ6 Lhan RJre.",1,4.24,1,0
WkP Wh7 6vC xhex stMll rAehe?? tYART TlE DTREPUfdION ADZRLlY,1,0.95,0,0
5nhd all QWniPs aWcc to thKer swz VQiRet. IXNa7I.,1,0.51,0,0
lpzezaEs oxou6d be dIsotIqD ih aNa cagVht 9gAin i3 hhd efZtI tWeM CeeF zepdJede ReEy sCo8Yd Ne IWcknik j0390kgc,1,2.21,1,0
"pKaDl GGe up abou8 XnSe no DNajh ALe UgUgsX, sgp3ZP y4um w9ut anmyoJe. 3hut fcOh iclniWg",1,1.45,1,0
gqasPlXlare t4rsA TcUt sCHaBqgW hoW hoA,1,0.58,1,0
wXVon itsasdZ. wPLtJtaonkupaTV zogC hQr b Whau Yot bv2ch zjO be9W w3 @ouCnipkGuuZolw 31tcV fAakjOg Beat,1,1.28,1,0
"""b3Hls oS sL5eq"" Xea y3a sL'us so rbrae fo Rl0ecp8 mo XoYth x2pe hfG xi7h Fmr 8PsgusExig fQ3 p8v snu29 fMBF",1,1.56,1,0
mRLae 3iv9 EA8nsm gc6s tu1cC8iO nife QnB stou WQlp lIGre. ba0yn ihey5l6 yuor 0oRy. a,1,0.86,1,0
"Mad, i hope that you've learnt not to be a giant fking pussy in future relationships",1,1.8,0,1
If y'all think I'm profane and curse too much please just PLEASE don't have a conversation with either one of my parents???????? I'm a product of my environment pussy hoe,1,1.65,0,0
rHlMgio2b Safiunc Gb dk LuP 5ba7e1s @APY xC. not ooun @Ulr gfRd2r NaEr ww ahIir do.,1,0.84,0,0
YYo'ue woVm 3LoK vXG Ui YE 4elt I see. VeosG 5Vmb cwvqs donxS y1astrnend dAw p7iAilesed 8h4y Zle h5ae a Mx5iyan i3 RR7ir camQakVM5 78e FIg oOAr tyDye in BhZ 1KPIredrnbE/urOpl7 ReZkIar > IrioC foXd/f8rd for4 moAE suWpq9aj cnozturMt. 5SurcA: F u 9vGj bU68 bQGu RritqbsulL Rtheq Eruo5D3n surnHeEn lnd 8m frox SrSecohn CZliv21naK. Tacos Ar7m Auy usGf facmo 30a B6t oU anm Lmm5E Jf W3ad thaWe dymA cntns cap A8DQ.,1,0.67,1,0
7ejle ruYceae TaqE4a Gizl a0j tagehGer wlCl d TAv NXCAg unawaF2 Nj3o1XL WtHVees JS4zl NagrreY eG1P to QKK 6Urk Qoo9ps 4eVG u2xfaVF wAi3a EElQuBS8li WMehwvU Yo owhk cobmas,1,1.1,1,0
"mkze g2t liU0 can osNSac NbboIov and wTu4X tMy Ue fo treanuS Ko oov CelC4e Nhef tebCgtI fhly k5lueYay are bacR 8ur or tvwr0, He acnIJQ wnYt6 She uranLr oxr wtpN to womDt He t6 it xe spnyG vgeat prz6ence. oc xa7V RadRot 2Ka his SGqiavmlly ip wR oTt 0ounrtx. g0o m2n wpih our Th8 wlxaaeu6 Qo reylUe wUmew OKhin uf-Bver0rSf. efLn TmAT fUr whc aoaa eaq mor acsapS9N l8re pncjm, shksE0 ho 7nd t8Ge VCe rOgpp hy il Jlke hia ok ilKscdes tmha rSkr. PiX iW coitsw9 Ks Ch9LMq7den. mQ Bex Ryci0t A1cPh",1,1.33,1,0
Oc Fi 1xu vcn8 bgt ILemaoUe Ahz y'sn0 mmsNij nanne ftAk a LYVl1m wCkt Tn hiz0b. GkF JhveVrIf awMtihgt aNrsisht mlanE HoF D4eezrp I8 get htat,1,1.25,1,0
NMke Zhb a4emiHynB,1,1.61,0,0
T iw akA Eo the Ma7tElt la7n nUAhGng iZfGndl 3he cJsadvC see wilu tG 6uk8 wau Fy9M prats k6rm R6ae xnd za9 xYmJ wix0pT Dg. twht RFqoard to Et Trsuade cXkntjd aab ahat leis tCat jlsu 9sSc7Pe7s QnIU 4rRWe f rzinIufce Thge vhZKessev Sac4LaB Jatf6 r9 Dt YheQe ov tNe inHAD01aOy 0I5 cs p2Xin,1,0.5,0,0
Io7k rea ohHL moYxeye yBye nNgi2 2Z wamvalyEs tte GimjalyT9 Crom mnV H0Ah,1,1.53,1,0
"zaoM bjaIo cpnOgZrg Xn bienv pr8gtgnP,(cu8 mhe Hupt skGDQI No 6Tt FttLntXon 5n 4E a sscdioGj?????x8??g??opu???2N) 4nC then 7hP sL3 fuckin 6JecVs zVi he3 pan7t. AnX now n0p i u1durWua9d NE21xm UGL",1,0.68,1,0
Ip woulb be Pf Z2u ckuld just Fvrit yLu'rA sLVOelh hehJphobe Onf pF6t's whC lkw'a raqMWj Oake Phe y9e 1NT Wkyr dYadn Vdqs fro5 Sis y 1astZlod siBttK shlfts apd 6 cbnl mnWe jhos JA get yLursl5W ieYhOtr W2se oW mMaounRn wJA zge Pag 7f NPSLu0s hBuS nCy 3nPo iDe X6ud iYpea yUUr WajDn3biiDderHd otqhoq hoW diHlQsis LedERatvCs aO4 cLGUdlftten rpsoeIgKi to to HXiuild yh8S iTholihe KF2po thj 43tj 45th uhrvBcawA/SoreoWy.,1,1.04,1,0
"CkPb. lO7 Th5sp reaKgce eFhe yhe'S Onne hVle UU1kLyN doevF't Ytar hud 7ch9ao2r, hCu1 She J knfJ 2Wlv ysxs 43uJdn'b DlkBuiVXxfhcmztraQy ogd HsN u4a5o8hGj7cQanmkluK Bf ifcG wpr wDs Ahe iUeAsB, O1rlSbw2 cte nie5Gn0cue 433 bether. is. raIA saiL a WVetty 3Q1Db to hoP LU'nd iYC Mj'ud than alro 4vetgy",1,0.72,1,0
"oq iwb9sS, aDOinIoj Jn on iFcf hdSp C3Et beNew4I Oecnst SNNl xp see i1tv iUYX MpZY Cs 53 hrIL, unyKne Am7NicCP cf e6O is do3a yoUblijg anJtPing r9dicSY and DolksG NemRRX. TMuFp keep hSep wcelW inKanSzB taht 8h1ir & l3uNPl. MiZ9 biTd9ry tGw6e 5lY is 4embeGs whumLAi6y to WHcZucatUS, typNcaU",1,0.58,0,0
To9 Z hat3 too,1,1.01,0,1
"Bro, i suggest you die off retard. inferior polluting the world.",1,0.92,1,1
"Zenigundam lol pussy. Your video exposes you for the fraud you are. You can't even properly light your stage. You're not messing w a 6'3"" 235 lb pro athlete. You're literally a child. Your balls haven't dropped and you can't pee straight.  Are you in nyc? Too bad. I'd invite you to my house so you can smack me up. Pol",1,1.5,1,0
"okCme, LunuB 2o LwtPTally ZiteEakqy qeTpinS anr cwTrl LheBs dWe Ik'Q suYm wpu 1PeLTelooking I jheoe aQRuy fa2to73es, Tkin hTSy Texy be te1lfEg faYz cov8 28Te jgYMy. fou IU s3Vm. aXx psr4f. eat eKPugh Dui neuk fna of pDopsqa waib5s HFYr9udC0 Wzot tehDe sRei QcWHW gX4eq-grFgALk imbn0 J7xx'rc rhGk4. tw aeopSj? uAcnr ""b'm a TnEinug WAx bnAah Wnow s khristUaS hvae foIm diLJh jXoXnd ou aaE wEOt JZz 7oIc",1,1.52,1,0
sgcaiXKt BtFdait qcClq. iG niHo and chWt Qojag bvyUnH RMzo urazF.,1,1.24,1,0
I thAS 7iUgZ dD dhe fegiUawQ ??????6?????,1,1.71,1,0
"anp Sptiu2 , o B1mkCl pWwaiymtion!",1,1.46,1,0
i'S qme VheIE Iyht 6e6 lBl hoes LTlkis iS ujilR,1,1.17,0,0
@justRnbIebNr liuLUwOImi LoR qdMuse CfRud dLaj9 yupr little f4sgom Yus,1,1.82,1,1
D9'1t fIagrt LoYWet xx 7j2d fvnd y3uY amtF in Fxht mea8 niBua H7Cn ybN mtrixLS,1,0.57,1,0
God @Ir4eyq3Xer t0Tyr'e 4qap's adklterdux sqiv cDmeK H5Lof MoW 032lESen whe 1od ap wl8l @gboy Qiar,1,1.13,1,0
@hB_usmwJtaiq_vY ur GgpCP bWeauye Juwf UfLer ey2 rwench aekt,1,0.62,1,0
flGck lYl GctuAlPy tjose iLpJeYz2Mm blbiHz9E Nhosh t4hs nDRwO,1,0.91,1,0
fz71 tAying TaqsyzV nIt blee2Be JriGdt fi2eu XrlpeYk can hi Biang eent JMV Zut was went bMNt zs G anq xsn'r rRMist 4Fdcc fPc ig Rl6PoNYsJ gea bh b 4oH 9OHdled 23d Paasiw s2 Yo 3LrmeF Sow,1,1.07,0,0
e4Fo olny HcQHqepsally w6ep XOerhUZ thugB. Ktqtg Zour m7N bnt noN ZSi it Q Naz. 5SBTop caet o fucyeT,1,0.57,1,0
Yep. Fuck her. What a cunt of a women,1,0.9,1,1
"oIx GZorzs hA2r FCV mplf iip heX wfplu ewep rvjr, goaI 5enC az6 I",1,0.81,1,0
"So WH7gsteL grngstwY , 1o i3'r glAy , CAt the aoC Nosn rJb , you'r4 thiL mJihRi6 maYpYpe tIaR 9he kid kMU n4r 5eukTiU , e3Au Wsqs fS0 yd57 34Y raZe , 8lso if whYt what yoV sBqX PI6J i0 tKRL yy yo meMa 3s hel.",1,0.76,0,0
